Tarih;Konya - Karkent;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
04.04.2021 04:00:56;27,22;24,58;620,12;45,84;51,45;39,62
04.04.2021 05:00:56;38,86;21,75;976,87;63,95;73,71;19,69
04.04.2021 06:00:56;51,69;9,89;826,23;60,51;71,68;2,67
04.04.2021 07:00:56;60,18;8,16;491,49;45,29;55,94;2,87
04.04.2021 08:00:56;63,20;9,32;421,58;34,40;46,54;4,13
04.04.2021 09:00:56;64,76;10,59;491,27;41,06;56,98;23,88
04.04.2021 10:00:56;69,90;10,36;429,91;37,30;49,57;49,48
04.04.2021 11:00:56;69,17;6,85;271,62;21,94;26,90;57,84
04.04.2021 12:00:56;60,54;4,91;172,09;14,21;16,19;60,11
04.04.2021 13:00:56;50,16;4,76;161,30;13,61;15,52;59,47
04.04.2021 14:00:56;39,16;4,67;160,78;13,23;15,26;59,00
04.04.2021 15:00:56;32,70;4,54;162,11;12,65;15,07;58,35
04.04.2021 16:00:56;34,32;4,41;165,57;13,20;15,49;57,77
04.04.2021 17:00:56;37,37;4,44;161,66;13,14;14,94;58,06
04.04.2021 18:00:56;38,78;7,52;175,60;12,86;14,54;58,14
04.04.2021 19:00:56;40,56;8,01;218,32;16,11;17,80;56,85
04.04.2021 20:00:56;38,73;6,39;281,18;19,17;20,85;54,94
04.04.2021 21:00:56;35,71;7,29;327,61;22,43;24,17;53,14
04.04.2021 22:00:56;34,98;8,24;374,59;23,46;25,17;52,50
04.04.2021 23:00:56;34,53;8,62;422,43;26,34;30,88;50,95
05.04.2021 00:00:56;33,27;7,87;402,16;25,82;30,34;50,33
05.04.2021 01:00:56;32,28;7,05;328,18;18,69;19,98;53,27
05.04.2021 02:00:56;33,47;5,77;240,18;13,70;14,56;55,13
05.04.2021 03:00:56;33,65;6,28;194,18;12,99;13,74;53,80
05.04.2021 04:00:56;33,57;6,04;177,08;12,87;13,64;54,97
05.04.2021 05:00:56;35,40;5,13;302,24;14,18;15,06;54,92
05.04.2021 06:00:56;40,02;11,72;371,44;28,28;29,91;49,22
05.04.2021 07:00:56;47,11;11,98;269,41;36,26;39,87;46,90
05.04.2021 08:00:56;49,93;7,48;270,59;36,20;46,78;45,36
05.04.2021 09:00:56;50,84;9,64;396,82;47,96;67,76;40,83
05.04.2021 10:00:56;62,59;10,33;651,58;69,55;101,32;37,44
05.04.2021 11:00:56;83,58;8,96;571,05;61,64;86,24;43,46
05.04.2021 12:00:56;97,91;6,08;265,29;29,55;36,03;54,36
05.04.2021 13:00:56;98,42;4,81;174,74;16,44;19,44;58,13
05.04.2021 14:00:56;93,39;4,56;162,56;15,32;18,08;58,10
05.04.2021 15:00:56;92,80;4,54;171,48;15,86;18,49;57,19
05.04.2021 16:00:56;91,86;4,35;176,19;17,50;20,22;56,28
05.04.2021 17:00:56;85,76;4,14;158,27;17,02;19,67;56,54
05.04.2021 18:00:56;81,35;4,35;153,26;16,82;19,27;56,44
05.04.2021 19:00:56;77,41;4,67;226,42;27,39;32,22;52,87
05.04.2021 20:00:56;73,03;5,72;430,69;55,47;65,40;44,41
05.04.2021 21:00:56;74,76;6,36;548,74;78,16;89,59;38,18
05.04.2021 22:00:56;76,27;5,98;535,43;80,42;93,90;37,42
05.04.2021 23:00:56;71,55;8,81;647,48;82,60;98,30;20,47
06.04.2021 00:00:56;77,32;19,11;710,25;84,27;100,14;17,77
06.04.2021 01:00:56;94,87;32,32;578,14;78,61;94,34;0,98
06.04.2021 02:00:56;100,38;23,98;400,16;68,72;78,45;0,35
06.04.2021 03:00:56;95,21;14,44;365,72;61,75;76,74;0,28
06.04.2021 04:00:56;91,27;16,09;455,15;57,21;73,59;1,49
06.04.2021 05:00:56;86,67;14,49;635,09;50,73;55,75;4,32
06.04.2021 06:00:56;79,05;13,42;849,02;53,61;59,21;2,79
06.04.2021 07:00:56;75,04;11,88;693,35;61,12;72,17;1,85
06.04.2021 08:00:56;77,68;9,41;677,63;67,29;97,36;0,23
06.04.2021 09:00:56;84,14;10,72;1.305,51;79,32;164,47;0,18
06.04.2021 10:00:56;110,67;16,32;2.160,14;98,50;251,96;0,55
06.04.2021 11:00:56;158,87;15,19;2.069,95;111,81;253,17;16,98
06.04.2021 12:00:56;189,53;10,82;1.155,58;89,53;154,02;19,11
06.04.2021 13:00:56;177,58;8,46;620,15;56,95;76,66;41,03
06.04.2021 14:00:56;143,60;8,33;486,84;45,61;57,88;43,51
06.04.2021 15:00:56;124,83;8,16;317,39;31,48;42,01;47,20
06.04.2021 16:00:56;121,44;5,52;156,76;16,14;20,60;51,37
06.04.2021 17:00:56;117,23;4,07;133,95;11,66;14,23;51,07
06.04.2021 18:00:56;120,51;4,14;154,50;14,05;16,97;48,84
06.04.2021 19:00:56;131,41;4,31;203,21;20,25;23,83;46,34
06.04.2021 20:00:56;140,96;5,13;282,16;29,65;33,98;42,99
06.04.2021 21:00:56;143,37;5,92;307,63;30,54;34,01;44,32
06.04.2021 22:00:56;136,98;6,07;288,60;24,69;26,60;47,37
06.04.2021 23:00:56;126,15;6,32;302,49;24,53;26,02;46,53
07.04.2021 00:00:56;109,75;6,67;314,79;22,53;23,78;46,90
07.04.2021 01:00:56;92,06;6,45;286,66;17,05;18,04;51,74
07.04.2021 02:00:56;78,83;6,15;259,20;13,24;14,05;55,73
07.04.2021 03:00:56;69,10;6,08;265,29;13,19;13,98;54,42
07.04.2021 04:00:56;64,15;5,58;271,20;19,54;20,57;52,07
07.04.2021 05:00:56;60,82;5,34;289,90;26,44;27,69;50,44
07.04.2021 06:00:56;57,51;5,52;383,81;37,13;38,75;47,12
07.04.2021 07:00:56;59,70;8,86;516,10;58,20;61,63;41,70
07.04.2021 08:00:56;69,27;13,11;553,79;67,46;80,20;39,52
07.04.2021 09:00:56;82,54;12,87;449,85;60,15;80,77;40,95
07.04.2021 10:00:56;97,49;10,14;295,60;43,74;59,74;45,75
07.04.2021 11:00:56;115,27;7,61;207,74;25,71;33,43;52,39
07.04.2021 12:00:56;129,64;5,20;155,07;15,34;18,24;58,59
07.04.2021 13:00:56;128,37;4,01;128,67;12,25;14,28;61,06
07.04.2021 14:00:56;115,32;3,84;124,57;11,24;13,05;61,01
07.04.2021 15:00:56;95,22;3,88;127,15;10,56;12,22;60,81
07.04.2021 16:00:56;75,34;3,98;133,50;10,98;12,70;60,40
07.04.2021 17:00:56;65,32;3,96;139,57;11,31;13,03;59,85
07.04.2021 18:00:56;55,50;4,04;158,31;13,39;15,18;59,03
07.04.2021 19:00:56;46,50;4,28;191,35;17,60;19,53;57,69
07.04.2021 20:00:56;44,54;5,06;292,85;29,42;31,77;53,55
07.04.2021 21:00:56;45,31;6,52;481,71;50,74;54,36;46,72
07.04.2021 22:00:56;48,02;6,54;504,94;55,44;58,95;45,08
07.04.2021 23:00:56;49,37;6,83;495,34;52,73;56,81;45,65
08.04.2021 00:00:56;49,26;7,35;558,84;61,83;68,08;43,66
08.04.2021 01:00:56;50,11;7,56;535,65;54,08;58,24;46,03
08.04.2021 02:00:56;53,34;10,97;558,76;52,18;55,25;43,79
08.04.2021 03:00:56;60,66;11,11;619,35;63,09;67,86;39,34
08.04.2021 04:00:56;68,01;14,12;566,34;52,41;56,50;41,89
08.04.2021 05:00:56;68,54;17,11;379,47;39,24;41,68;41,33
08.04.2021 06:00:56;65,92;9,43;347,31;44,92;48,58;36,51
08.04.2021 07:00:56;69,39;5,82;452,82;61,44;71,13;31,59
08.04.2021 08:00:56;82,79;6,78;591,04;70,91;106,37;-
08.04.2021 09:00:56;106,50;9,93;726,34;73,83;133,41;0,46
08.04.2021 10:00:56;138,89;12,13;946,86;87,44;162,24;0,84
08.04.2021 11:00:56;170,67;12,96;861,66;88,08;151,93;20,67
08.04.2021 12:00:56;186,18;11,30;539,66;72,91;105,34;27,88
08.04.2021 13:00:56;182,17;12,03;380,74;58,80;79,14;33,14
08.04.2021 14:00:56;165,01;11,36;218,94;35,99;46,72;37,88
08.04.2021 15:00:56;137,58;7,93;163,08;22,33;26,77;40,02
08.04.2021 16:00:56;104,69;6,00;125,02;16,31;18,79;41,32
08.04.2021 17:00:56;72,29;5,39;131,61;14,37;16,24;40,46
08.04.2021 18:00:56;50,78;5,62;170,39;18,70;20,79;38,24
08.04.2021 19:00:56;43,99;5,68;195,38;23,50;25,61;36,65
08.04.2021 20:00:56;42,99;5,80;261,66;32,15;34,29;34,18
08.04.2021 21:00:56;41,69;6,71;394,25;44,83;47,40;30,43
08.04.2021 22:00:56;41,42;7,28;444,32;48,52;51,21;28,67
08.04.2021 23:00:56;41,43;8,21;359,82;43,15;49,70;29,46
09.04.2021 00:00:56;41,93;5,66;272,57;31,64;38,50;54,48
09.04.2021 01:00:56;41,63;3,96;217,09;19,32;21,69;54,60
09.04.2021 02:00:56;40,63;4,04;232,78;25,19;27,18;51,92
09.04.2021 03:00:56;38,85;3,74;225,96;26,17;27,96;51,67
09.04.2021 04:00:56;33,58;3,31;174,06;17,45;18,79;54,24
09.04.2021 05:00:56;30,93;3,05;153,15;14,96;16,14;54,17
09.04.2021 06:00:56;31,01;2,77;143,67;13,08;15,00;53,95
09.04.2021 07:00:56;27,48;2,78;155,76;14,95;17,34;53,68
09.04.2021 08:00:56;22,40;2,96;232,85;28,67;36,19;50,22
09.04.2021 09:00:56;22,42;5,64;388,20;44,72;60,48;5,78
09.04.2021 10:00:56;25,66;6,49;432,88;45,71;61,78;6,85
09.04.2021 11:00:56;26,31;6,77;417,92;39,58;53,83;25,11
09.04.2021 12:00:56;26,73;6,73;359,27;34,47;46,48;27,55
09.04.2021 13:00:56;27,17;6,72;268,98;31,41;39,89;29,25
09.04.2021 14:00:56;28,51;6,71;269,00;30,24;39,42;30,06
09.04.2021 15:00:56;31,33;6,66;255,56;30,88;39,60;31,36
09.04.2021 16:00:56;31,96;6,49;251,52;34,59;41,84;31,42
09.04.2021 17:00:56;30,65;6,30;256,29;37,06;43,98;31,00
09.04.2021 18:00:56;29,25;6,00;275,73;39,89;48,62;30,26
09.04.2021 19:00:56;28,60;5,80;343,73;45,67;63,85;27,88
09.04.2021 20:00:56;30,86;5,63;383,43;51,40;73,45;24,98
09.04.2021 21:00:56;32,70;5,38;329,99;44,98;58,63;25,31
09.04.2021 22:00:56;29,62;5,19;244,94;30,34;36,59;28,71
09.04.2021 23:00:56;23,47;4,96;193,19;21,54;27,03;31,51
10.04.2021 00:00:56;18,37;4,89;192,54;19,44;24,12;31,75
10.04.2021 01:00:56;15,74;4,78;224,23;21,62;24,15;30,85
10.04.2021 02:00:56;14,45;4,46;242,60;22,06;24,18;31,69
10.04.2021 03:00:56;14,38;4,48;286,00;23,62;25,14;32,09
10.04.2021 04:00:56;15,65;4,63;281,53;21,10;22,26;32,89
10.04.2021 05:00:56;16,26;4,62;242,96;13,33;14,06;34,93
10.04.2021 06:00:56;16,16;4,63;247,32;10,74;11,40;35,23
10.04.2021 07:00:56;16,49;4,61;258,40;11,28;12,91;34,81
10.04.2021 08:00:56;17,09;4,77;280,34;12,57;14,93;34,86
10.04.2021 09:00:56;16,77;5,14;318,73;15,55;18,23;33,80
10.04.2021 10:00:56;15,02;5,59;334,42;16,82;21,49;32,99
10.04.2021 11:00:56;17,35;5,93;321,37;16,87;23,30;33,00
10.04.2021 12:00:56;23,00;5,82;322,51;18,75;24,25;33,54
10.04.2021 13:00:56;24,49;5,69;319,29;19,39;23,58;34,47
10.04.2021 14:00:56;24,90;5,75;338,38;21,72;26,14;34,51
10.04.2021 15:00:56;27,77;5,75;370,27;24,73;30,68;34,55
10.04.2021 16:00:56;30,24;5,51;320,67;23,47;30,06;35,37
10.04.2021 17:00:56;30,84;5,31;249,20;18,55;25,02;36,10
10.04.2021 18:00:56;27,90;5,11;228,48;17,89;24,68;36,13
10.04.2021 19:00:56;24,14;5,02;292,30;25,30;30,58;34,97
10.04.2021 20:00:56;24,01;5,23;394,35;37,95;42,63;31,17
10.04.2021 21:00:56;23,05;5,24;384,83;42,65;47,54;29,19
10.04.2021 22:00:56;21,68;5,21;287,97;35,95;39,23;30,68
10.04.2021 23:00:56;21,71;5,18;225,50;28,58;30,73;31,76
11.04.2021 00:00:56;19,45;5,01;199,36;21,44;22,87;32,82
11.04.2021 01:00:56;17,36;5,15;172,72;17,71;18,85;34,31
11.04.2021 02:00:56;17,20;5,40;158,79;16,68;17,69;34,46
11.04.2021 03:00:56;18,40;5,37;159,06;15,24;16,08;33,65
11.04.2021 04:00:56;20,13;5,42;154,62;13,47;14,25;34,16
11.04.2021 05:00:56;18,87;5,50;161,76;13,51;14,48;34,04
11.04.2021 06:00:56;15,39;5,64;183,24;14,68;16,07;33,33
11.04.2021 07:00:56;12,96;5,78;198,01;14,79;16,25;33,09
11.04.2021 08:00:56;12,70;5,70;210,30;13,59;14,72;33,01
11.04.2021 09:00:56;11,93;5,86;224,94;13,41;14,53;32,68
11.04.2021 10:00:56;13,31;5,94;244,63;14,98;16,50;31,81
11.04.2021 11:00:56;18,69;5,73;241,26;15,38;17,22;31,58
11.04.2021 12:00:56;19,06;5,76;228,96;15,85;18,99;31,42
11.04.2021 13:00:56;15,91;5,95;233,30;18,66;22,75;31,27
11.04.2021 14:00:56;16,97;6,25;235,14;21,87;25,04;31,63
11.04.2021 15:00:56;19,93;6,31;229,81;23,42;26,01;32,32
11.04.2021 16:00:56;20,86;6,27;236,86;27,82;30,62;32,14
11.04.2021 17:00:56;20,21;6,67;264,08;29,37;32,39;31,95
11.04.2021 18:00:56;20,45;6,41;255,40;27,52;31,55;32,79
11.04.2021 19:00:56;21,13;5,81;235,92;27,34;31,48;32,29
11.04.2021 20:00:56;18,97;5,90;253,11;28,71;31,80;31,34
11.04.2021 21:00:56;16,20;5,80;224,38;27,04;29,57;31,53
11.04.2021 22:00:56;14,28;5,58;181,20;24,29;26,29;31,18
11.04.2021 23:00:56;13,03;5,65;198,25;24,32;26,09;30,66
12.04.2021 00:00:56;12,72;5,81;217,78;25,35;27,05;30,61
12.04.2021 01:00:56;10,52;5,87;209,02;28,09;29,63;31,54
12.04.2021 02:00:56;8,97;6,01;225,00;29,47;30,65;31,53
12.04.2021 03:00:56;10,38;6,10;251,66;32,19;33,21;30,10
12.04.2021 04:00:56;10,88;6,09;269,55;32,53;33,52;30,11
12.04.2021 05:00:56;9,91;6,04;292,79;30,58;32,33;29,62
12.04.2021 06:00:56;9,52;5,89;302,33;31,11;34,48;28,99
12.04.2021 07:00:56;8,67;5,94;319,36;34,86;40,36;28,47
12.04.2021 08:00:56;6,96;6,02;343,87;38,19;47,35;27,19
12.04.2021 09:00:56;5,86;6,28;393,74;40,46;53,81;26,59
12.04.2021 10:00:56;7,09;6,81;454,64;45,04;57,82;26,50
12.04.2021 11:00:56;13,52;7,00;399,83;41,08;49,70;28,67
12.04.2021 12:00:56;23,58;6,81;287,89;25,13;32,96;32,78
12.04.2021 13:00:56;28,74;7,07;290,42;26,08;32,66;32,36
12.04.2021 14:00:56;26,37;6,93;299,47;33,28;37,12;31,38
12.04.2021 15:00:56;22,59;6,32;265,75;34,67;44,23;32,34
12.04.2021 16:00:56;21,96;6,30;273,62;33,81;44,31;32,46
12.04.2021 17:00:56;23,08;6,33;265,53;28,03;33,87;33,07
12.04.2021 18:00:56;22,62;6,28;269,00;30,23;36,57;32,51
12.04.2021 19:00:56;22,84;6,32;316,87;38,45;50,34;29,63
12.04.2021 20:00:56;26,81;6,30;347,67;46,67;60,67;26,28
12.04.2021 21:00:56;30,87;6,93;414,26;59,67;75,95;22,32
12.04.2021 22:00:56;31,63;7,28;412,44;69,64;86,88;21,47
12.04.2021 23:00:56;27,47;7,11;414,18;66,43;77,65;23,19
13.04.2021 00:00:56;25,33;10,50;539,24;78,41;99,37;17,49
13.04.2021 01:00:56;32,03;14,11;775,90;92,32;120,17;15,34
13.04.2021 02:00:56;47,28;19,93;1.418,10;89,10;111,16;1,31
13.04.2021 03:00:56;66,85;20,21;1.461,76;67,86;78,78;3,40
13.04.2021 04:00:56;76,08;15,39;1.017,38;47,68;49,94;8,30
13.04.2021 05:00:56;74,94;13,89;966,64;52,60;54,82;8,14
13.04.2021 06:00:56;70,75;13,49;1.034,02;59,26;62,65;5,49
13.04.2021 07:00:56;67,82;13,71;1.194,31;65,68;77,90;2,60
13.04.2021 08:00:56;69,71;10,95;905,96;52,53;73,76;0,73
13.04.2021 09:00:56;69,38;7,61;481,13;33,50;55,79;1,60
13.04.2021 10:00:56;66,02;4,67;367,88;33,54;50,29;51,14
13.04.2021 11:00:56;62,42;11,41;321,29;36,53;49,49;55,05
13.04.2021 12:00:56;62,26;14,48;299,23;32,39;43,61;59,48
13.04.2021 13:00:56;64,11;9,11;276,59;23,58;30,89;63,84
13.04.2021 14:00:56;60,55;6,12;294,43;24,01;34,36;65,07
13.04.2021 15:00:56;55,43;4,72;299,68;26,43;38,76;66,25
13.04.2021 16:00:56;54,69;4,29;280,84;22,55;30,90;68,17
13.04.2021 17:00:56;54,76;4,24;264,70;17,32;21,94;69,36
13.04.2021 18:00:56;48,92;4,23;281,77;21,12;29,41;70,04
13.04.2021 19:00:56;40,97;4,14;360,00;29,17;42,30;68,06
13.04.2021 20:00:56;39,04;5,28;459,18;39,28;49,93;62,57
13.04.2021 21:00:56;40,91;7,12;484,32;57,23;68,65;56,30
13.04.2021 22:00:56;44,04;7,93;513,20;63,54;75,72;53,61
13.04.2021 23:00:56;45,07;8,44;538,35;44,44;49,64;56,31
14.04.2021 00:00:56;39,88;9,21;566,52;32,31;33,79;58,25
14.04.2021 01:00:56;36,22;9,18;589,47;33,10;34,53;58,89
14.04.2021 02:00:56;39,67;9,22;724,80;49,62;51,56;55,68
14.04.2021 03:00:56;46,00;8,98;925,64;73,49;83,70;48,73
14.04.2021 04:00:56;54,70;7,94;771,44;71,94;90,31;47,11
14.04.2021 05:00:56;60,96;8,42;432,20;51,72;66,55;0,32
14.04.2021 06:00:56;56,45;12,33;310,36;45,88;65,03;0,08
14.04.2021 07:00:56;49,96;23,59;417,71;59,33;89,71;0,18
14.04.2021 08:00:56;58,18;29,16;621,38;60,34;102,31;1,05
14.04.2021 09:00:56;76,22;47,05;653,62;52,86;101,19;1,33
14.04.2021 10:00:56;94,56;46,92;521,43;49,44;86,19;49,94
14.04.2021 11:00:56;107,78;24,19;377,22;39,24;59,36;56,01
14.04.2021 12:00:56;101,15;12,21;258,83;25,20;33,90;62,70
14.04.2021 13:00:56;81,44;7,02;220,39;16,66;20,26;66,51
14.04.2021 14:00:56;65,65;6,73;212,10;15,19;17,76;67,44
14.04.2021 15:00:56;56,37;6,75;203,03;14,77;17,63;67,28
14.04.2021 16:00:56;50,08;6,23;216,41;19,46;23,96;65,91
14.04.2021 17:00:56;43,91;4,67;223,69;21,16;25,60;64,62
14.04.2021 18:00:56;41,75;4,48;238,47;21,83;24,85;62,96
14.04.2021 19:00:56;41,72;4,85;319,64;32,93;37,33;59,67
14.04.2021 20:00:56;38,73;5,54;372,63;37,69;41,63;58,59
14.04.2021 21:00:56;38,20;6,62;374,76;32,28;34,33;59,56
14.04.2021 22:00:56;37,76;6,67;346,80;28,55;30,09;60,40
14.04.2021 23:00:56;34,42;5,92;297,76;26,59;28,03;61,18
15.04.2021 00:00:56;32,02;5,66;278,23;23,90;25,13;61,87
15.04.2021 01:00:56;29,31;5,78;294,81;23,79;24,82;63,35
15.04.2021 02:00:56;26,64;6,10;320,27;25,83;26,85;63,92
15.04.2021 03:00:56;27,11;6,22;347,17;26,50;27,57;63,23
15.04.2021 04:00:56;27,08;5,95;325,45;28,06;29,17;62,94
15.04.2021 05:00:56;24,75;6,79;326,62;34,78;36,20;61,70
15.04.2021 06:00:56;24,70;6,95;349,38;41,66;43,29;60,58
15.04.2021 07:00:56;27,48;5,97;438,18;54,66;60,72;57,53
15.04.2021 08:00:56;31,78;7,92;863,08;74,41;92,44;50,08
15.04.2021 09:00:56;38,83;11,62;1.073,86;76,13;100,59;2,20
15.04.2021 10:00:56;47,84;10,41;739,30;61,63;78,84;7,36
15.04.2021 11:00:56;55,00;8,96;424,74;43,32;53,38;13,41
15.04.2021 12:00:56;55,06;8,06;263,50;25,20;31,63;18,40
15.04.2021 13:00:56;49,02;7,39;190,89;16,17;19,16;20,93
15.04.2021 14:00:56;46,44;6,83;184,06;13,70;16,54;21,12
15.04.2021 15:00:56;48,72;6,69;188,40;14,43;17,52;20,63
15.04.2021 16:00:56;49,43;6,51;193,01;15,48;17,78;19,69
15.04.2021 17:00:56;49,46;6,33;197,46;16,44;18,49;18,84
15.04.2021 18:00:56;47,74;6,36;232,61;21,42;24,20;17,09
15.04.2021 19:00:56;43,66;6,51;308,30;30,54;34,72;14,73
15.04.2021 20:00:56;42,07;7,64;374,98;35,81;39,64;13,06
15.04.2021 21:00:56;42,86;10,14;421,19;31,97;34,10;12,51
15.04.2021 22:00:56;44,69;11,11;414,81;29,39;30,99;12,35
15.04.2021 23:00:56;44,80;10,31;497,63;44,41;47,83;9,70
16.04.2021 00:00:56;44,00;11,19;723,41;67,78;76,65;5,28
16.04.2021 01:00:56;45,28;10,68;618,49;62,63;69,75;7,76
16.04.2021 02:00:56;44,59;8,72;391,36;40,76;42,57;12,78
16.04.2021 03:00:56;40,57;8,15;396,99;37,79;39,52;11,99
16.04.2021 04:00:56;37,79;8,95;539,89;48,08;50,22;8,94
16.04.2021 05:00:56;38,28;11,67;775,99;46,81;48,95;7,73
16.04.2021 06:00:56;39,81;11,58;787,31;40,68;42,54;8,55
16.04.2021 07:00:56;42,03;11,05;783,74;45,61;56,29;4,86
16.04.2021 08:00:56;56,24;11,06;732,69;47,68;78,93;1,32
16.04.2021 09:00:56;83,11;10,92;564,45;48,17;92,92;2,33
16.04.2021 10:00:56;101,51;28,69;519,24;53,34;95,21;6,99
16.04.2021 11:00:56;106,85;31,87;375,85;42,76;66,13;13,66
16.04.2021 12:00:56;103,19;13,47;226,12;22,90;29,07;18,23
16.04.2021 13:00:56;86,18;6,76;194,59;14,52;17,03;20,25
16.04.2021 14:00:56;67,09;7,39;202,79;13,15;15,42;20,14
16.04.2021 15:00:56;55,99;7,32;213,73;15,53;20,27;19,33
16.04.2021 16:00:56;46,69;6,30;207,59;17,74;22,57;18,06
16.04.2021 17:00:56;37,58;6,15;223,02;21,26;24,26;16,36
16.04.2021 18:00:56;31,57;6,20;265,92;26,86;30,68;15,34
16.04.2021 19:00:56;27,57;6,35;319,69;34,61;39,11;13,78
16.04.2021 20:00:56;24,61;6,70;346,52;43,12;46,75;12,47
16.04.2021 21:00:56;24,87;7,26;314,00;39,57;41,81;13,58
16.04.2021 22:00:56;25,77;7,61;314,87;39,14;41,22;13,10
16.04.2021 23:00:56;25,11;9,20;627,03;67,24;79,38;5,84
17.04.2021 00:00:56;33,98;14,82;820,85;85,11;114,33;-0,92
17.04.2021 01:00:56;57,62;18,80;694,58;77,08;116,27;-1,47
17.04.2021 02:00:56;85,73;17,61;702,07;72,90;114,85;-1,18
17.04.2021 03:00:56;111,97;29,39;715,21;68,50;109,63;-1,14
17.04.2021 04:00:56;132,71;27,26;626,83;61,22;87,43;-0,45
17.04.2021 05:00:56;136,38;10,65;468,74;56,03;64,45;1,06
17.04.2021 06:00:56;124,98;9,36;420,29;53,77;62,43;1,66
17.04.2021 07:00:56;116,55;9,22;429,69;50,00;64,06;0,03
17.04.2021 08:00:56;110,95;9,04;426,11;47,05;70,90;-0,30
17.04.2021 09:00:56;101,79;15,13;478,82;51,00;89,31;0,65
17.04.2021 10:00:56;104,79;33,76;518,98;58,38;108,60;1,49
17.04.2021 11:00:56;122,75;35,65;542,64;66,46;115,43;4,82
17.04.2021 12:00:56;130,80;22,15;478,35;62,87;91,75;9,19
17.04.2021 13:00:56;122,88;24,68;408,14;58,66;83,30;9,80
17.04.2021 14:00:56;115,29;33,57;361,59;53,12;76,06;10,59
17.04.2021 15:00:56;108,88;23,13;298,20;37,59;47,55;13,30
17.04.2021 16:00:56;99,10;10,96;270,62;26,95;33,20;16,26
17.04.2021 17:00:56;90,39;10,96;254,73;18,34;23,04;19,12
17.04.2021 18:00:56;84,64;8,34;253,91;16,19;19,86;18,71
17.04.2021 19:00:56;78,99;7,77;279,69;20,38;23,68;16,76
17.04.2021 20:00:56;76,82;8,23;300,76;21,05;23,40;15,97
17.04.2021 21:00:56;79,53;8,37;267,00;15,14;16,42;17,11
17.04.2021 22:00:56;79,82;7,98;221,47;11,39;12,26;18,10
17.04.2021 23:00:56;77,76;7,80;219,90;12,42;13,30;17,39
18.04.2021 00:00:56;72,86;7,36;210,86;13,57;14,53;16,94
18.04.2021 01:00:56;66,47;6,98;210,80;15,88;16,86;17,48
18.04.2021 02:00:56;61,99;7,08;232,18;17,55;18,53;17,91
18.04.2021 03:00:56;57,81;6,71;202,78;14,04;14,87;18,79
18.04.2021 04:00:56;51,92;6,60;167,43;10,98;11,67;19,42
18.04.2021 05:00:56;46,86;6,94;192,85;14,50;15,62;17,28
18.04.2021 06:00:56;46,57;8,84;224,66;17,07;18,38;15,52
18.04.2021 07:00:56;45,10;9,31;237,97;19,30;20,47;15,11
18.04.2021 08:00:56;41,34;11,55;286,42;31,33;35,31;9,79
18.04.2021 09:00:56;42,52;12,90;271,18;34,95;40,85;5,19
18.04.2021 10:00:56;46,97;11,89;212,47;27,34;32,64;5,71
18.04.2021 11:00:56;48,97;10,97;197,89;20,92;26,13;10,58
18.04.2021 12:00:56;48,94;11,11;185,81;16,39;20,52;16,04
18.04.2021 13:00:56;53,39;11,68;201,96;14,70;18,84;17,71
18.04.2021 14:00:56;58,39;9,85;213,55;12,48;16,75;20,05
18.04.2021 15:00:56;56,92;8,96;209,33;10,39;13,42;21,69
18.04.2021 16:00:56;55,53;9,30;229,55;10,87;14,87;21,12
18.04.2021 17:00:56;56,41;9,02;269,27;16,90;22,34;18,89
18.04.2021 18:00:56;59,35;7,59;280,39;23,67;29,69;16,31
18.04.2021 19:00:56;68,66;7,06;234,18;22,05;26,77;15,27
18.04.2021 20:00:56;80,64;6,82;193,00;16,37;19,16;14,62
18.04.2021 21:00:56;82,61;6,91;192,54;14,82;17,64;13,96
18.04.2021 22:00:56;71,14;7,07;197,20;17,95;20,52;13,90
18.04.2021 23:00:56;60,01;7,18;199,34;20,67;23,27;14,09
19.04.2021 00:00:56;60,65;7,40;211,20;24,89;27,70;12,84
19.04.2021 01:00:56;61,55;7,25;220,96;31,85;34,27;13,67
19.04.2021 02:00:56;58,50;6,92;215,69;33,78;35,70;15,36
19.04.2021 03:00:56;57,92;7,06;217,81;40,80;42,85;13,46
19.04.2021 04:00:56;56,46;7,08;241,60;47,87;50,28;11,00
19.04.2021 05:00:56;52,35;6,96;268,48;41,05;43,18;11,60
19.04.2021 06:00:56;47,51;6,76;229,72;29,45;31,11;15,92
19.04.2021 07:00:56;44,52;6,85;220,84;25,58;29,47;17,62
19.04.2021 08:00:56;43,86;7,11;252,62;31,20;40,79;15,74
19.04.2021 09:00:56;40,76;7,06;294,20;38,35;48,70;13,51
19.04.2021 10:00:56;39,21;6,90;307,35;42,22;52,87;14,80
19.04.2021 11:00:56;45,64;9,24;259,37;36,70;47,92;17,68
19.04.2021 12:00:56;52,57;10,44;261,01;28,58;35,87;17,71
19.04.2021 13:00:56;56,63;11,06;274,19;25,03;31,09;18,89
19.04.2021 14:00:56;62,98;11,26;255,25;22,52;27,97;21,65
19.04.2021 15:00:56;67,35;8,47;238,35;19,19;22,84;23,00
19.04.2021 16:00:56;65,82;8,19;238,93;18,63;22,33;22,71
19.04.2021 17:00:56;62,34;9,55;278,74;26,17;34,94;20,54
19.04.2021 18:00:56;61,77;8,76;335,48;36,53;47,63;17,03
