Tarih;Konya Laboratuvar Yaygýnlaþtýrma;;;;;
;PM10 ( l/dk );SO2 ( mg/m3 );CO ( mg/m3 );NO2 ( mg/m3 );NOX ( mg/m3 );O3 ( mg/m3 )
07.05.2021 04:00:56;23,05;0,85;154,02;5,03;6,12;59,20
07.05.2021 05:00:56;22,18;0,77;164,31;5,48;6,64;60,12
07.05.2021 06:00:56;17,99;-;157,48;-;-;64,12
07.05.2021 07:00:56;15,65;0,90;155,78;6,98;8,43;59,24
07.05.2021 08:00:56;23,25;1,25;180,47;15,39;20,25;58,03
07.05.2021 09:00:56;19,61;1,20;180,61;12,34;16,62;73,94
07.05.2021 10:00:56;23,97;1,05;169,89;11,13;14,39;79,60
07.05.2021 11:00:56;21,34;1,36;187,61;12,99;16,90;82,47
07.05.2021 12:00:56;19,51;1,80;177,20;14,42;18,31;94,97
07.05.2021 13:00:56;24,38;1,28;166,70;10,41;13,06;104,16
07.05.2021 14:00:56;31,59;2,22;167,63;8,23;9,86;107,87
07.05.2021 15:00:56;29,49;2,51;184,43;12,83;16,70;112,82
07.05.2021 16:00:56;29,00;2,99;194,10;11,63;13,95;111,67
07.05.2021 17:00:56;25,11;2,80;203,74;12,82;15,23;110,93
07.05.2021 18:00:56;32,11;2,33;193,43;12,36;14,61;110,02
07.05.2021 19:00:56;31,71;2,02;217,17;18,38;20,64;101,47
07.05.2021 20:00:56;25,51;2,22;267,85;24,97;26,50;87,67
07.05.2021 21:00:56;27,76;1,44;249,17;19,90;21,24;66,19
07.05.2021 22:00:56;34,13;1,36;256,51;18,29;19,74;62,13
07.05.2021 23:00:56;36,13;1,29;208,81;16,84;18,27;68,50
08.05.2021 00:00:56;35,97;1,12;327,15;32,70;35,46;50,10
08.05.2021 01:00:56;36,24;1,82;243,26;17,73;19,88;56,55
08.05.2021 02:00:56;29,51;3,10;188,08;9,87;11,22;68,42
08.05.2021 03:00:56;29,72;3,81;179,90;9,57;11,15;67,64
08.05.2021 04:00:56;28,80;2,75;173,31;6,19;7,72;69,41
08.05.2021 05:00:56;23,92;2,14;182,64;6,14;7,33;63,93
08.05.2021 06:00:56;19,27;2,61;261,56;24,08;26,26;36,65
08.05.2021 07:00:56;26,37;2,75;290,74;32,54;36,29;26,64
08.05.2021 08:00:56;28,44;2,76;268,38;25,27;30,81;32,82
08.05.2021 09:00:56;35,29;3,52;383,63;45,59;62,18;20,41
08.05.2021 10:00:56;42,07;5,00;477,88;60,42;86,44;25,73
08.05.2021 11:00:56;51,97;5,08;299,02;32,93;43,93;62,16
08.05.2021 12:00:56;55,61;3,93;284,50;28,40;35,87;73,18
08.05.2021 13:00:56;56,45;3,35;215,06;15,90;20,33;91,22
08.05.2021 14:00:56;64,96;2,48;195,98;11,30;14,59;90,83
08.05.2021 15:00:56;57,57;1,83;196,28;10,94;14,20;75,61
08.05.2021 16:00:56;50,37;2,27;204,89;11,75;15,70;74,57
08.05.2021 17:00:56;42,56;1,86;190,28;9,10;12,17;75,17
08.05.2021 18:00:56;46,71;1,49;164,69;5,29;7,65;76,41
08.05.2021 19:00:56;46,38;1,51;163,36;5,56;7,28;82,21
08.05.2021 20:00:56;49,89;1,48;233,97;17,76;20,01;69,24
08.05.2021 21:00:56;44,46;1,36;205,07;10,24;11,63;71,16
08.05.2021 22:00:56;42,50;1,35;209,18;13,60;15,61;68,29
08.05.2021 23:00:56;43,22;1,30;204,49;11,42;12,82;62,48
09.05.2021 00:00:56;39,87;2,97;278,10;32,42;34,98;35,22
09.05.2021 01:00:56;46,83;1,71;256,64;22,32;23,92;44,65
09.05.2021 02:00:56;46,84;0,49;223,93;11,27;12,60;80,39
09.05.2021 03:00:56;36,57;0,26;182,39;3,55;4,45;92,53
09.05.2021 04:00:56;35,98;0,16;196,80;6,30;7,34;84,66
09.05.2021 05:00:56;32,85;0,13;180,62;4,85;5,71;78,10
09.05.2021 06:00:56;28,64;0,96;174,59;5,82;6,73;71,96
09.05.2021 07:00:56;31,36;0,85;171,64;4,82;5,83;70,40
09.05.2021 08:00:56;29,99;0,65;172,19;5,00;6,12;69,27
09.05.2021 09:00:56;28,76;0,67;168,98;4,87;6,15;69,61
09.05.2021 10:00:56;27,42;0,57;170,76;4,39;5,65;69,78
09.05.2021 11:00:56;24,95;0,54;168,56;3,93;4,96;78,15
09.05.2021 12:00:56;18,50;0,47;170,09;6,15;8,27;76,04
09.05.2021 13:00:56;21,40;0,40;171,33;5,04;6,58;75,10
09.05.2021 14:00:56;20,06;0,34;177,38;5,66;7,43;75,61
09.05.2021 15:00:56;22,89;1,24;189,87;6,90;8,84;82,02
09.05.2021 16:00:56;21,56;0,46;219,30;7,24;9,64;90,32
09.05.2021 17:00:56;19,31;0,50;210,21;7,34;9,64;91,25
09.05.2021 18:00:56;15,82;0,67;204,45;7,10;9,53;92,36
09.05.2021 19:00:56;13,99;0,37;243,06;8,71;11,55;91,61
09.05.2021 20:00:56;11,16;0,33;261,68;8,82;11,09;93,37
09.05.2021 21:00:56;16,37;0,14;231,58;7,45;8,52;88,68
09.05.2021 22:00:56;14,94;0,15;209,62;6,92;8,14;85,24
09.05.2021 23:00:56;15,97;0,37;206,12;8,22;9,88;82,97
10.05.2021 00:00:56;12,67;0,56;205,33;7,14;8,34;77,94
10.05.2021 01:00:56;10,04;1,25;130,22;6,59;7,60;73,01
10.05.2021 02:00:56;11,32;1,22;129,71;5,50;6,41;75,24
10.05.2021 03:00:56;9,71;1,22;122,86;5,19;6,05;74,65
10.05.2021 04:00:56;7,22;1,17;133,48;5,30;6,14;68,68
10.05.2021 05:00:56;5,39;1,13;125,46;7,17;8,60;65,94
10.05.2021 06:00:56;7,56;1,10;132,83;4,85;5,69;70,62
10.05.2021 07:00:56;8,18;1,14;137,65;7,45;8,91;70,24
10.05.2021 08:00:56;6,48;1,20;138,40;7,02;8,53;73,63
10.05.2021 09:00:56;11,27;1,09;134,38;8,68;11,29;76,67
10.05.2021 10:00:56;14,60;1,18;116,79;7,62;10,23;77,65
10.05.2021 11:00:56;18,75;1,34;111,59;6,32;8,04;81,73
10.05.2021 12:00:56;15,19;1,25;111,14;5,55;7,07;83,48
10.05.2021 13:00:56;15,87;1,09;112,83;6,90;9,07;90,70
10.05.2021 14:00:56;22,26;1,32;112,73;6,36;8,06;95,66
10.05.2021 15:00:56;20,71;1,32;124,57;8,33;10,93;98,46
10.05.2021 16:00:56;17,63;1,75;132,56;7,79;10,25;100,02
10.05.2021 17:00:56;19,30;1,43;149,73;8,59;11,42;98,34
10.05.2021 18:00:56;30,20;1,58;169,80;10,46;13,12;100,79
10.05.2021 19:00:56;25,44;1,52;158,99;10,86;12,91;100,73
10.05.2021 20:00:56;19,82;1,96;213,39;16,09;18,44;92,59
10.05.2021 21:00:56;17,60;1,32;182,40;12,44;13,53;87,17
10.05.2021 22:00:56;22,50;1,57;171,48;11,68;12,81;81,09
10.05.2021 23:00:56;20,20;1,21;139,30;7,95;8,94;89,13
11.05.2021 00:00:56;20,08;1,21;134,96;5,62;6,40;88,21
11.05.2021 01:00:56;16,17;0,71;182,23;6,54;7,31;84,14
11.05.2021 02:00:56;20,04;0,80;219,49;12,76;13,66;72,11
11.05.2021 03:00:56;20,21;0,56;189,95;5,31;5,96;79,15
11.05.2021 04:00:56;15,54;0,63;187,50;5,95;6,70;72,19
11.05.2021 05:00:56;13,93;0,76;185,96;4,47;5,11;75,79
11.05.2021 06:00:56;10,57;0,67;181,14;7,91;8,73;68,35
11.05.2021 07:00:56;8,53;0,63;188,15;8,61;9,64;66,87
11.05.2021 08:00:56;7,04;0,81;194,56;11,61;14,02;69,07
11.05.2021 09:00:56;13,14;0,86;229,30;19,58;25,08;74,83
11.05.2021 10:00:56;17,99;0,76;253,38;36,42;49,69;68,07
11.05.2021 11:00:56;14,92;0,87;253,29;28,00;36,32;79,54
11.05.2021 12:00:56;16,15;1,14;233,68;22,06;28,16;95,41
11.05.2021 13:00:56;16,39;1,22;223,61;19,13;23,84;101,01
11.05.2021 14:00:56;25,30;1,23;212,31;15,11;18,64;106,73
11.05.2021 15:00:56;23,34;1,40;233,84;19,71;23,81;107,87
11.05.2021 16:00:56;26,35;1,37;220,15;17,61;21,17;109,63
11.05.2021 17:00:56;24,96;1,34;254,65;23,56;28,98;105,85
11.05.2021 18:00:56;29,59;1,39;220,89;19,32;22,52;103,34
11.05.2021 19:00:56;26,24;1,55;213,37;18,98;22,63;98,58
11.05.2021 20:00:56;21,70;1,53;335,10;29,35;31,81;80,20
11.05.2021 21:00:56;21,22;1,19;243,75;15,07;16,12;73,00
11.05.2021 22:00:56;21,38;1,32;328,18;26,62;28,43;56,32
11.05.2021 23:00:56;25,09;1,23;250,24;17,18;18,42;60,54
12.05.2021 00:00:56;23,67;1,36;276,54;27,18;29,79;51,15
12.05.2021 01:00:56;26,84;0,67;213,33;18,02;19,36;60,07
12.05.2021 02:00:56;25,76;0,70;205,31;14,59;15,80;61,94
12.05.2021 03:00:56;20,64;0,57;171,49;9,12;10,12;67,73
12.05.2021 04:00:56;22,04;0,37;153,24;6,99;7,84;70,78
12.05.2021 05:00:56;23,30;0,49;147,32;6,44;7,25;71,63
12.05.2021 06:00:56;21,03;0,37;151,42;5,98;6,73;62,45
12.05.2021 07:00:56;20,40;0,43;220,94;13,47;15,50;45,81
12.05.2021 08:00:56;23,42;0,69;242,67;18,63;23,16;48,22
12.05.2021 09:00:56;28,26;1,67;221,84;16,16;20,55;64,96
12.05.2021 10:00:56;29,47;2,53;248,08;22,00;27,76;79,06
12.05.2021 11:00:56;23,75;9,02;192,26;17,36;22,32;88,77
12.05.2021 12:00:56;27,81;2,59;156,16;10,01;12,67;99,43
12.05.2021 13:00:56;31,21;2,41;155,81;9,14;11,21;102,40
12.05.2021 14:00:56;27,03;1,22;147,44;8,37;10,71;105,21
12.05.2021 15:00:56;24,12;1,08;159,59;10,71;13,27;102,61
12.05.2021 16:00:56;22,54;1,19;129,54;6,99;8,97;98,02
12.05.2021 17:00:56;28,10;0,78;125,65;5,32;6,86;94,56
12.05.2021 18:00:56;32,77;0,77;117,82;4,79;6,03;92,13
12.05.2021 19:00:56;26,25;0,79;120,23;4,75;5,83;92,21
12.05.2021 20:00:56;21,37;0,47;129,93;4,78;5,79;91,92
12.05.2021 21:00:56;22,32;0,65;113,02;4,24;5,15;89,43
12.05.2021 22:00:56;20,09;0,61;111,10;4,23;5,13;88,43
12.05.2021 23:00:56;24,12;0,55;105,90;4,15;4,98;89,89
13.05.2021 00:00:56;25,54;0,45;101,13;4,46;5,50;89,87
13.05.2021 01:00:56;19,76;0,39;91,62;5,62;6,61;84,77
13.05.2021 02:00:56;14,03;0,56;114,69;10,17;11,12;79,64
13.05.2021 03:00:56;10,43;0,43;84,05;5,56;6,26;83,50
13.05.2021 04:00:56;7,96;0,45;73,80;3,62;4,29;86,27
13.05.2021 05:00:56;10,33;0,61;76,46;3,12;3,77;89,43
13.05.2021 06:00:56;10,03;2,89;186,88;30,77;35,04;21,14
13.05.2021 07:00:56;21,44;3,41;303,51;50,95;64,55;11,54
13.05.2021 08:00:56;29,89;2,33;164,76;29,53;37,66;51,66
13.05.2021 09:00:56;26,16;1,61;141,73;18,62;24,83;72,14
13.05.2021 10:00:56;28,33;3,63;189,29;23,48;30,74;65,86
13.05.2021 11:00:56;25,67;9,27;144,93;14,32;18,46;85,22
13.05.2021 12:00:56;26,96;1,28;103,06;6,24;7,74;97,13
13.05.2021 13:00:56;24,63;0,98;97,84;5,23;6,69;95,09
13.05.2021 14:00:56;24,90;1,08;87,71;4,93;6,40;98,67
13.05.2021 15:00:56;20,18;0,99;82,83;4,76;6,20;86,78
13.05.2021 16:00:56;24,46;0,99;78,21;5,49;7,01;83,27
13.05.2021 17:00:56;26,66;0,85;85,89;4,66;6,07;81,31
13.05.2021 18:00:56;28,22;1,10;78,44;4,29;5,60;77,72
13.05.2021 19:00:56;31,26;1,13;91,66;5,50;7,25;78,92
13.05.2021 20:00:56;28,67;1,57;80,56;4,00;5,13;79,18
13.05.2021 21:00:56;30,75;1,64;74,73;3,75;4,72;79,70
13.05.2021 22:00:56;26,69;1,42;67,65;4,44;5,40;77,84
13.05.2021 23:00:56;22,16;1,19;69,04;5,25;6,52;72,32
14.05.2021 00:00:56;19,88;1,13;75,09;5,70;6,69;72,00
14.05.2021 01:00:56;22,52;0,94;89,88;7,94;8,90;69,86
14.05.2021 02:00:56;20,98;0,83;74,57;3,83;4,65;75,31
14.05.2021 03:00:56;16,76;0,95;71,19;3,03;3,80;77,92
14.05.2021 04:00:56;17,24;0,72;77,28;4,51;5,35;70,86
14.05.2021 05:00:56;18,11;0,62;81,86;4,96;5,83;66,69
14.05.2021 06:00:56;20,63;0,89;105,68;7,03;8,08;50,74
14.05.2021 07:00:56;26,10;2,28;158,67;13,41;16,04;34,92
14.05.2021 08:00:56;25,26;3,61;158,60;19,09;25,62;32,61
14.05.2021 09:00:56;33,80;3,90;106,21;14,58;20,64;47,47
14.05.2021 10:00:56;32,38;2,01;124,72;13,57;18,08;67,60
14.05.2021 11:00:56;35,12;3,81;155,72;20,31;27,39;69,76
14.05.2021 12:00:56;32,32;1,47;99,96;6,57;8,47;86,35
14.05.2021 13:00:56;27,58;1,02;97,24;5,55;7,25;86,47
14.05.2021 14:00:56;29,02;0,85;92,33;5,27;7,08;76,87
14.05.2021 15:00:56;24,67;0,53;95,09;6,15;9,02;68,15
14.05.2021 16:00:56;21,98;0,70;95,13;4,46;6,02;74,17
14.05.2021 17:00:56;18,99;0,69;100,67;4,57;6,03;84,43
14.05.2021 18:00:56;17,82;0,71;94,62;3,95;5,15;88,85
14.05.2021 19:00:56;23,16;1,82;152,87;7,72;10,02;79,04
14.05.2021 20:00:56;24,10;0,68;106,95;4,82;6,05;83,69
14.05.2021 21:00:56;18,48;0,67;92,13;4,84;5,81;84,46
14.05.2021 22:00:56;14,45;0,64;89,97;5,72;7,93;81,02
14.05.2021 23:00:56;17,67;0,75;78,31;4,01;4,96;80,81
15.05.2021 00:00:56;21,11;0,70;77,20;4,94;6,33;81,91
15.05.2021 01:00:56;18,96;0,45;169,35;5,41;6,05;77,57
15.05.2021 02:00:56;15,90;0,77;292,49;26,91;27,89;41,92
15.05.2021 03:00:56;22,00;0,68;192,19;12,48;13,21;60,84
15.05.2021 04:00:56;22,15;0,71;185,07;8,99;9,70;53,71
15.05.2021 05:00:56;16,65;1,36;268,42;23,71;24,86;28,89
15.05.2021 06:00:56;24,16;5,40;221,39;17,27;18,31;39,49
15.05.2021 07:00:56;23,38;2,09;211,33;14,49;16,18;48,33
15.05.2021 08:00:56;22,14;1,51;172,00;11,12;13,57;59,15
15.05.2021 09:00:56;26,08;2,11;164,84;9,09;11,41;75,94
15.05.2021 10:00:56;25,42;3,15;173,93;7,27;8,86;93,55
15.05.2021 11:00:56;25,16;3,39;193,93;8,61;10,65;100,83
15.05.2021 12:00:56;22,66;2,57;185,83;5,86;6,97;105,42
15.05.2021 13:00:56;17,28;2,22;182,10;5,66;6,83;105,02
15.05.2021 14:00:56;26,57;1,73;175,36;5,64;7,22;105,68
15.05.2021 15:00:56;22,61;1,74;192,97;8,02;10,18;106,25
15.05.2021 16:00:56;22,77;1,51;195,17;7,85;10,29;106,11
15.05.2021 17:00:56;20,08;1,57;209,08;8,42;11,09;103,44
15.05.2021 18:00:56;21,36;1,16;188,36;6,95;8,40;100,44
15.05.2021 19:00:56;16,86;0,58;182,03;4,28;5,37;90,80
15.05.2021 20:00:56;17,00;0,44;198,98;4,77;5,76;96,96
15.05.2021 21:00:56;23,34;0,45;181,92;4,47;5,33;95,25
15.05.2021 22:00:56;28,74;0,45;169,54;3,75;4,37;95,24
15.05.2021 23:00:56;24,47;0,42;177,16;4,96;5,70;91,62
16.05.2021 00:00:56;18,36;0,36;187,85;11,61;13,09;83,48
16.05.2021 01:00:56;18,76;0,31;174,73;11,45;12,27;79,97
16.05.2021 02:00:56;17,35;0,46;149,45;4,86;5,49;81,97
16.05.2021 03:00:56;16,44;0,69;148,06;4,75;5,41;76,91
16.05.2021 04:00:56;17,09;2,63;177,69;11,66;12,73;54,46
16.05.2021 05:00:56;20,17;4,48;153,04;7,75;8,58;59,89
16.05.2021 06:00:56;19,93;1,25;137,37;3,34;4,01;72,43
16.05.2021 07:00:56;16,33;1,57;146,11;5,00;5,95;71,22
16.05.2021 08:00:56;18,66;1,92;135,70;4,96;5,90;73,28
16.05.2021 09:00:56;16,13;0,66;132,87;6,07;7,71;81,33
16.05.2021 10:00:56;20,83;0,92;134,65;3,32;4,17;88,50
16.05.2021 11:00:56;17,01;0,82;150,99;4,13;5,24;91,50
16.05.2021 12:00:56;13,52;1,18;161,35;4,22;5,27;94,07
16.05.2021 13:00:56;11,74;1,45;170,89;5,06;6,61;96,87
16.05.2021 14:00:56;13,83;1,09;164,04;4,58;6,28;95,21
16.05.2021 15:00:56;14,77;0,80;160,89;4,07;5,57;100,45
16.05.2021 16:00:56;17,01;1,02;171,55;5,94;7,39;96,08
16.05.2021 17:00:56;20,04;1,00;175,19;6,24;7,87;86,62
16.05.2021 18:00:56;19,65;0,84;171,01;6,25;7,74;87,05
16.05.2021 19:00:56;21,57;0,81;177,18;6,62;8,06;84,24
16.05.2021 20:00:56;24,66;0,96;158,32;4,80;5,88;84,72
16.05.2021 21:00:56;24,31;1,23;156,82;4,41;5,53;82,65
16.05.2021 22:00:56;23,54;1,14;144,74;3,93;4,67;82,00
16.05.2021 23:00:56;24,37;0,83;139,33;4,61;5,78;80,52
17.05.2021 00:00:56;19,32;0,73;142,19;7,42;8,54;80,41
17.05.2021 01:00:56;18,68;0,53;67,94;2,96;3,56;86,91
17.05.2021 02:00:56;14,45;0,63;55,01;2,98;3,54;88,20
17.05.2021 03:00:56;15,57;0,57;54,10;3,22;3,80;92,22
17.05.2021 04:00:56;16,67;0,35;57,35;3,31;3,92;95,75
17.05.2021 05:00:56;13,38;0,32;63,96;4,16;4,73;91,77
17.05.2021 06:00:56;23,20;0,70;97,91;7,47;8,22;80,36
17.05.2021 07:00:56;20,14;1,45;171,77;20,87;23,90;58,08
17.05.2021 08:00:56;18,20;1,04;130,62;19,11;24,07;49,71
17.05.2021 09:00:56;17,28;1,31;146,40;20,19;26,96;56,66
17.05.2021 10:00:56;22,52;1,71;149,49;15,47;20,29;71,56
17.05.2021 11:00:56;21,38;1,65;118,28;13,05;16,31;84,23
17.05.2021 12:00:56;21,83;3,31;142,13;16,08;19,02;88,54
17.05.2021 13:00:56;31,25;1,60;122,33;12,63;15,79;98,83
17.05.2021 14:00:56;31,34;1,22;125,98;11,11;13,19;104,65
17.05.2021 15:00:56;27,38;1,49;112,41;8,52;10,20;109,74
17.05.2021 16:00:56;30,06;2,41;136,30;13,52;16,06;108,78
17.05.2021 17:00:56;29,85;2,17;142,42;15,52;18,32;108,85
17.05.2021 18:00:56;32,48;1,70;146,63;16,54;19,11;109,61
17.05.2021 19:00:56;27,06;1,44;189,32;25,06;28,78;100,59
17.05.2021 20:00:56;29,96;1,27;225,93;31,81;34,71;87,76
17.05.2021 21:00:56;33,85;0,90;202,50;33,07;35,57;66,43
17.05.2021 22:00:56;36,10;0,78;190,76;25,93;27,69;62,05
17.05.2021 23:00:56;37,65;0,51;133,23;13,18;14,30;66,06
18.05.2021 00:00:56;30,11;0,34;90,48;8,82;10,45;70,80
18.05.2021 01:00:56;27,86;0,19;104,07;5,59;6,45;75,82
18.05.2021 02:00:56;20,98;0,28;96,93;4,45;5,20;76,45
18.05.2021 03:00:56;20,92;0,52;103,69;4,23;5,00;78,72
18.05.2021 04:00:56;18,64;0,38;105,18;4,85;5,62;72,64
18.05.2021 05:00:56;13,69;0,35;97,24;4,31;5,09;72,75
18.05.2021 06:00:56;18,31;0,29;94,93;4,83;5,60;73,03
18.05.2021 07:00:56;15,03;0,30;132,03;13,15;15,76;57,77
18.05.2021 08:00:56;14,11;0,59;215,53;26,56;35,28;46,58
18.05.2021 09:00:56;22,43;0,67;191,12;24,57;31,94;64,31
18.05.2021 10:00:56;29,86;1,04;163,84;17,32;22,31;85,50
18.05.2021 11:00:56;24,74;1,19;145,75;12,92;16,41;87,51
18.05.2021 12:00:56;17,80;0,98;123,17;8,77;11,14;87,76
18.05.2021 13:00:56;24,60;0,38;94,90;4,77;6,19;66,29
18.05.2021 14:00:56;22,65;0,52;87,02;5,23;7,24;68,44
18.05.2021 15:00:56;-;0,60;89,10;5,83;7,79;74,90
18.05.2021 16:00:56;20,26;0,42;89,18;6,74;9,22;68,58
18.05.2021 17:00:56;20,94;0,43;89,33;5,96;8,01;76,99
18.05.2021 18:00:56;27,16;0,50;89,12;5,71;7,55;79,16
18.05.2021 19:00:56;23,88;0,42;100,49;6,22;7,88;82,70
18.05.2021 20:00:56;20,84;0,44;126,99;9,22;10,84;77,61
18.05.2021 21:00:56;20,50;0,33;123,96;11,12;12,57;66,75
18.05.2021 22:00:56;24,26;0,63;93,79;6,37;7,60;68,16
18.05.2021 23:00:56;23,32;0,70;80,04;5,20;6,79;72,06
19.05.2021 00:00:56;23,57;0,73;83,41;5,59;6,58;74,31
19.05.2021 01:00:56;18,02;1,56;95,28;3,87;4,75;79,67
19.05.2021 02:00:56;16,61;1,95;95,52;4,09;4,91;76,10
19.05.2021 03:00:56;15,11;2,16;89,35;3,81;4,57;78,45
19.05.2021 04:00:56;16,53;1,71;97,84;4,31;5,09;68,04
19.05.2021 05:00:56;16,57;1,50;196,74;17,39;18,68;45,48
19.05.2021 06:00:56;15,17;1,25;192,86;21,78;23,29;41,61
19.05.2021 07:00:56;17,82;1,41;132,24;12,61;14,79;54,57
19.05.2021 08:00:56;27,94;1,93;126,85;9,91;12,30;64,90
19.05.2021 09:00:56;28,07;2,17;174,17;15,85;20,43;66,11
19.05.2021 10:00:56;23,78;3,71;293,16;29,01;38,02;66,24
19.05.2021 11:00:56;28,33;4,38;233,49;21,04;26,63;86,53
19.05.2021 12:00:56;31,53;5,67;180,49;14,78;18,23;103,05
19.05.2021 13:00:56;28,35;3,97;170,59;12,00;14,54;110,20
19.05.2021 14:00:56;26,55;3,07;157,69;10,11;12,00;113,78
19.05.2021 15:00:56;31,77;2,66;159,43;10,55;12,84;105,39
19.05.2021 16:00:56;26,82;2,60;149,22;10,36;12,83;104,26
19.05.2021 17:00:56;31,62;2,44;149,33;12,03;14,37;104,14
19.05.2021 18:00:56;39,19;2,39;157,06;14,26;17,72;105,49
19.05.2021 19:00:56;37,45;2,62;183,29;21,49;25,45;98,76
19.05.2021 20:00:56;33,94;8,53;273,26;33,24;36,14;83,76
19.05.2021 21:00:56;34,20;14,55;294,80;37,97;40,94;62,87
19.05.2021 22:00:56;38,07;2,07;288,32;29,95;31,52;57,19
19.05.2021 23:00:56;39,32;1,80;283,38;29,92;32,28;54,97
20.05.2021 00:00:56;38,57;1,44;147,85;14,73;16,20;71,93
20.05.2021 01:00:56;39,74;0,72;176,82;12,53;14,27;72,90
20.05.2021 02:00:56;39,52;0,77;154,54;8,80;9,89;78,69
20.05.2021 03:00:56;39,61;0,49;144,43;6,75;7,78;82,06
20.05.2021 04:00:56;32,98;0,45;139,39;5,95;6,93;78,47
20.05.2021 05:00:56;26,75;0,32;143,07;5,50;6,46;74,45
20.05.2021 06:00:56;29,40;0,26;134,18;5,68;6,65;74,34
20.05.2021 07:00:56;24,08;0,43;160,98;8,91;10,82;70,31
20.05.2021 08:00:56;21,03;0,43;224,56;25,49;36,69;52,80
20.05.2021 09:00:56;28,42;0,65;249,63;25,80;33,57;66,14
20.05.2021 10:00:56;34,49;1,39;269,66;26,18;34,83;78,81
20.05.2021 11:00:56;38,27;1,35;225,83;18,64;23,83;86,73
20.05.2021 12:00:56;43,04;0,82;174,01;10,69;13,54;96,32
20.05.2021 13:00:56;42,66;0,25;169,48;8,74;11,73;94,12
20.05.2021 14:00:56;41,15;4,87;162,25;8,54;11,16;93,28
20.05.2021 15:00:56;37,55;15,91;156,05;8,97;11,70;85,34
20.05.2021 16:00:56;34,26;4,01;153,32;5,36;7,01;87,87
20.05.2021 17:00:56;29,33;1,08;141,74;4,37;5,64;87,17
20.05.2021 18:00:56;29,43;1,69;157,00;8,33;10,41;84,69
20.05.2021 19:00:56;31,03;1,29;155,08;6,56;8,03;86,07
20.05.2021 20:00:56;31,23;0,54;159,56;9,15;11,22;79,19
20.05.2021 21:00:56;31,29;0,61;188,44;13,04;15,30;74,75
20.05.2021 22:00:56;25,26;0,48;202,13;15,93;17,49;68,87
20.05.2021 23:00:56;23,12;0,49;160,35;9,70;11,11;74,86
21.05.2021 00:00:56;19,79;0,42;149,54;9,75;11,77;71,22
21.05.2021 01:00:56;15,68;0,66;158,30;5,25;6,17;72,56
21.05.2021 02:00:56;12,74;0,78;156,91;3,66;4,41;72,92
21.05.2021 03:00:56;9,55;0,73;154,21;3,76;4,44;74,51
21.05.2021 04:00:56;10,01;0,63;160,72;3,06;3,72;75,16
21.05.2021 05:00:56;9,57;0,64;159,34;4,59;5,27;67,46
21.05.2021 06:00:56;7,45;0,59;154,61;4,36;5,06;59,51
21.05.2021 07:00:56;7,58;0,63;204,19;18,88;22,97;40,80
21.05.2021 08:00:56;8,87;0,71;285,28;30,58;41,37;42,12
21.05.2021 09:00:56;15,95;0,80;398,72;44,00;61,06;45,06
21.05.2021 10:00:56;20,53;0,83;233,35;18,94;24,69;73,68
21.05.2021 11:00:56;18,59;0,76;195,03;8,99;12,04;82,44
21.05.2021 12:00:56;24,13;0,69;191,07;6,94;9,44;83,18
21.05.2021 13:00:56;57,72;0,59;175,42;6,58;8,62;76,66
21.05.2021 14:00:56;84,36;0,81;172,75;6,51;9,01;74,02
21.05.2021 15:00:56;88,47;0,86;173,87;7,83;10,50;73,94
21.05.2021 16:00:56;97,20;0,82;168,83;7,59;9,98;77,59
21.05.2021 17:00:56;84,74;0,81;178,84;9,48;12,96;77,94
21.05.2021 18:00:56;73,05;0,74;174,65;8,68;11,34;76,90
21.05.2021 19:00:56;62,65;0,62;186,92;10,13;12,59;78,20
21.05.2021 20:00:56;43,41;0,73;156,91;4,79;5,86;86,50
21.05.2021 21:00:56;34,66;0,79;152,87;5,59;6,77;83,80
21.05.2021 22:00:56;27,22;0,99;160,31;7,22;8,61;82,73
21.05.2021 23:00:56;27,72;1,17;182,12;6,16;7,33;92,49
22.05.2021 00:00:56;31,45;0,92;168,50;5,34;6,53;93,21
22.05.2021 01:00:56;25,37;0,51;123,75;4,71;5,51;99,44
22.05.2021 02:00:56;23,15;-;123,67;-;-;-
22.05.2021 03:00:56;19,54;2,12;120,01;9,23;9,93;95,03
22.05.2021 04:00:56;16,75;0,54;122,04;4,84;5,57;93,21
22.05.2021 05:00:56;13,58;0,45;120,86;4,26;4,96;89,51
22.05.2021 06:00:56;11,52;0,50;118,71;4,17;4,93;82,66
22.05.2021 07:00:56;8,77;0,48;122,60;5,60;6,82;79,20
22.05.2021 08:00:56;9,51;0,53;123,61;4,87;5,79;85,34
22.05.2021 09:00:56;9,09;0,63;130,19;5,27;6,55;89,20
22.05.2021 10:00:56;7,98;0,61;119,46;5,31;6,57;92,48
22.05.2021 11:00:56;9,85;0,60;123,30;5,53;6,92;94,60
22.05.2021 12:00:56;9,39;0,49;119,25;6,17;8,70;90,13
22.05.2021 13:00:56;11,71;0,51;115,91;5,70;7,71;89,59
22.05.2021 14:00:56;12,42;0,48;114,71;4,54;5,71;86,69
22.05.2021 15:00:56;12,40;0,45;115,66;4,15;5,76;85,30
22.05.2021 16:00:56;13,97;0,51;118,53;5,13;6,72;86,59
22.05.2021 17:00:56;12,09;0,45;113,59;4,16;5,25;88,59
22.05.2021 18:00:56;14,63;0,56;118,31;5,29;6,78;88,46
