Tarih;Konya Laboratuvar Yaygýnlaþtýrma;;;;;
;PM10 ( l/dk );SO2 ( mg/m3 );CO ( mg/m3 );NO2 ( mg/m3 );NOX ( mg/m3 );O3 ( mg/m3 )
01.01.2021 00:00:56;21,23;8,21;293,05;22,24;24,29;43,53
01.01.2021 01:00:56;24,01;14,29;812,36;39,84;44,08;24,03
01.01.2021 02:00:56;27,08;12,76;957,40;36,49;40,44;20,87
01.01.2021 03:00:56;32,22;10,66;662,03;26,23;29,20;26,60
01.01.2021 04:00:56;33,89;13,79;984,67;32,16;35,34;20,94
01.01.2021 05:00:56;38,66;8,04;507,26;20,12;21,96;29,19
01.01.2021 06:00:56;35,61;7,99;494,11;20,47;22,34;28,69
01.01.2021 07:00:56;27,55;9,73;918,18;41,69;48,82;12,48
01.01.2021 08:00:56;27,31;10,35;934,16;44,52;53,74;11,89
01.01.2021 09:00:56;27,74;9,29;601,40;50,49;75,33;21,90
01.01.2021 10:00:56;26,71;16,94;1.157,20;75,27;115,87;11,49
01.01.2021 11:00:56;37,53;30,37;2.220,36;156,06;274,37;11,59
01.01.2021 12:00:56;66,28;48,23;2.432,22;167,47;258,66;19,88
01.01.2021 13:00:56;108,17;84,73;1.759,64;130,06;184,44;30,65
01.01.2021 14:00:56;134,37;59,43;959,97;69,24;91,29;50,84
01.01.2021 15:00:56;110,07;44,15;601,84;39,23;47,90;61,00
01.01.2021 16:00:56;80,23;29,95;482,15;33,35;39,74;60,49
01.01.2021 17:00:56;58,75;23,06;519,05;35,92;41,48;54,66
01.01.2021 18:00:56;50,95;22,10;599,43;41,79;46,20;43,05
01.01.2021 19:00:56;61,30;16,43;560,90;46,54;52,29;32,51
01.01.2021 20:00:56;61,96;16,71;680,66;38,46;42,97;33,62
01.01.2021 21:00:56;56,51;19,84;998,84;57,31;66,32;19,73
01.01.2021 22:00:56;63,48;10,57;422,43;22,10;24,90;39,85
01.01.2021 23:00:56;41,78;15,71;996,36;41,63;49,97;26,45
02.01.2021 00:00:56;40,77;10,23;369,09;23,98;27,51;39,08
02.01.2021 01:00:56;39,33;7,06;207,85;14,57;16,23;48,86
02.01.2021 02:00:56;28,40;8,79;456,65;22,14;24,58;39,57
02.01.2021 03:00:56;28,79;8,47;621,21;32,35;35,21;25,36
02.01.2021 04:00:56;33,14;10,22;807,64;30,90;34,02;21,62
02.01.2021 05:00:56;33,67;7,98;497,61;21,32;23,24;28,69
02.01.2021 06:00:56;39,06;5,58;221,18;15,30;16,85;36,64
02.01.2021 07:00:56;29,97;5,37;173,49;11,53;12,94;45,47
02.01.2021 08:00:56;22,58;4,66;199,41;16,71;19,05;41,76
02.01.2021 09:00:56;20,68;7,40;681,27;36,19;42,54;23,58
02.01.2021 10:00:56;23,10;14,23;1.208,10;82,12;126,84;10,45
02.01.2021 11:00:56;33,11;23,48;1.092,60;63,92;92,71;26,86
02.01.2021 12:00:56;37,73;11,15;398,23;30,80;40,69;47,97
02.01.2021 13:00:56;40,28;29,75;639,46;48,24;63,47;50,30
02.01.2021 14:00:56;44,97;12,53;548,86;61,11;78,56;53,15
02.01.2021 15:00:56;52,39;9,76;284,80;29,38;36,13;67,39
02.01.2021 16:00:56;52,86;7,86;252,79;22,82;27,29;69,64
02.01.2021 17:00:56;45,21;10,53;263,76;24,57;28,35;65,48
02.01.2021 18:00:56;37,36;15,53;681,96;45,48;53,34;43,69
02.01.2021 19:00:56;61,97;34,44;1.291,45;61,15;78,35;20,39
02.01.2021 20:00:56;85,06;14,28;528,88;34,63;39,09;30,87
02.01.2021 21:00:56;78,00;9,88;287,69;24,36;26,19;41,61
02.01.2021 22:00:56;63,64;8,44;357,52;25,72;28,04;38,52
02.01.2021 23:00:56;52,22;6,19;306,59;27,77;30,43;35,82
03.01.2021 00:00:56;46,29;5,14;263,70;29,50;36,04;33,84
03.01.2021 01:00:56;44,98;4,29;278,39;20,72;22,44;36,71
03.01.2021 02:00:56;41,19;4,37;253,55;21,74;23,51;36,58
03.01.2021 03:00:56;35,49;4,27;276,92;24,31;25,75;31,63
03.01.2021 04:00:56;27,86;4,33;412,77;28,04;29,59;26,08
03.01.2021 05:00:56;32,37;7,03;763,66;34,41;36,94;16,29
03.01.2021 06:00:56;37,26;4,10;492,10;28,52;30,57;17,94
03.01.2021 07:00:56;40,39;3,34;366,10;21,90;23,45;26,51
03.01.2021 08:00:56;30,36;4,46;663,79;35,00;40,55;15,59
03.01.2021 09:00:56;23,41;5,62;573,65;24,26;28,25;21,63
03.01.2021 10:00:56;28,44;13,39;1.033,55;68,65;112,20;13,36
03.01.2021 11:00:56;38,42;16,15;1.213,55;77,15;116,92;19,34
03.01.2021 12:00:56;47,02;17,75;833,59;69,46;96,94;26,89
03.01.2021 13:00:56;52,21;21,12;865,48;78,69;112,64;25,61
03.01.2021 14:00:56;80,33;23,94;1.007,00;86,82;118,25;27,28
03.01.2021 15:00:56;88,42;21,90;826,90;74,28;95,07;35,49
03.01.2021 16:00:56;95,86;22,03;706,99;68,02;83,28;34,13
03.01.2021 17:00:56;96,08;24,91;770,36;76,84;92,01;23,72
03.01.2021 18:00:56;93,88;19,90;938,35;84,53;100,01;13,57
03.01.2021 19:00:56;96,35;21,34;1.310,18;92,27;122,49;4,63
03.01.2021 20:00:56;110,06;22,05;982,03;81,30;103,69;3,03
03.01.2021 21:00:56;109,63;20,58;1.093,93;75,98;90,21;4,12
03.01.2021 22:00:56;109,61;23,20;989,40;65,44;74,84;9,23
03.01.2021 23:00:56;117,76;19,62;1.111,60;57,81;71,52;9,70
04.01.2021 00:00:56;120,43;11,85;784,56;43,09;50,04;16,66
04.01.2021 01:00:56;112,68;6,45;627,95;28,84;32,31;21,67
04.01.2021 02:00:56;103,05;8,75;680,26;24,46;27,18;24,72
04.01.2021 03:00:56;94,68;9,01;868,29;24,66;27,49;21,02
04.01.2021 04:00:56;81,87;6,48;627,64;23,32;26,32;23,02
04.01.2021 05:00:56;77,54;5,08;403,48;17,34;19,26;27,28
04.01.2021 06:00:56;61,29;4,90;337,34;16,12;17,88;33,26
04.01.2021 07:00:56;56,05;4,90;466,97;23,74;28,39;27,59
04.01.2021 08:00:56;48,98;9,40;1.326,01;79,02;122,38;4,86
04.01.2021 09:00:56;54,05;9,37;1.059,18;69,26;113,07;8,12
04.01.2021 10:00:56;51,70;33,10;2.655,44;157,12;306,15;6,65
04.01.2021 11:00:56;92,70;51,86;3.969,34;296,79;592,45;7,87
04.01.2021 12:00:56;144,26;21,72;1.031,73;88,20;136,97;21,11
04.01.2021 13:00:56;129,66;24,71;1.083,60;82,71;118,49;33,90
04.01.2021 14:00:56;117,32;40,31;1.481,67;103,66;138,47;36,20
04.01.2021 15:00:56;-;52,94;1.301,68;111,32;152,02;29,03
04.01.2021 16:00:56;2,90;36,30;763,53;70,20;87,57;42,06
04.01.2021 17:00:56;86,98;31,70;562,10;59,78;70,37;40,73
04.01.2021 18:00:56;85,60;24,70;889,93;89,48;110,59;15,55
04.01.2021 19:00:56;79,21;15,66;843,08;79,48;96,80;8,04
04.01.2021 20:00:56;90,63;9,76;502,29;52,33;59,51;22,77
04.01.2021 21:00:56;86,10;16,13;824,26;62,88;80,55;17,30
04.01.2021 22:00:56;87,77;18,96;1.281,92;65,57;86,55;11,35
04.01.2021 23:00:56;93,41;13,59;546,47;35,93;43,10;21,79
05.01.2021 00:00:56;90,29;10,24;435,91;33,45;39,71;25,72
05.01.2021 01:00:56;79,69;9,88;370,63;25,77;29,23;31,52
05.01.2021 02:00:56;74,78;13,32;904,64;35,52;41,39;17,75
05.01.2021 03:00:56;75,04;9,79;706,91;26,78;29,82;20,26
05.01.2021 04:00:56;66,37;6,39;293,35;18,66;20,85;27,90
05.01.2021 05:00:56;48,68;8,88;588,59;23,19;26,00;26,61
05.01.2021 06:00:56;55,93;8,89;377,64;25,38;28,02;31,03
05.01.2021 07:00:56;42,24;8,37;636,73;34,33;-;20,63
05.01.2021 08:00:56;36,60;14,33;1.039,40;77,20;114,85;6,17
05.01.2021 09:00:56;53,65;15,29;1.039,40;84,85;133,24;4,31
05.01.2021 10:00:56;44,45;19,46;1.387,29;93,89;152,76;6,55
05.01.2021 11:00:56;62,87;27,18;1.614,56;119,29;193,11;8,36
05.01.2021 12:00:56;76,52;26,53;1.372,26;101,66;150,56;14,81
05.01.2021 13:00:56;90,35;16,30;661,19;51,38;68,66;40,92
05.01.2021 14:00:56;84,30;10,37;317,18;27,92;35,30;54,01
05.01.2021 15:00:56;69,55;10,23;334,83;34,59;42,54;50,14
05.01.2021 16:00:56;47,07;22,93;412,33;45,50;54,34;42,18
05.01.2021 17:00:56;48,15;22,96;624,20;55,25;63,73;29,37
05.01.2021 18:00:56;47,45;25,89;735,55;55,23;67,31;23,11
05.01.2021 19:00:56;61,39;23,91;723,53;75,68;94,64;13,56
05.01.2021 20:00:56;72,57;20,68;505,84;40,76;46,32;41,26
05.01.2021 21:00:56;62,47;9,61;201,53;18,89;22,15;63,03
05.01.2021 22:00:56;48,53;11,24;347,69;23,56;26,74;64,06
05.01.2021 23:00:56;37,05;14,35;823,29;55,13;62,93;31,90
06.01.2021 00:00:56;39,85;14,53;851,33;45,43;50,50;31,74
06.01.2021 01:00:56;39,49;11,55;1.029,29;36,32;40,89;27,77
06.01.2021 02:00:56;39,59;11,14;779,82;33,88;38,31;30,93
06.01.2021 03:00:56;44,83;6,40;192,03;12,24;14,00;53,04
06.01.2021 04:00:56;34,17;5,43;181,39;11,31;12,74;54,06
06.01.2021 05:00:56;24,43;7,41;734,08;36,78;40,75;28,19
06.01.2021 06:00:56;32,07;5,56;652,88;36,69;39,75;20,58
06.01.2021 07:00:56;27,97;4,01;403,79;24,45;28,22;27,87
06.01.2021 08:00:56;29,47;4,55;487,93;65,49;104,77;15,96
06.01.2021 09:00:56;30,38;7,36;917,44;77,64;115,01;9,44
06.01.2021 10:00:56;38,99;13,32;840,59;74,96;123,39;23,66
06.01.2021 11:00:56;43,48;21,90;1.450,49;126,70;211,34;10,61
06.01.2021 12:00:56;57,36;34,39;2.126,11;174,82;292,26;12,49
06.01.2021 13:00:56;93,75;43,70;2.734,86;185,88;300,58;14,17
06.01.2021 14:00:56;127,70;77,64;1.502,11;121,60;176,83;26,51
06.01.2021 15:00:56;129,23;53,49;975,52;89,53;121,92;38,26
06.01.2021 16:00:56;113,91;25,62;653,01;64,01;80,91;43,05
06.01.2021 17:00:56;94,28;22,56;502,62;54,10;65,15;46,58
06.01.2021 18:00:56;66,68;21,22;706,38;76,31;90,97;23,30
06.01.2021 19:00:56;74,64;16,26;806,24;68,92;83,27;16,70
06.01.2021 20:00:56;80,99;10,22;534,22;54,73;63,06;21,70
06.01.2021 21:00:56;75,83;9,76;533,87;54,71;62,39;18,62
06.01.2021 22:00:56;68,71;8,95;460,78;52,75;58,18;17,77
06.01.2021 23:00:56;76,34;12,32;554,77;48,29;54,65;21,68
07.01.2021 00:00:56;66,57;15,92;505,05;34,10;39,62;29,64
07.01.2021 01:00:56;60,88;14,21;401,86;24,19;27,28;32,90
07.01.2021 02:00:56;57,92;18,46;1.019,58;47,34;55,93;15,72
07.01.2021 03:00:56;66,80;10,71;569,11;34,41;38,63;18,80
07.01.2021 04:00:56;60,98;7,28;245,93;14,34;16,38;35,23
07.01.2021 05:00:56;53,42;6,03;302,57;12,88;14,65;36,23
07.01.2021 06:00:56;43,14;6,34;195,68;9,82;11,29;41,74
07.01.2021 07:00:56;36,99;6,53;662,77;29,56;35,13;23,93
07.01.2021 08:00:56;40,28;5,67;671,27;49,20;62,50;9,44
07.01.2021 09:00:56;34,06;8,45;1.179,84;95,63;168,92;5,60
07.01.2021 10:00:56;44,67;25,25;2.079,20;150,89;281,81;7,33
07.01.2021 11:00:56;81,21;39,38;2.969,17;225,56;414,38;9,70
07.01.2021 12:00:56;129,80;44,88;3.592,43;306,49;533,61;13,35
07.01.2021 13:00:56;210,83;56,06;2.912,47;258,07;401,56;19,93
07.01.2021 14:00:56;249,10;52,50;1.398,37;137,38;199,67;29,94
07.01.2021 15:00:56;185,77;46,00;1.024,97;99,11;139,49;37,10
07.01.2021 16:00:56;142,07;21,18;780,37;72,59;94,52;43,31
07.01.2021 17:00:56;105,78;16,68;737,74;65,81;80,70;38,25
07.01.2021 18:00:56;86,58;23,34;1.060,38;97,21;121,52;16,82
07.01.2021 19:00:56;108,49;25,77;1.229,10;102,94;134,09;7,57
07.01.2021 20:00:56;128,50;16,43;585,62;55,66;78,66;34,20
07.01.2021 21:00:56;75,96;12,82;334,09;-;-;50,68
07.01.2021 22:00:56;57,55;19,71;843,73;59,37;82,80;35,51
07.01.2021 23:00:56;58,99;11,81;370,13;29,74;34,69;44,59
08.01.2021 00:00:56;39,19;13,55;735,99;52,10;63,41;27,87
08.01.2021 01:00:56;44,03;13,44;659,78;46,08;55,35;30,35
08.01.2021 02:00:56;44,64;20,54;1.022,76;44,05;52,56;27,03
08.01.2021 03:00:56;50,13;21,61;1.100,69;50,10;56,62;17,44
08.01.2021 04:00:56;42,63;13,03;707,79;31,03;35,06;29,68
08.01.2021 05:00:56;31,52;18,89;2.770,59;133,09;252,77;3,79
08.01.2021 06:00:56;71,96;14,63;2.592,30;123,19;236,23;4,85
08.01.2021 07:00:56;83,59;15,44;2.732,35;125,37;241,91;1,47
08.01.2021 08:00:56;98,46;15,11;2.360,72;145,44;290,59;1,37
08.01.2021 09:00:56;101,29;14,68;2.192,00;138,96;272,29;1,57
08.01.2021 10:00:56;107,95;31,96;2.662,63;182,05;354,89;4,18
08.01.2021 11:00:56;127,87;98,91;3.383,04;258,94;487,93;7,50
08.01.2021 12:00:56;163,40;46,34;1.799,99;146,96;238,60;20,49
08.01.2021 13:00:56;147,56;29,72;822,33;63,98;83,73;48,65
08.01.2021 14:00:56;124,76;12,36;351,72;31,04;38,77;62,18
08.01.2021 15:00:56;89,95;4,93;161,90;11,98;14,11;73,42
08.01.2021 16:00:56;60,66;5,12;147,84;13,22;15,50;74,20
08.01.2021 17:00:56;40,22;5,34;132,77;12,56;14,75;69,92
08.01.2021 18:00:56;35,75;8,51;133,80;12,93;15,23;68,49
08.01.2021 19:00:56;45,49;7,65;141,31;12,77;15,04;67,49
08.01.2021 20:00:56;42,73;10,36;343,03;47,88;59,26;44,48
08.01.2021 21:00:56;48,63;10,51;354,41;42,79;49,41;47,70
08.01.2021 22:00:56;42,35;12,18;478,31;50,98;56,71;36,92
08.01.2021 23:00:56;41,60;10,22;420,60;27,15;29,32;52,28
09.01.2021 00:00:56;39,43;14,00;348,99;25,23;28,15;52,07
09.01.2021 01:00:56;42,28;10,12;455,41;24,42;27,14;46,34
09.01.2021 02:00:56;40,13;9,95;310,70;17,75;19,60;57,02
09.01.2021 03:00:56;39,73;11,92;683,27;26,75;29,10;40,30
09.01.2021 04:00:56;36,81;8,76;756,61;24,95;27,55;34,65
09.01.2021 05:00:56;38,78;13,67;1.436,04;56,73;63,83;10,01
09.01.2021 06:00:56;46,22;17,26;1.990,31;78,34;113,60;4,35
09.01.2021 07:00:56;65,06;14,04;1.639,14;74,26;106,81;1,65
09.01.2021 08:00:56;72,09;13,43;1.173,08;73,05;94,66;4,72
09.01.2021 09:00:56;70,20;14,08;990,16;80,03;107,44;8,71
09.01.2021 10:00:56;70,79;24,01;1.429,72;90,98;141,53;11,85
09.01.2021 11:00:56;69,25;24,12;1.280,29;88,34;131,70;21,44
09.01.2021 12:00:56;81,71;29,74;862,30;58,65;80,90;42,85
09.01.2021 13:00:56;80,26;20,14;436,94;30,90;40,75;58,52
09.01.2021 14:00:56;75,84;6,71;207,28;12,86;16,54;68,79
09.01.2021 15:00:56;55,81;5,30;153,79;10,12;12,72;69,20
09.01.2021 16:00:56;40,85;5,02;148,06;9,37;11,28;67,47
09.01.2021 17:00:56;33,38;6,81;167,72;14,72;17,70;63,19
09.01.2021 18:00:56;35,30;6,64;151,37;12,79;14,86;61,88
09.01.2021 19:00:56;29,85;7,44;128,55;11,23;12,96;62,39
09.01.2021 20:00:56;26,92;7,29;129,12;8,99;10,41;64,58
09.01.2021 21:00:56;27,63;6,89;135,74;11,16;12,81;58,63
09.01.2021 22:00:56;31,67;6,96;170,22;10,47;11,76;62,36
09.01.2021 23:00:56;28,49;5,99;126,54;9,19;10,45;66,15
10.01.2021 00:00:56;31,25;5,42;124,66;8,36;9,55;65,83
10.01.2021 01:00:56;24,02;5,51;158,65;9,21;10,33;65,52
10.01.2021 02:00:56;21,45;5,96;178,75;10,21;11,38;63,81
10.01.2021 03:00:56;24,94;4,98;120,81;6,11;7,07;69,14
10.01.2021 04:00:56;17,85;8,11;401,50;14,67;16,17;56,58
10.01.2021 05:00:56;18,78;7,21;375,85;15,54;17,09;54,91
10.01.2021 06:00:56;16,03;7,39;440,72;16,46;18,11;51,24
10.01.2021 07:00:56;23,87;9,72;869,83;36,92;41,65;33,62
10.01.2021 08:00:56;36,93;11,26;1.212,52;45,05;50,44;21,86
10.01.2021 09:00:56;34,41;12,15;1.054,51;43,74;54,13;32,87
10.01.2021 10:00:56;41,36;17,49;1.071,15;61,14;80,45;23,91
10.01.2021 11:00:56;55,04;24,95;1.224,77;75,10;110,36;19,33
10.01.2021 12:00:56;64,02;33,91;1.116,33;71,45;99,42;31,96
10.01.2021 13:00:56;71,10;29,64;784,06;61,77;84,20;40,73
10.01.2021 14:00:56;83,66;7,76;202,38;9,81;12,78;57,93
10.01.2021 15:00:56;85,41;7,15;180,49;8,10;10,15;57,17
10.01.2021 16:00:56;85,47;5,92;173,79;7,38;9,39;56,47
10.01.2021 17:00:56;98,48;5,75;160,16;8,45;10,58;55,45
10.01.2021 18:00:56;90,78;5,50;146,06;9,66;11,86;54,73
10.01.2021 19:00:56;78,85;7,26;194,82;10,17;11,99;52,07
10.01.2021 20:00:56;75,68;5,82;186,17;10,90;12,98;46,74
10.01.2021 21:00:56;74,50;5,58;179,26;11,28;13,16;46,15
10.01.2021 22:00:56;69,80;9,28;350,08;19,31;21,80;40,15
10.01.2021 23:00:56;73,10;8,02;287,18;18,57;21,29;38,68
11.01.2021 00:00:56;65,00;13,53;981,23;44,97;55,45;14,41
11.01.2021 01:00:56;71,48;12,37;1.088,65;43,46;51,31;12,96
11.01.2021 02:00:56;70,20;14,57;1.114,41;42,05;47,94;12,87
11.01.2021 03:00:56;72,40;11,04;982,22;37,25;43,38;14,22
11.01.2021 04:00:56;70,16;8,35;983,38;35,56;42,31;11,51
11.01.2021 05:00:56;70,59;7,83;1.133,71;49,28;64,66;3,41
11.01.2021 06:00:56;78,16;7,73;1.009,56;44,92;56,20;3,69
11.01.2021 07:00:56;72,30;8,24;744,77;42,82;53,78;5,78
11.01.2021 08:00:56;72,04;12,93;1.272,05;81,17;138,18;4,61
11.01.2021 09:00:56;74,39;13,38;1.687,07;115,59;232,94;3,18
11.01.2021 10:00:56;82,34;12,99;1.078,47;80,89;146,84;3,50
11.01.2021 11:00:56;85,40;22,90;1.743,93;118,47;235,69;4,64
11.01.2021 12:00:56;111,46;39,42;2.448,21;155,75;309,49;5,98
11.01.2021 13:00:56;170,92;42,99;2.780,06;198,46;401,63;5,71
11.01.2021 14:00:56;188,39;54,13;3.191,59;229,48;457,15;6,12
11.01.2021 15:00:56;206,41;51,46;3.611,06;334,10;679,79;6,37
11.01.2021 16:00:56;269,96;40,25;3.044,29;312,06;627,00;5,56
11.01.2021 17:00:56;314,96;35,60;3.026,78;278,44;544,84;4,51
11.01.2021 18:00:56;283,11;33,39;3.081,35;247,64;496,91;4,49
11.01.2021 19:00:56;275,86;27,05;2.390,65;182,22;371,12;4,20
11.01.2021 20:00:56;246,11;34,15;2.392,24;139,41;279,46;4,89
11.01.2021 21:00:56;204,78;30,26;1.656,52;100,40;187,09;3,38
11.01.2021 22:00:56;149,50;31,14;1.926,30;99,32;189,63;3,84
11.01.2021 23:00:56;129,78;24,35;845,54;48,09;76,93;7,87
12.01.2021 00:00:56;119,30;22,97;1.120,02;55,77;86,55;8,11
12.01.2021 01:00:56;91,60;21,87;1.277,04;45,13;65,55;9,22
12.01.2021 02:00:56;92,94;27,13;1.828,55;51,23;77,79;6,53
12.01.2021 03:00:56;90,72;25,33;1.869,67;74,68;130,65;6,73
12.01.2021 04:00:56;84,79;30,51;2.491,91;101,50;199,87;7,30
12.01.2021 05:00:56;111,40;17,07;425,76;21,78;31,33;27,17
12.01.2021 06:00:56;73,31;13,54;462,37;22,98;31,55;28,47
12.01.2021 07:00:56;63,93;10,36;239,28;17,01;22,87;35,09
12.01.2021 08:00:56;47,89;11,16;521,81;34,66;47,44;25,49
12.01.2021 09:00:56;47,39;12,92;1.026,63;87,39;140,11;9,03
12.01.2021 10:00:56;52,89;27,24;2.136,58;155,09;300,38;6,92
12.01.2021 11:00:56;77,29;28,78;1.570,19;132,72;231,34;9,88
12.01.2021 12:00:56;76,07;31,80;1.316,12;111,08;183,95;15,40
12.01.2021 13:00:56;84,12;15,70;562,02;47,67;70,68;34,07
12.01.2021 14:00:56;79,93;5,31;231,61;13,66;22,62;50,27
12.01.2021 15:00:56;77,56;4,50;195,67;15,08;22,46;49,51
12.01.2021 16:00:56;70,19;3,68;156,37;13,27;18,87;51,10
12.01.2021 17:00:56;65,10;2,88;161,71;15,55;21,07;50,98
12.01.2021 18:00:56;60,92;2,67;158,40;20,59;26,67;52,23
12.01.2021 19:00:56;71,85;4,35;180,54;20,99;25,90;55,45
12.01.2021 20:00:56;65,39;5,29;217,90;24,06;29,17;55,36
12.01.2021 21:00:56;61,27;3,75;192,56;17,71;21,01;57,80
12.01.2021 22:00:56;56,71;3,68;163,83;14,12;16,52;59,86
12.01.2021 23:00:56;39,24;8,27;340,00;22,31;24,66;48,39
13.01.2021 00:00:56;43,80;4,09;186,99;12,07;13,69;55,51
13.01.2021 01:00:56;38,51;4,39;222,55;10,14;11,70;58,76
13.01.2021 02:00:56;40,01;4,23;192,99;8,61;9,98;63,69
13.01.2021 03:00:56;44,10;4,87;209,59;8,50;9,87;63,69
13.01.2021 04:00:56;38,27;11,25;215,40;9,88;11,15;64,45
13.01.2021 05:00:56;37,68;1,72;134,85;6,19;7,34;69,79
13.01.2021 06:00:56;37,39;1,59;130,84;4,90;5,92;73,83
13.01.2021 07:00:56;50,79;1,84;144,63;6,45;7,57;74,93
13.01.2021 08:00:56;38,77;3,92;175,09;12,57;14,42;71,00
13.01.2021 09:00:56;47,74;3,60;177,58;14,15;17,15;69,81
13.01.2021 10:00:56;49,92;4,16;174,12;13,06;16,54;66,74
13.01.2021 11:00:56;50,57;2,66;145,76;9,97;13,77;69,50
13.01.2021 12:00:56;121,82;2,32;137,66;7,94;10,82;69,17
13.01.2021 13:00:56;389,09;2,78;134,90;10,25;12,49;64,58
13.01.2021 14:00:56;27,22;2,19;143,66;12,03;14,27;55,95
13.01.2021 15:00:56;8,48;1,62;148,51;7,53;9,34;60,48
13.01.2021 16:00:56;8,25;2,41;225,99;17,92;21,46;52,73
13.01.2021 17:00:56;7,14;3,71;419,69;49,19;60,21;29,40
13.01.2021 18:00:56;16,12;4,26;502,37;61,50;71,74;19,45
13.01.2021 19:00:56;13,21;5,58;485,87;56,35;77,33;29,60
13.01.2021 20:00:56;5,86;5,28;738,23;76,52;96,52;8,69
13.01.2021 21:00:56;31,72;7,19;1.075,75;124,44;197,83;0,85
13.01.2021 22:00:56;70,69;17,77;922,33;102,66;144,35;0,95
13.01.2021 23:00:56;80,40;16,76;790,52;70,35;79,84;8,90
14.01.2021 00:00:56;46,55;10,09;394,48;25,63;30,29;39,74
14.01.2021 01:00:56;31,52;5,58;342,92;21,88;25,15;39,74
14.01.2021 02:00:56;25,54;3,57;226,61;13,61;15,88;44,66
14.01.2021 03:00:56;7,79;4,71;375,95;12,42;14,23;44,95
14.01.2021 04:00:56;30,79;5,96;576,37;20,00;22,26;32,77
14.01.2021 05:00:56;32,55;5,30;591,58;19,88;21,96;28,95
14.01.2021 06:00:56;27,61;5,05;684,87;20,72;22,94;26,16
14.01.2021 07:00:56;28,83;5,93;663,79;28,14;32,92;22,15
14.01.2021 08:00:56;35,92;3,45;789,54;58,40;78,45;2,53
14.01.2021 09:00:56;55,05;1,45;669,32;54,95;75,63;2,48
14.01.2021 10:00:56;72,94;2,47;876,18;63,50;98,54;4,15
14.01.2021 11:00:56;90,65;3,49;1.016,92;74,92;117,32;4,11
14.01.2021 12:00:56;87,93;8,49;1.192,78;93,45;149,54;6,53
14.01.2021 13:00:56;104,68;12,66;1.030,03;93,62;137,70;14,65
14.01.2021 14:00:56;112,75;9,26;552,32;59,80;76,72;30,54
14.01.2021 15:00:56;58,52;5,65;277,97;29,93;37,98;46,89
14.01.2021 16:00:56;53,47;4,12;280,98;30,90;36,97;43,31
14.01.2021 17:00:56;44,01;3,66;186,83;14,07;16,83;60,48
14.01.2021 18:00:56;28,88;4,96;353,85;30,31;36,09;47,56
14.01.2021 19:00:56;24,24;6,28;384,54;42,57;49,91;32,80
14.01.2021 20:00:56;18,59;10,97;826,41;85,39;125,52;15,32
14.01.2021 21:00:56;30,61;14,18;961,00;74,06;117,00;26,20
14.01.2021 22:00:56;34,21;20,46;1.487,83;101,50;159,18;2,73
14.01.2021 23:00:56;52,78;12,55;958,91;60,21;74,41;8,07
15.01.2021 00:00:56;61,82;4,06;479,06;28,88;33,07;23,91
15.01.2021 01:00:56;53,93;5,23;562,72;20,51;23,58;29,07
15.01.2021 02:00:56;43,43;4,97;447,68;13,29;15,29;33,74
15.01.2021 03:00:56;31,26;4,22;252,73;9,46;10,88;42,81
15.01.2021 04:00:56;25,17;3,91;275,12;8,48;9,51;45,95
15.01.2021 05:00:56;21,11;6,89;643,41;24,59;26,87;29,59
15.01.2021 06:00:56;16,31;4,51;420,69;18,63;20,61;32,56
15.01.2021 07:00:56;16,66;11,41;654,54;41,72;47,51;16,76
15.01.2021 08:00:56;14,62;14,57;831,87;56,02;69,53;8,17
15.01.2021 09:00:56;22,07;11,32;874,12;66,56;98,50;9,40
15.01.2021 10:00:56;24,93;14,12;1.535,89;86,75;142,89;8,73
15.01.2021 11:00:56;55,90;8,93;911,11;45,67;71,57;24,00
15.01.2021 12:00:56;58,02;10,80;426,49;31,69;45,83;42,25
15.01.2021 13:00:56;48,13;21,61;823,28;77,96;107,22;17,42
15.01.2021 14:00:56;54,91;10,50;843,22;87,55;118,56;7,25
15.01.2021 15:00:56;38,19;11,15;669,69;66,97;95,82;16,19
15.01.2021 16:00:56;0,00;7,75;111,70;5,19;6,86;56,26
15.01.2021 17:00:56;0,00;5,95;110,36;4,24;5,17;60,87
15.01.2021 18:00:56;0,64;4,36;117,20;6,87;9,23;61,68
15.01.2021 19:00:56;1,41;5,19;294,17;30,81;36,36;41,72
15.01.2021 20:00:56;5,11;10,77;705,58;75,94;100,63;13,15
15.01.2021 21:00:56;9,09;13,73;742,48;76,55;96,33;8,33
15.01.2021 22:00:56;12,08;5,79;354,36;38,44;43,20;34,73
15.01.2021 23:00:56;15,78;5,15;260,70;17,35;19,48;55,11
16.01.2021 00:00:56;15,71;5,52;326,69;14,49;16,00;58,37
16.01.2021 01:00:56;14,96;5,60;303,07;14,73;16,34;52,67
16.01.2021 02:00:56;16,13;4,57;227,56;9,59;10,02;53,70
16.01.2021 03:00:56;17,90;5,16;278,43;10,08;10,63;54,17
16.01.2021 04:00:56;14,94;4,51;261,19;10,10;10,74;52,57
16.01.2021 05:00:56;13,25;5,09;324,27;11,79;12,60;49,93
16.01.2021 06:00:56;10,15;4,78;324,66;12,24;13,17;47,36
16.01.2021 07:00:56;10,99;4,74;316,82;15,65;17,68;43,10
16.01.2021 08:00:56;12,32;5,79;462,61;28,43;31,37;30,54
16.01.2021 09:00:56;14,57;5,50;426,18;34,68;41,24;29,84
