Tarih;Konya - Meram;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 )
06.03.2021 07:00:56;90,72;60,09;3.946,90;44,77;115,40
06.03.2021 08:00:56;95,63;54,48;3.994,00;47,57;129,56
06.03.2021 09:00:56;99,11;62,03;4.234,60;52,85;161,99
06.03.2021 10:00:56;118,45;62,80;3.567,41;59,62;170,79
06.03.2021 11:00:56;126,50;59,87;2.738,42;66,95;156,97
06.03.2021 12:00:56;113,38;66,29;2.342,90;72,47;146,77
06.03.2021 13:00:56;109,84;57,49;1.766,15;66,32;119,24
06.03.2021 14:00:56;88,37;41,12;1.423,73;56,44;88,51
06.03.2021 15:00:56;59,45;27,53;1.095,77;43,12;63,93
06.03.2021 16:00:56;28,09;17,51;791,00;30,91;44,99
06.03.2021 17:00:56;7,81;22,77;926,25;37,91;51,30
06.03.2021 18:00:56;17,37;27,90;1.062,94;47,35;61,69
06.03.2021 19:00:56;26,62;24,38;987,45;53,08;67,15
06.03.2021 20:00:56;29,83;24,46;893,52;51,61;64,53
06.03.2021 21:00:56;23,83;28,31;799,61;36,84;47,24
06.03.2021 22:00:56;20,64;28,59;739,05;25,67;34,14
06.03.2021 23:00:56;23,42;26,53;710,17;19,07;26,05
07.03.2021 00:00:56;21,45;24,70;672,54;14,58;20,23
07.03.2021 01:00:56;19,91;23,30;617,64;14,02;19,34
07.03.2021 02:00:56;17,42;21,69;574,02;14,66;19,71
07.03.2021 03:00:56;15,46;20,77;594,16;14,86;19,63
07.03.2021 04:00:56;14,67;21,38;748,54;15,07;19,65
07.03.2021 05:00:56;20,20;20,62;944,53;15,84;20,32
07.03.2021 06:00:56;24,61;17,55;1.170,04;19,26;24,08
07.03.2021 07:00:56;28,56;14,46;1.346,25;25,85;31,91
07.03.2021 08:00:56;28,74;13,05;1.250,70;24,83;30,83
07.03.2021 09:00:56;22,16;15,33;1.090,85;22,61;28,99
07.03.2021 10:00:56;27,68;21,59;1.044,55;19,19;25,88
07.03.2021 11:00:56;30,91;27,63;977,41;15,77;21,84
07.03.2021 12:00:56;28,95;28,70;824,72;14,70;20,23
07.03.2021 13:00:56;27,01;26,90;728,77;14,18;19,22
07.03.2021 14:00:56;28,78;23,01;755,40;17,24;23,32
07.03.2021 15:00:56;35,89;20,26;773,12;21,03;28,14
07.03.2021 16:00:56;31,67;21,32;788,22;26,57;36,20
07.03.2021 17:00:56;22,87;21,30;831,73;28,71;40,12
07.03.2021 18:00:56;19,56;19,46;861,24;30,23;41,17
07.03.2021 19:00:56;21,55;17,56;848,10;30,37;39,81
07.03.2021 20:00:56;22,44;17,10;817,29;27,42;35,14
07.03.2021 21:00:56;20,86;16,73;798,34;26,53;33,35
07.03.2021 22:00:56;16,32;16,13;730,87;24,51;30,07
07.03.2021 23:00:56;12,02;15,56;673,42;21,85;26,59
08.03.2021 00:00:56;12,52;15,10;630,36;19,37;23,83
08.03.2021 01:00:56;13,16;14,92;609,58;18,07;21,95
08.03.2021 02:00:56;18,08;14,86;651,49;18,94;22,45
08.03.2021 03:00:56;18,79;15,09;699,49;19,45;22,71
08.03.2021 04:00:56;13,42;15,85;831,56;22,54;25,67
08.03.2021 05:00:56;11,63;16,52;1.071,32;28,77;33,38
08.03.2021 06:00:56;15,65;15,19;1.105,31;27,73;34,91
08.03.2021 07:00:56;19,01;12,78;996,42;23,92;31,07
08.03.2021 08:00:56;19,63;13,44;1.313,81;30,57;41,03
08.03.2021 09:00:56;22,98;15,33;1.461,70;38,62;59,13
08.03.2021 10:00:56;22,16;17,19;1.135,77;30,02;48,11
08.03.2021 11:00:56;27,63;20,11;960,60;20,11;30,28
08.03.2021 12:00:56;36,33;21,54;860,55;20,33;29,67
08.03.2021 13:00:56;31,29;19,45;718,79;16,78;24,27
08.03.2021 14:00:56;26,26;16,57;626,13;12,14;17,72
08.03.2021 15:00:56;19,25;15,37;634,80;11,40;15,88
08.03.2021 16:00:56;13,70;15,75;687,46;15,00;20,49
08.03.2021 17:00:56;19,17;17,73;703,49;21,67;28,96
08.03.2021 18:00:56;23,00;20,67;710,90;29,74;38,90
08.03.2021 19:00:56;23,18;23,76;781,17;42,93;54,31
08.03.2021 20:00:56;28,98;30,14;1.047,99;64,83;89,65
08.03.2021 21:00:56;42,23;36,91;1.443,98;77,88;116,17
08.03.2021 22:00:56;60,71;32,14;1.575,18;69,99;101,80
08.03.2021 23:00:56;62,82;23,92;1.584,83;62,13;87,64
09.03.2021 00:00:56;59,60;23,77;1.636,49;60,27;85,73
09.03.2021 01:00:56;60,85;23,12;1.442,74;49,30;65,59
09.03.2021 02:00:56;57,74;19,34;1.296,73;42,52;51,23
09.03.2021 03:00:56;64,05;17,40;1.213,57;44,10;52,89
09.03.2021 04:00:56;49,64;16,39;1.039,16;38,78;45,67
09.03.2021 05:00:56;28,40;15,45;974,76;32,69;38,25
09.03.2021 06:00:56;25,97;15,46;1.027,69;31,31;36,86
09.03.2021 07:00:56;25,45;15,73;1.023,81;31,77;38,98
09.03.2021 08:00:56;24,56;30,18;1.991,28;48,30;98,17
09.03.2021 09:00:56;41,78;55,58;3.256,11;66,39;164,89
09.03.2021 10:00:56;86,08;56,69;2.733,54;62,69;142,02
09.03.2021 11:00:56;101,94;42,86;1.707,65;57,08;102,95
09.03.2021 12:00:56;74,94;31,20;1.056,52;42,97;69,75
09.03.2021 13:00:56;47,90;22,06;648,74;24,67;37,19
09.03.2021 14:00:56;32,04;18,85;531,41;17,62;25,82
09.03.2021 15:00:56;20,46;18,44;548,00;15,49;21,92
09.03.2021 16:00:56;20,47;18,44;574,13;16,29;21,86
09.03.2021 17:00:56;18,33;18,28;552,34;16,57;21,27
09.03.2021 18:00:56;15,29;19,58;524,96;19,19;23,76
09.03.2021 19:00:56;23,22;24,73;570,48;26,98;31,71
09.03.2021 20:00:56;29,01;45,23;932,20;43,88;51,32
09.03.2021 21:00:56;43,95;43,80;896,43;49,83;61,39
09.03.2021 22:00:56;38,11;25,37;536,12;36,01;44,68
09.03.2021 23:00:56;17,44;24,65;517,24;25,98;30,21
10.03.2021 00:00:56;16,00;27,53;584,70;23,75;27,56
10.03.2021 01:00:56;16,46;41,71;987,87;42,87;53,91
10.03.2021 02:00:56;31,13;47,81;1.629,64;58,93;76,34
10.03.2021 03:00:56;60,72;37,26;1.734,46;49,43;61,60
10.03.2021 04:00:56;61,95;26,56;1.291,37;35,85;43,78
10.03.2021 05:00:56;33,00;21,23;1.107,43;40,21;58,85
10.03.2021 06:00:56;22,73;25,63;1.947,60;49,45;86,19
10.03.2021 07:00:56;44,55;47,29;3.602,26;53,05;107,98
10.03.2021 08:00:56;86,88;55,46;3.991,10;53,69;125,72
10.03.2021 09:00:56;106,22;60,29;3.255,03;56,40;157,16
10.03.2021 10:00:56;98,78;64,51;2.952,00;62,92;159,31
10.03.2021 11:00:56;92,18;56,76;2.536,49;59,15;112,07
10.03.2021 12:00:56;83,01;48,18;1.878,90;49,91;79,39
10.03.2021 13:00:56;68,21;34,82;1.366,61;37,59;57,74
10.03.2021 14:00:56;45,99;24,46;1.071,38;26,60;40,19
10.03.2021 15:00:56;33,32;20,50;1.036,64;19,61;29,24
10.03.2021 16:00:56;27,96;18,67;1.036,54;18,72;27,28
10.03.2021 17:00:56;28,31;17,27;1.043,61;21,98;30,66
10.03.2021 18:00:56;36,62;16,66;1.025,17;28,16;36,90
10.03.2021 19:00:56;39,35;19,54;1.043,25;41,89;53,85
10.03.2021 20:00:56;35,20;24,33;1.266,97;66,34;99,62
10.03.2021 21:00:56;42,59;26,21;1.255,75;72,22;109,56
10.03.2021 22:00:56;42,03;27,00;1.124,55;60,43;81,10
10.03.2021 23:00:56;31,51;35,85;1.568,98;64,88;112,57
11.03.2021 00:00:56;47,18;43,67;2.047,70;67,81;130,97
11.03.2021 01:00:56;64,22;37,49;1.757,30;58,35;89,60
11.03.2021 02:00:56;54,74;28,66;1.134,74;36,01;46,51
11.03.2021 03:00:56;34,60;24,60;840,97;15,70;22,31
11.03.2021 04:00:56;25,01;22,65;863,30;17,32;24,99
11.03.2021 05:00:56;25,72;23,39;1.108,64;31,15;43,98
11.03.2021 06:00:56;31,92;22,48;1.026,11;32,02;44,78
11.03.2021 07:00:56;28,24;19,20;747,24;22,56;30,26
11.03.2021 08:00:56;22,75;19,25;893,42;31,77;41,21
11.03.2021 09:00:56;30,17;27,38;1.570,81;55,67;101,63
11.03.2021 10:00:56;49,52;34,56;2.076,86;59,37;116,16
11.03.2021 11:00:56;60,39;26,34;1.564,62;35,52;61,09
11.03.2021 12:00:56;42,46;14,82;922,58;19,80;34,39
11.03.2021 13:00:56;29,85;10,68;736,53;15,70;24,44
11.03.2021 14:00:56;24,75;10,64;710,94;13,74;18,89
11.03.2021 15:00:56;19,01;10,93;678,56;13,66;18,06
11.03.2021 16:00:56;19,07;11,08;658,34;12,34;16,49
11.03.2021 17:00:56;21,50;13,49;666,81;13,21;16,58
11.03.2021 18:00:56;20,33;15,31;725,14;20,41;24,50
11.03.2021 19:00:56;16,26;13,89;777,21;26,47;34,59
11.03.2021 20:00:56;8,73;13,41;738,58;23,79;33,43
11.03.2021 21:00:56;2,64;13,92;688,72;21,93;29,74
11.03.2021 22:00:56;6,60;13,34;647,04;20,37;26,20
11.03.2021 23:00:56;9,50;12,19;580,97;14,44;18,35
12.03.2021 00:00:56;9,97;11,10;544,76;10,49;13,55
12.03.2021 01:00:56;8,92;10,05;554,63;9,58;12,11
12.03.2021 02:00:56;6,94;8,82;580,08;8,60;10,70
12.03.2021 03:00:56;5,46;7,68;608,49;8,02;9,81
12.03.2021 04:00:56;4,50;6,52;642,19;8,16;9,79
12.03.2021 05:00:56;4,47;5,24;678,18;8,06;9,55
12.03.2021 06:00:56;3,46;6,76;709,28;8,88;10,38
12.03.2021 07:00:56;2,00;10,40;741,08;12,43;14,94
12.03.2021 08:00:56;-;11,29;800,14;20,08;27,32
12.03.2021 09:00:56;3,51;11,38;861,87;25,70;39,13
12.03.2021 10:00:56;10,79;11,67;833,33;25,32;39,35
12.03.2021 11:00:56;17,11;12,03;715,17;21,95;33,31
12.03.2021 12:00:56;20,55;13,09;577,28;18,94;30,40
12.03.2021 13:00:56;20,63;15,04;466,56;17,85;28,80
12.03.2021 14:00:56;11,29;16,29;460,33;16,70;25,22
12.03.2021 15:00:56;7,13;16,67;511,35;18,81;27,43
12.03.2021 16:00:56;10,59;16,73;526,18;22,15;31,58
12.03.2021 17:00:56;13,09;16,95;561,51;26,11;35,60
12.03.2021 18:00:56;15,72;18,05;613,16;33,83;44,40
12.03.2021 19:00:56;20,65;21,41;609,24;40,46;50,75
12.03.2021 20:00:56;23,06;27,10;672,48;43,11;51,94
12.03.2021 21:00:56;25,16;36,43;922,38;44,37;51,53
12.03.2021 22:00:56;29,93;37,25;1.289,07;50,37;57,81
12.03.2021 23:00:56;42,77;29,68;1.487,51;54,54;63,42
13.03.2021 00:00:56;47,90;28,44;1.568,83;49,11;57,03
13.03.2021 01:00:56;45,83;24,10;1.416,07;40,80;46,47
13.03.2021 02:00:56;39,55;18,09;1.190,49;36,56;40,71
13.03.2021 03:00:56;28,06;15,30;1.030,24;31,39;35,27
13.03.2021 04:00:56;14,64;13,48;886,25;25,22;28,71
13.03.2021 05:00:56;6,66;13,28;990,17;23,88;27,37
13.03.2021 06:00:56;11,38;15,51;1.496,34;29,94;34,64
13.03.2021 07:00:56;23,14;20,70;2.201,18;37,73;44,72
13.03.2021 08:00:56;41,09;21,77;2.631,64;40,07;62,41
13.03.2021 09:00:56;57,07;21,71;2.284,16;39,93;73,53
13.03.2021 10:00:56;56,21;19,95;1.313,10;27,09;46,13
13.03.2021 11:00:56;33,74;18,88;776,14;15,25;22,54
13.03.2021 12:00:56;29,61;20,80;639,44;14,79;21,22
13.03.2021 13:00:56;29,63;21,05;530,39;13,80;19,05
13.03.2021 14:00:56;21,04;20,27;497,71;13,45;17,88
13.03.2021 15:00:56;21,84;19,26;486,44;13,32;17,52
13.03.2021 16:00:56;16,80;18,93;478,45;13,96;18,17
13.03.2021 17:00:56;12,09;18,90;471,02;14,48;18,31
13.03.2021 18:00:56;15,03;19,53;474,93;17,10;20,58
13.03.2021 19:00:56;15,19;26,80;656,34;36,54;47,32
13.03.2021 20:00:56;22,98;46,06;1.125,65;70,43;109,89
13.03.2021 21:00:56;50,94;48,15;1.378,01;87,06;153,38
13.03.2021 22:00:56;59,14;36,72;1.372,95;83,31;154,76
13.03.2021 23:00:56;51,43;41,33;1.636,65;74,37;139,93
14.03.2021 00:00:56;64,10;42,19;1.678,43;65,13;116,43
14.03.2021 01:00:56;62,99;35,10;1.483,64;59,71;96,28
14.03.2021 02:00:56;49,63;31,39;1.320,30;50,44;74,50
14.03.2021 03:00:56;38,06;30,38;1.279,73;48,30;67,30
14.03.2021 04:00:56;28,64;40,29;2.300,74;59,64;122,68
14.03.2021 05:00:56;64,91;45,53;2.632,20;64,73;150,78
14.03.2021 06:00:56;81,97;33,28;1.750,89;64,16;118,77
14.03.2021 07:00:56;54,63;23,72;1.518,86;62,27;102,12
14.03.2021 08:00:56;46,71;36,09;2.952,64;55,46;98,95
14.03.2021 09:00:56;69,06;47,41;3.795,99;53,23;112,12
14.03.2021 10:00:56;79,54;36,78;2.320,65;53,51;105,74
14.03.2021 11:00:56;52,76;30,67;1.339,30;43,98;73,99
14.03.2021 12:00:56;35,01;29,73;1.153,20;27,36;44,89
14.03.2021 13:00:56;35,32;22,50;997,55;16,23;26,55
14.03.2021 14:00:56;29,18;19,54;941,07;16,15;25,44
14.03.2021 15:00:56;21,36;19,15;901,20;18,36;27,33
14.03.2021 16:00:56;17,41;19,80;877,33;18,84;25,69
14.03.2021 17:00:56;15,58;22,10;871,70;20,18;25,45
14.03.2021 18:00:56;17,55;22,04;869,08;22,56;27,72
14.03.2021 19:00:56;18,98;21,88;857,71;21,43;26,64
14.03.2021 20:00:56;17,94;21,80;910,55;20,31;25,01
14.03.2021 21:00:56;15,88;20,94;950,51;21,48;25,93
14.03.2021 22:00:56;11,92;20,35;912,99;20,89;25,14
14.03.2021 23:00:56;9,60;19,00;895,02;20,59;24,66
15.03.2021 00:00:56;12,82;19,95;1.059,34;22,45;26,45
15.03.2021 01:00:56;23,01;22,40;1.566,94;31,23;39,32
15.03.2021 02:00:56;49,77;19,98;1.577,89;30,67;39,19
15.03.2021 03:00:56;52,29;16,38;1.142,99;20,24;24,98
15.03.2021 04:00:56;34,71;15,28;937,79;15,52;19,83
15.03.2021 05:00:56;26,80;14,69;885,15;13,60;17,70
15.03.2021 06:00:56;22,58;15,78;1.156,44;14,56;18,74
