Tarih;Konya-Selçuklu-Belediye;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 )
18.01.2021 01:00:56;18,05;-1,03;116,61;20,61;21,20
18.01.2021 02:00:56;20,92;-2,15;40,90;18,97;19,97
18.01.2021 03:00:56;13,21;-4,29;1,63;17,90;19,06
18.01.2021 04:00:56;25,66;-4,16;3,05;22,73;23,98
18.01.2021 05:00:56;16,26;-4,32;0,00;18,43;19,49
18.01.2021 06:00:56;32,56;-3,75;0,00;24,70;27,07
18.01.2021 07:00:56;47,61;3,06;43,40;46,92;60,35
18.01.2021 08:00:56;74,30;2,02;315,64;64,75;112,28
18.01.2021 09:00:56;112,99;10,36;454,38;57,92;107,89
18.01.2021 10:00:56;150,04;17,56;228,43;61,79;91,88
18.01.2021 11:00:56;122,75;9,63;809,81;45,86;59,09
18.01.2021 12:00:56;66,47;5,04;799,66;39,36;48,17
18.01.2021 13:00:56;65,97;3,31;765,02;35,79;42,26
18.01.2021 14:00:56;66,97;1,93;638,47;31,94;36,29
18.01.2021 15:00:56;40,70;1,28;765,79;32,41;37,08
18.01.2021 16:00:56;42,92;0,90;905,11;29,93;33,76
18.01.2021 17:00:56;35,21;2,06;934,07;35,50;38,38
18.01.2021 18:00:56;38,90;1,14;951,36;41,35;44,32
18.01.2021 19:00:56;38,03;1,54;951,46;51,00;54,91
18.01.2021 20:00:56;39,95;0,64;786,23;45,75;49,83
18.01.2021 21:00:56;28,31;-0,08;643,79;30,23;31,72
18.01.2021 22:00:56;23,13;3,21;612,33;23,44;24,32
18.01.2021 23:00:56;26,90;7,53;292,27;24,19;25,39
19.01.2021 00:00:56;27,97;6,96;260,13;19,85;20,80
19.01.2021 01:00:56;15,53;6,98;237,58;15,50;16,26
19.01.2021 02:00:56;22,79;5,31;219,38;14,01;14,85
19.01.2021 03:00:56;17,16;5,71;136,48;12,98;13,84
19.01.2021 04:00:56;17,97;4,16;46,94;12,22;13,04
19.01.2021 05:00:56;16,05;2,61;0,00;12,57;13,50
19.01.2021 06:00:56;15,03;3,27;0,00;16,36;17,33
19.01.2021 07:00:56;24,74;2,64;0,00;27,28;28,58
19.01.2021 08:00:56;30,84;2,40;0,00;34,63;36,82
19.01.2021 09:00:56;34,90;3,57;101,81;33,33;37,20
19.01.2021 10:00:56;36,95;3,97;0,00;25,91;29,07
19.01.2021 11:00:56;35,05;5,61;274,01;18,86;21,27
19.01.2021 12:00:56;33,05;4,81;601,75;17,91;20,17
19.01.2021 13:00:56;30,08;5,34;829,44;20,74;23,63
19.01.2021 14:00:56;32,92;5,62;986,35;21,64;24,47
19.01.2021 15:00:56;28,13;5,52;1.227,16;18,75;21,19
19.01.2021 16:00:56;22,16;6,41;1.361,33;21,07;23,07
19.01.2021 17:00:56;30,77;7,53;1.375,81;26,49;28,36
19.01.2021 18:00:56;28,08;7,74;1.416,96;42,70;44,91
19.01.2021 19:00:56;46,51;8,77;1.234,11;54,43;57,32
19.01.2021 20:00:56;44,08;8,89;1.027,95;36,94;38,16
19.01.2021 21:00:56;36,21;7,84;813,48;27,06;28,27
19.01.2021 22:00:56;27,23;7,00;667,95;26,42;28,05
19.01.2021 23:00:56;30,90;6,13;232,93;22,75;24,17
20.01.2021 00:00:56;25,16;4,45;159,21;23,27;24,27
20.01.2021 01:00:56;31,72;4,38;24,17;18,24;19,03
20.01.2021 02:00:56;30,05;3,93;0,00;13,93;14,56
20.01.2021 03:00:56;19,28;2,34;0,00;13,17;13,99
20.01.2021 04:00:56;17,05;2,43;0,00;15,65;16,32
20.01.2021 05:00:56;17,00;1,73;40,31;18,73;19,38
20.01.2021 06:00:56;24,79;1,85;23,76;27,59;28,21
20.01.2021 07:00:56;35,72;1,87;0,00;38,70;40,36
20.01.2021 08:00:56;44,77;2,99;0,00;63,70;70,21
20.01.2021 09:00:56;57,66;2,87;14,83;33,00;36,54
20.01.2021 10:00:56;31,70;1,09;0,00;16,52;18,31
20.01.2021 11:00:56;18,34;2,10;430,72;16,29;18,48
20.01.2021 12:00:56;22,87;2,83;755,63;19,12;21,66
20.01.2021 13:00:56;23,97;3,04;1.059,88;17,05;19,24
20.01.2021 14:00:56;19,13;5,34;1.445,73;19,72;22,28
20.01.2021 15:00:56;28,74;5,44;1.660,69;19,03;21,04
20.01.2021 16:00:56;24,13;5,17;1.808,17;18,13;19,91
20.01.2021 17:00:56;24,97;3,53;1.327,72;25,54;27,10
20.01.2021 18:00:56;31,82;6,66;1.499,61;53,06;65,30
20.01.2021 19:00:56;77,78;10,66;1.911,47;90,03;123,12
20.01.2021 20:00:56;111,15;16,25;1.892,29;80,83;100,14
20.01.2021 21:00:56;104,21;19,24;1.787,17;67,96;78,15
20.01.2021 22:00:56;90,36;22,81;1.771,05;56,36;61,66
20.01.2021 23:00:56;101,69;23,07;810,86;48,85;51,39
21.01.2021 00:00:56;79,59;19,27;614,74;41,11;43,24
21.01.2021 01:00:56;70,37;19,35;492,17;38,05;40,27
21.01.2021 02:00:56;61,23;16,12;359,41;46,97;50,88
21.01.2021 03:00:56;61,97;15,56;635,60;58,13;94,19
21.01.2021 04:00:56;157,47;16,45;598,00;61,06;98,56
21.01.2021 05:00:56;188,25;18,41;256,95;51,87;83,26
21.01.2021 06:00:56;148,09;16,14;316,18;60,65;86,47
21.01.2021 07:00:56;142,13;14,57;310,69;79,65;110,31
21.01.2021 08:00:56;152,72;19,12;930,70;92,49;186,49
21.01.2021 09:00:56;183,20;32,60;1.097,61;75,61;250,63
21.01.2021 10:00:56;355,45;38,82;496,02;73,46;173,11
21.01.2021 11:00:56;344,41;32,92;1.132,64;59,38;89,12
21.01.2021 12:00:56;186,19;29,22;1.302,62;63,35;78,43
21.01.2021 13:00:56;171,28;28,91;1.358,00;47,45;55,71
21.01.2021 14:00:56;116,45;22,17;1.655,79;42,00;47,34
21.01.2021 15:00:56;86,75;20,26;1.433,17;47,16;53,06
21.01.2021 16:00:56;90,87;18,37;1.315,64;51,22;57,93
21.01.2021 17:00:56;103,66;18,68;1.616,27;68,10;82,70
21.01.2021 18:00:56;124,46;25,24;2.535,96;91,81;205,39
21.01.2021 19:00:56;260,41;36,68;3.323,90;130,82;286,26
21.01.2021 20:00:56;305,89;37,08;3.161,17;125,08;268,14
21.01.2021 21:00:56;229,07;42,47;4.437,83;130,20;375,31
21.01.2021 22:00:56;300,06;43,59;3.488,87;81,83;166,43
21.01.2021 23:00:56;179,26;35,64;2.375,36;104,15;171,70
22.01.2021 00:00:56;219,84;31,12;1.996,73;106,49;160,45
22.01.2021 01:00:56;182,63;33,44;2.379,14;132,44;222,76
22.01.2021 02:00:56;223,86;26,26;1.298,70;76,92;117,62
22.01.2021 03:00:56;112,97;23,37;1.649,51;88,30;156,51
22.01.2021 04:00:56;135,33;17,46;1.018,59;88,03;119,09
22.01.2021 05:00:56;105,80;13,85;1.112,82;94,59;144,01
22.01.2021 06:00:56;101,10;13,28;907,73;91,82;136,37
22.01.2021 07:00:56;97,10;16,80;1.240,15;72,03;191,62
22.01.2021 08:00:56;137,91;20,44;1.753,56;137,87;297,01
22.01.2021 09:00:56;150,69;22,99;1.243,32;121,65;257,92
22.01.2021 10:00:56;181,20;37,98;691,82;97,97;242,96
22.01.2021 11:00:56;354,42;34,64;1.353,27;106,39;198,27
22.01.2021 12:00:56;358,03;26,87;1.212,13;95,74;148,78
22.01.2021 13:00:56;320,01;25,02;821,83;73,27;93,74
22.01.2021 14:00:56;203,08;17,28;194,41;44,52;50,63
22.01.2021 15:00:56;116,22;9,37;98,14;41,85;46,49
22.01.2021 16:00:56;76,98;8,71;88,05;51,43;59,48
22.01.2021 17:00:56;94,51;11,70;228,75;75,08;96,37
22.01.2021 18:00:56;133,97;17,15;1.692,15;106,83;233,64
22.01.2021 19:00:56;276,25;29,69;2.098,44;127,89;306,84
22.01.2021 20:00:56;251,75;40,48;2.059,43;82,79;219,27
22.01.2021 21:00:56;205,22;34,61;2.751,51;114,98;295,84
22.01.2021 22:00:56;248,81;35,65;2.572,80;130,12;259,22
22.01.2021 23:00:56;241,23;43,01;4.165,74;138,58;448,26
23.01.2021 00:00:56;346,21;51,74;4.865,02;88,88;386,27
23.01.2021 01:00:56;300,07;49,28;3.879,24;81,52;198,52
23.01.2021 02:00:56;207,41;33,77;2.751,29;74,80;147,50
23.01.2021 03:00:56;161,16;27,18;1.915,88;70,62;121,34
23.01.2021 04:00:56;124,93;23,92;1.880,00;61,72;124,92
23.01.2021 05:00:56;101,59;22,62;1.885,83;67,75;116,04
23.01.2021 06:00:56;90,28;21,34;2.214,83;95,89;200,10
23.01.2021 07:00:56;90,00;20,62;1.744,46;65,77;136,83
23.01.2021 08:00:56;72,47;21,16;2.423,56;77,92;234,01
23.01.2021 09:00:56;105,12;30,14;2.299,84;114,05;234,50
23.01.2021 10:00:56;148,86;33,89;1.520,15;101,76;138,79
23.01.2021 11:00:56;125,65;26,87;1.217,61;99,54;137,26
23.01.2021 12:00:56;271,12;20,52;265,34;63,46;76,63
23.01.2021 13:00:56;139,59;20,70;190,00;60,43;68,97
23.01.2021 14:00:56;142,82;16,19;1,96;43,32;47,70
23.01.2021 15:00:56;118,65;11,41;0,00;32,68;35,42
23.01.2021 16:00:56;80,01;6,49;0,00;29,35;31,40
23.01.2021 17:00:56;53,67;7,75;96,87;46,10;51,91
23.01.2021 18:00:56;102,68;13,62;615,19;96,96;139,52
23.01.2021 19:00:56;224,79;21,60;1.640,14;87,04;180,57
23.01.2021 20:00:56;219,23;32,97;1.821,29;84,43;175,07
23.01.2021 21:00:56;247,25;39,15;2.114,74;72,23;152,67
23.01.2021 22:00:56;225,59;27,79;2.439,68;82,06;149,11
23.01.2021 23:00:56;199,67;21,90;2.240,07;88,03;183,64
24.01.2021 00:00:56;214,59;30,49;3.091,81;80,37;209,33
24.01.2021 01:00:56;239,94;33,33;3.541,55;126,02;267,89
24.01.2021 02:00:56;237,10;31,55;2.828,70;99,89;251,46
24.01.2021 03:00:56;236,03;28,07;1.972,54;78,72;142,68
24.01.2021 04:00:56;160,99;23,70;2.151,18;59,77;145,85
24.01.2021 05:00:56;180,43;22,32;1.876,33;71,10;130,90
24.01.2021 06:00:56;171,26;18,01;1.683,47;65,40;119,71
24.01.2021 07:00:56;161,26;14,97;872,87;67,04;101,63
24.01.2021 08:00:56;167,82;14,43;595,66;57,24;81,91
24.01.2021 09:00:56;151,44;14,90;1.081,08;61,82;120,69
24.01.2021 10:00:56;182,17;17,94;1.470,36;88,06;131,96
24.01.2021 11:00:56;227,81;16,47;876,81;54,09;63,32
24.01.2021 12:00:56;150,09;10,49;321,90;27,92;30,52
24.01.2021 13:00:56;51,56;3,47;0,20;20,53;22,00
24.01.2021 14:00:56;37,31;0,75;0,00;19,26;20,65
24.01.2021 15:00:56;33,10;-0,28;0,00;18,80;20,20
24.01.2021 16:00:56;27,16;2,00;56,57;27,18;28,45
24.01.2021 17:00:56;39,66;3,28;0,00;29,64;31,32
24.01.2021 18:00:56;44,87;2,83;34,03;26,29;27,34
24.01.2021 19:00:56;36,23;1,74;204,21;39,93;41,81
24.01.2021 20:00:56;54,51;9,55;751,06;59,19;67,38
24.01.2021 21:00:56;65,72;10,82;675,54;58,58;65,60
24.01.2021 22:00:56;82,56;16,16;722,93;47,02;51,17
24.01.2021 23:00:56;65,47;15,66;594,39;47,35;53,25
25.01.2021 00:00:56;76,69;21,56;997,39;50,93;56,97
25.01.2021 01:00:56;92,35;19,06;907,04;56,19;64,72
25.01.2021 02:00:56;87,16;17,17;633,83;50,53;56,04
25.01.2021 03:00:56;87,00;16,23;700,01;39,24;41,85
25.01.2021 04:00:56;49,01;14,72;1.027,12;45,87;49,09
25.01.2021 05:00:56;56,77;11,62;456,11;43,09;46,34
25.01.2021 06:00:56;78,43;13,37;716,71;59,50;69,62
25.01.2021 07:00:56;77,05;16,26;1.179,62;71,53;92,37
25.01.2021 08:00:56;77,00;16,78;1.652,29;112,72;195,82
25.01.2021 09:00:56;124,73;27,07;1.701,10;97,17;223,59
25.01.2021 10:00:56;305,24;27,11;905,28;76,30;134,82
25.01.2021 11:00:56;174,59;28,37;1.551,91;83,27;149,00
25.01.2021 12:00:56;216,78;24,43;1.133,55;77,57;105,79
25.01.2021 13:00:56;151,76;24,05;813,52;57,94;77,53
25.01.2021 14:00:56;132,47;21,91;499,53;62,37;75,76
25.01.2021 15:00:56;137,84;17,73;509,89;78,08;95,59
25.01.2021 16:00:56;131,18;17,76;797,39;89,11;119,75
25.01.2021 17:00:56;99,83;15,79;442,88;71,68;86,59
25.01.2021 18:00:56;56,14;15,51;473,58;74,68;92,48
25.01.2021 19:00:56;56,95;15,62;524,24;63,28;73,81
25.01.2021 20:00:56;52,13;12,83;144,15;43,88;47,26
25.01.2021 21:00:56;50,05;12,54;490,76;41,13;43,14
25.01.2021 22:00:56;40,26;13,26;291,41;47,51;49,79
25.01.2021 23:00:56;51,69;17,16;346,38;40,03;42,30
26.01.2021 00:00:56;56,87;15,36;199,36;31,39;32,55
26.01.2021 01:00:56;54,12;15,21;326,63;26,20;27,29
26.01.2021 02:00:56;48,16;14,08;318,27;39,92;43,15
26.01.2021 03:00:56;78,20;16,28;631,12;47,45;51,31
26.01.2021 04:00:56;75,10;12,94;171,80;29,38;30,67
26.01.2021 05:00:56;52,59;15,39;405,58;35,50;36,88
26.01.2021 06:00:56;37,39;12,59;412,94;39,59;42,45
26.01.2021 07:00:56;41,87;15,28;796,62;66,83;93,48
26.01.2021 08:00:56;45,90;15,05;465,49;81,40;112,30
26.01.2021 09:00:56;48,92;21,82;844,93;83,60;156,82
26.01.2021 10:00:56;181,48;24,93;301,58;78,50;101,24
26.01.2021 11:00:56;95,38;25,24;1.019,97;69,88;89,58
26.01.2021 12:00:56;92,03;19,74;509,68;46,62;52,17
26.01.2021 13:00:56;50,11;14,84;184,94;35,04;38,15
26.01.2021 14:00:56;49,97;13,48;177,10;39,83;43,82
26.01.2021 15:00:56;46,10;11,11;25,47;33,69;36,13
26.01.2021 16:00:56;43,08;10,03;4,88;35,52;37,85
26.01.2021 17:00:56;42,03;10,53;37,17;35,58;38,26
26.01.2021 18:00:56;37,13;12,04;275,70;41,62;45,39
26.01.2021 19:00:56;42,84;11,11;63,90;37,58;40,86
26.01.2021 20:00:56;39,10;9,54;208,97;28,04;29,48
26.01.2021 21:00:56;31,21;11,36;202,42;23,57;24,57
26.01.2021 22:00:56;41,72;10,22;318,07;21,71;22,53
26.01.2021 23:00:56;36,16;8,98;419,97;17,70;18,65
27.01.2021 00:00:56;32,10;6,99;246,66;14,46;15,45
27.01.2021 01:00:56;35,84;7,53;397,09;12,50;13,22
27.01.2021 02:00:56;31,13;6,03;311,69;10,85;11,69
27.01.2021 03:00:56;33,92;5,09;500,69;9,72;10,51
27.01.2021 04:00:56;23,28;6,50;381,77;10,49;11,07
27.01.2021 05:00:56;31,77;6,80;820,92;12,23;12,63
27.01.2021 06:00:56;29,08;5,86;415,36;12,14;13,31
27.01.2021 07:00:56;27,05;6,98;690,34;26,67;28,54
27.01.2021 08:00:56;35,77;7,18;1.050,60;41,39;45,56
27.01.2021 09:00:56;48,66;10,08;720,03;42,70;49,84
27.01.2021 10:00:56;68,48;9,20;657,41;33,52;37,33
27.01.2021 11:00:56;76,79;9,46;471,70;24,72;27,07
27.01.2021 12:00:56;67,26;6,49;169,14;23,14;25,54
27.01.2021 13:00:56;71,87;5,85;168,11;21,83;23,49
27.01.2021 14:00:56;60,31;5,91;31,83;23,79;25,93
27.01.2021 15:00:56;41,49;5,85;222,39;27,09;29,23
27.01.2021 16:00:56;39,05;5,41;269,99;28,27;30,77
27.01.2021 17:00:56;32,18;6,79;430,92;44,77;48,40
27.01.2021 18:00:56;37,84;5,00;715,72;50,39;54,79
27.01.2021 19:00:56;38,97;6,05;601,45;41,39;44,44
27.01.2021 20:00:56;37,05;7,57;819,97;29,65;31,42
27.01.2021 21:00:56;23,36;6,60;629,11;25,22;26,68
27.01.2021 22:00:56;22,03;9,59;837,56;17,58;18,69
27.01.2021 23:00:56;17,13;7,78;118,72;15,75;16,82
28.01.2021 00:00:56;10,18;8,16;6,82;13,66;14,53
28.01.2021 01:00:56;19,59;9,89;60,69;15,07;15,98
28.01.2021 02:00:56;17,08;14,86;376,28;16,56;17,28
28.01.2021 03:00:56;8,23;12,43;462,40;12,25;12,88
28.01.2021 04:00:56;8,97;8,53;482,46;8,68;9,69
28.01.2021 05:00:56;14,84;9,56;1.308,10;11,27;12,20
28.01.2021 06:00:56;8,18;11,17;1.601,06;22,50;23,49
28.01.2021 07:00:56;15,79;10,80;1.842,01;35,89;39,10
28.01.2021 08:00:56;33,53;11,03;1.982,05;46,38;49,64
28.01.2021 09:00:56;22,31;10,60;1.852,04;36,33;39,87
28.01.2021 10:00:56;19,08;8,87;1.113,35;20,55;22,97
28.01.2021 11:00:56;17,05;7,45;343,75;14,84;16,41
28.01.2021 12:00:56;15,05;6,87;151,24;13,71;15,53
28.01.2021 13:00:56;17,92;6,99;151,98;15,48;17,40
28.01.2021 14:00:56;14,10;6,33;61,98;15,88;18,06
28.01.2021 15:00:56;14,00;7,43;156,79;16,43;18,43
28.01.2021 16:00:56;14,00;5,73;150,69;15,68;17,82
28.01.2021 17:00:56;15,95;6,10;323,95;23,69;25,74
28.01.2021 18:00:56;18,92;9,51;755,06;61,77;73,89
28.01.2021 19:00:56;40,43;14,16;1.058,99;67,50;75,80
28.01.2021 20:00:56;47,82;15,06;927,30;73,47;81,68
28.01.2021 21:00:56;63,59;15,14;1.045,00;88,37;115,22
28.01.2021 22:00:56;93,22;15,37;1.370,56;79,48;111,64
28.01.2021 23:00:56;82,31;14,95;893,59;77,53;119,57
29.01.2021 00:00:56;92,72;12,33;135,14;40,53;45,96
29.01.2021 01:00:56;41,20;11,17;0,00;22,72;23,57
29.01.2021 02:00:56;27,31;9,34;121,40;22,04;22,98
29.01.2021 03:00:56;18,23;7,99;209,37;20,45;21,30
29.01.2021 04:00:56;6,31;5,66;251,30;18,02;18,89
29.01.2021 05:00:56;8,92;6,21;15,70;20,71;21,38
29.01.2021 06:00:56;17,77;6,96;80,79;26,33;27,36
29.01.2021 07:00:56;19,95;8,13;473,39;53,39;67,60
29.01.2021 08:00:56;23,90;11,42;1.577,61;96,51;202,34
29.01.2021 09:00:56;111,67;18,17;506,87;47,79;68,04
29.01.2021 10:00:56;55,55;13,87;233,48;31,78;36,76
29.01.2021 11:00:56;37,44;9,55;561,43;39,27;45,08
29.01.2021 12:00:56;66,22;11,66;56,64;35,80;41,72
29.01.2021 13:00:56;64,08;10,81;12,68;28,81;32,81
29.01.2021 14:00:56;58,16;7,48;0,00;15,13;16,71
29.01.2021 15:00:56;12,22;4,62;0,00;11,28;12,63
29.01.2021 16:00:56;16,84;3,84;39,45;13,11;15,17
29.01.2021 17:00:56;17,00;3,56;423,32;17,96;19,13
29.01.2021 18:00:56;18,95;7,28;81,07;55,89;61,85
29.01.2021 19:00:56;44,33;10,33;271,37;59,35;66,22
29.01.2021 20:00:56;31,36;13,42;820,07;68,35;80,23
29.01.2021 21:00:56;51,46;20,63;1.349,85;84,25;95,28
29.01.2021 22:00:56;94,86;22,24;1.094,12;43,92;47,00
29.01.2021 23:00:56;53,14;14,70;546,34;32,07;33,78
30.01.2021 00:00:56;38,37;10,86;587,58;42,41;44,51
30.01.2021 01:00:56;47,59;20,13;1.158,60;70,30;80,07
30.01.2021 02:00:56;93,78;21,26;982,81;67,89;81,73
30.01.2021 03:00:56;94,03;14,61;1.524,79;52,61;65,51
30.01.2021 04:00:56;99,84;9,72;2.300,16;43,23;52,52
30.01.2021 05:00:56;86,36;9,48;2.532,85;50,02;63,47
30.01.2021 06:00:56;109,38;13,89;2.452,30;48,54;72,57
30.01.2021 07:00:56;161,63;21,84;2.535,98;63,08;85,87
30.01.2021 08:00:56;170,79;22,20;2.863,24;62,85;169,34
30.01.2021 09:00:56;195,35;28,44;3.401,59;91,60;205,63
30.01.2021 10:00:56;341,15;35,38;3.215,79;74,41;151,28
30.01.2021 11:00:56;238,82;41,75;1.245,56;57,99;119,94
30.01.2021 12:00:56;216,52;34,38;1.251,86;70,44;113,15
30.01.2021 13:00:56;197,49;24,59;257,18;46,30;58,36
30.01.2021 14:00:56;84,97;21,85;226,04;45,93;53,40
30.01.2021 15:00:56;83,95;28,35;300,28;51,10;57,95
30.01.2021 16:00:56;72,31;18,08;666,01;74,27;91,02
30.01.2021 17:00:56;85,64;9,58;410,17;56,37;71,11
30.01.2021 18:00:56;78,21;8,53;29,52;46,24;52,04
30.01.2021 19:00:56;46,83;5,81;335,96;37,93;40,01
30.01.2021 20:00:56;42,10;7,02;10,77;40,87;43,80
30.01.2021 21:00:56;57,59;7,41;82,15;40,94;44,91
30.01.2021 22:00:56;45,34;7,15;0,00;42,90;46,46
30.01.2021 23:00:56;50,84;11,63;854,83;42,40;45,90
31.01.2021 00:00:56;30,55;9,19;1.148,40;42,88;47,21
31.01.2021 01:00:56;62,62;11,00;921,25;38,58;40,35
31.01.2021 02:00:56;73,74;13,33;1.260,02;47,68;49,87
31.01.2021 03:00:56;52,57;9,33;831,14;40,04;42,48
31.01.2021 04:00:56;59,79;10,46;959,76;40,06;42,95
31.01.2021 05:00:56;60,00;8,54;1.124,87;46,38;50,72
31.01.2021 06:00:56;38,57;12,54;735,67;24,93;25,85
31.01.2021 07:00:56;13,65;9,10;889,48;35,36;39,51
31.01.2021 08:00:56;21,77;10,12;1.175,71;53,36;71,65
31.01.2021 09:00:56;43,43;8,70;981,80;42,40;50,23
31.01.2021 10:00:56;41,08;9,19;697,24;44,15;50,66
31.01.2021 11:00:56;58,53;9,78;375,84;29,94;33,46
31.01.2021 12:00:56;29,78;9,24;1,51;21,97;23,92
31.01.2021 13:00:56;42,64;7,29;28,17;15,67;17,07
31.01.2021 14:00:56;26,44;6,25;0,00;13,67;14,99
31.01.2021 15:00:56;15,28;4,96;153,76;12,97;14,49
31.01.2021 16:00:56;16,95;4,35;279,93;14,88;15,74
31.01.2021 17:00:56;17,97;4,36;47,88;19,67;20,69
31.01.2021 18:00:56;25,79;6,52;103,28;40,43;41,57
31.01.2021 19:00:56;71,78;9,36;1.463,75;90,25;136,85
31.01.2021 20:00:56;181,13;19,14;1.616,43;76,35;111,24
31.01.2021 21:00:56;150,88;19,02;1.527,15;65,21;96,83
31.01.2021 22:00:56;127,59;18,67;1.790,91;61,45;79,16
31.01.2021 23:00:56;106,54;15,97;1.680,00;79,52;118,05
01.02.2021 00:00:56;141,05;24,32;2.741,27;101,51;141,28
01.02.2021 01:00:56;193,80;21,76;1.133,24;48,51;54,69
01.02.2021 02:00:56;66,44;22,21;1.292,10;49,38;54,22
01.02.2021 03:00:56;67,87;13,89;1.276,57;49,05;51,58
01.02.2021 04:00:56;48,52;15,29;845,43;52,05;56,54
01.02.2021 05:00:56;57,74;16,22;1.040,78;44,45;47,51
01.02.2021 06:00:56;39,49;11,52;1.045,59;51,57;63,43
01.02.2021 07:00:56;41,92;13,84;1.426,30;93,31;149,44
01.02.2021 08:00:56;72,20;16,82;1.917,94;97,77;213,39
01.02.2021 09:00:56;76,90;19,90;1.684,26;94,63;173,78
01.02.2021 10:00:56;110,12;19,56;441,39;58,44;77,74
01.02.2021 11:00:56;58,40;13,52;486,13;41,79;48,73
01.02.2021 12:00:56;41,41;9,31;295,20;32,21;34,88
01.02.2021 13:00:56;31,26;7,44;0,00;27,58;30,16
01.02.2021 14:00:56;28,08;7,06;243,93;23,12;25,04
01.02.2021 15:00:56;23,13;5,64;867,07;22,78;24,83
01.02.2021 16:00:56;26,90;6,62;407,26;30,01;32,70
01.02.2021 17:00:56;26,03;5,27;546,35;35,67;37,89
01.02.2021 18:00:56;31,84;6,86;892,00;67,73;78,78
01.02.2021 19:00:56;67,07;8,48;811,70;54,73;66,06
01.02.2021 20:00:56;56,31;8,69;1.238,26;51,18;60,48
01.02.2021 21:00:56;72,56;9,23;7.623,02;34,14;36,27
01.02.2021 22:00:56;42,80;7,55;997,53;24,28;25,66
01.02.2021 23:00:56;32,26;7,17;82,60;29,13;30,09
02.02.2021 00:00:56;43,68;9,21;58,68;24,48;26,33
02.02.2021 01:00:56;47,84;9,85;307,19;41,48;44,45
02.02.2021 02:00:56;66,51;10,66;453,73;38,69;40,08
02.02.2021 03:00:56;46,54;10,44;375,13;44,54;48,08
02.02.2021 04:00:56;45,03;10,56;769,08;43,53;46,56
02.02.2021 05:00:56;40,13;9,68;327,97;32,13;34,32
02.02.2021 06:00:56;42,92;10,81;158,58;29,57;31,93
02.02.2021 07:00:56;27,41;9,34;653,99;76,52;113,75
02.02.2021 08:00:56;64,02;14,06;1.913,33;183,11;279,56
02.02.2021 09:00:56;147,80;23,05;1.647,79;151,29;244,11
02.02.2021 10:00:56;142,21;22,92;496,05;72,43;95,81
02.02.2021 11:00:56;66,99;15,55;450,52;50,75;62,27
02.02.2021 12:00:56;61,10;10,07;683,53;40,13;44,86
02.02.2021 13:00:56;41,52;8,04;613,98;32,37;35,48
02.02.2021 14:00:56;26,39;7,49;127,18;32,26;35,54
02.02.2021 15:00:56;40,61;5,23;42,05;41,56;47,84
02.02.2021 16:00:56;53,66;6,76;378,08;52,07;63,25
02.02.2021 17:00:56;68,61;8,65;47.632,66;71,77;103,19
02.02.2021 18:00:56;149,85;12,88;1.023,03;96,72;200,47
02.02.2021 19:00:56;184,15;18,13;1.771,91;124,83;230,68
02.02.2021 20:00:56;179,16;23,39;3.438,95;78,72;215,62
02.02.2021 21:00:56;181,92;24,65;2.089,06;135,50;208,21
02.02.2021 22:00:56;171,28;23,78;2.432,26;109,87;263,52
02.02.2021 23:00:56;266,47;34,79;3.774,00;93,25;295,01
03.02.2021 00:00:56;274,84;35,27;3.138,32;72,61;194,53
03.02.2021 01:00:56;197,29;32,01;3.307,68;85,07;229,77
03.02.2021 02:00:56;236,86;35,77;3.032,32;106,66;271,42
03.02.2021 03:00:56;420,16;33,05;2.841,25;83,54;259,27
03.02.2021 04:00:56;316,87;34,22;3.547,37;66,43;258,66
03.02.2021 05:00:56;269,19;29,89;2.903,85;99,59;208,42
03.02.2021 06:00:56;207,60;28,95;3.022,42;78,39;183,28
03.02.2021 07:00:56;155,34;24,69;2.574,97;115,16;274,02
03.02.2021 08:00:56;198,81;33,36;4.372,28;171,71;442,45
03.02.2021 09:00:56;283,78;39,22;4.336,79;119,36;393,90
03.02.2021 10:00:56;249,96;41,29;4.312,30;134,71;451,00
03.02.2021 11:00:56;613,33;53,52;3.698,98;123,90;311,77
03.02.2021 12:00:56;527,53;41,40;2.066,39;93,55;166,91
03.02.2021 13:00:56;285,36;24,86;779,14;57,03;77,64
03.02.2021 14:00:56;95,86;17,36;344,20;45,87;55,79
03.02.2021 15:00:56;67,62;11,78;227,24;43,20;47,94
03.02.2021 16:00:56;69,92;12,78;849,61;38,96;41,32
03.02.2021 17:00:56;70,97;12,40;399,45;48,07;51,26
03.02.2021 18:00:56;79,77;12,10;910,80;74,98;124,00
03.02.2021 19:00:56;160,85;19,01;3.559,67;109,88;327,66
03.02.2021 20:00:56;288,66;27,70;2.208,82;91,23;222,32
03.02.2021 21:00:56;183,87;28,43;2.014,28;100,44;226,94
03.02.2021 22:00:56;218,02;23,83;2.081,46;80,22;154,61
03.02.2021 23:00:56;177,11;19,49;2.271,84;80,73;143,63
04.02.2021 00:00:56;195,47;18,42;2.536,28;70,78;121,75
04.02.2021 01:00:56;167,22;22,13;2.319,27;66,37;109,62
04.02.2021 02:00:56;145,54;13,80;1.593,88;51,69;62,99
04.02.2021 03:00:56;100,19;11,15;1.986,32;59,42;73,04
