Tarih;Konya - Karatay;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
7.06.2021 12:00;30,57;1,84;154,15;-;-;126,15
7.06.2021 13:00;32,3;1,43;160,93;-;-;133,88
7.06.2021 14:00;26,37;1,48;146,93;-;-;139,25
7.06.2021 15:00;27,63;1,55;143,88;-;-;144,92
7.06.2021 16:00;25,11;2,53;150,26;-;-;153,06
7.06.2021 17:00;29,47;2,65;148,78;-;-;155,9
7.06.2021 18:00;36,12;1,71;155,39;-;-;154,63
7.06.2021 19:00;34,4;2,18;185,18;-;-;146,6
7.06.2021 20:00;34,12;3,85;227,37;-;-;113,42
7.06.2021 21:00;30,87;5,61;271,65;-;-;90,75
7.06.2021 22:00;36,63;10,82;306,89;-;-;72,47
7.06.2021 23:00;40,14;20,25;382,77;-;-;50,35
8.06.2021 00:00;77,38;13,29;831,04;-;-;-
8.06.2021 01:00;81,86;1,72;616,73;-;-;19,11
8.06.2021 02:00;70,07;1,22;301,61;-;-;60,06
8.06.2021 03:00;47,02;1,31;251,55;-;-;59,98
8.06.2021 04:00;42,36;1,09;184,56;-;-;74,67
8.06.2021 05:00;33,54;0,84;181,74;-;-;66,46
8.06.2021 06:00;24,32;0,94;217,96;-;-;46,49
8.06.2021 07:00;24,84;1,54;323,06;-;-;23,35
8.06.2021 08:00;37,6;2,03;453,21;-;-;30,08
8.06.2021 09:00;42,82;1,48;282,2;-;-;76,56
8.06.2021 10:00;51,81;1,77;245,74;-;-;88,78
8.06.2021 11:00;46,87;2,74;177,82;-;-;112,95
8.06.2021 12:00;35,65;1,38;156,75;-;-;130,27
8.06.2021 13:00;32,47;1,4;163,02;-;-;134,62
8.06.2021 14:00;33,23;1,41;161,98;-;-;128,26
8.06.2021 15:00;32,1;1,55;193,11;-;-;119,42
8.06.2021 16:00;31,81;1,48;202,69;-;-;117,04
8.06.2021 17:00;33,76;2,21;209,29;-;-;113,15
8.06.2021 18:00;25,59;3,12;208,61;-;-;116,05
8.06.2021 19:00;31,04;5,55;245,18;-;-;102,33
8.06.2021 20:00;53,66;1,59;331,88;-;-;84,08
8.06.2021 21:00;52,77;3,39;294,88;-;-;84,5
8.06.2021 22:00;47,77;3,36;299,82;-;-;78,35
8.06.2021 23:00;36,27;2,76;342,54;-;-;64,27
9.06.2021 00:00;25,69;2,65;290,13;-;-;73,13
9.06.2021 01:00;18,62;2,16;274,98;-;-;52,13
9.06.2021 02:00;15,71;2,02;195,88;-;-;54,38
9.06.2021 03:00;17,37;1,73;156,42;-;-;54,56
9.06.2021 04:00;15,68;1,5;143,76;-;-;53,23
9.06.2021 05:00;12,98;1,39;145,63;-;-;48,27
9.06.2021 06:00;10,83;1,07;216,84;-;-;25,7
9.06.2021 07:00;13,19;1,69;271,07;-;-;21,24
9.06.2021 08:00;18,34;3,17;385,42;-;-;21,04
9.06.2021 09:00;42,06;3,01;291,65;-;-;54,64
9.06.2021 10:00;53,07;4;240,15;-;-;76,08
9.06.2021 11:00;48,38;4,79;193,92;-;-;91,21
9.06.2021 12:00;50,8;4,09;134,22;-;-;107,58
9.06.2021 13:00;39,6;3,34;107,1;-;-;110,9
9.06.2021 14:00;40,95;2,85;104,26;-;-;118,64
9.06.2021 15:00;36,54;2,14;110,91;-;-;120,8
9.06.2021 16:00;32,92;2,2;95,84;-;-;120,84
9.06.2021 17:00;25,64;3,39;112,71;-;-;119,42
9.06.2021 18:00;20,14;3,39;144,9;-;-;112,53
9.06.2021 19:00;26,04;1,61;221,73;-;-;90,75
9.06.2021 20:00;29,39;2,25;272,35;-;-;66,18
9.06.2021 21:00;29,78;1,84;252,98;-;-;64,54
9.06.2021 22:00;32,55;2;175,06;-;-;81,84
9.06.2021 23:00;28,42;1,94;196,4;-;-;80,08
10.06.2021 00:00;22,47;2,05;154,63;-;-;81,67
10.06.2021 01:00;21,1;1,6;243,01;-;-;56,39
10.06.2021 02:00;19,79;-;-;-;-;-
10.06.2021 03:00;23,65;1,29;228,53;-;-;44,87
10.06.2021 04:00;18,31;1,11;213,7;-;-;42,55
10.06.2021 05:00;18,14;2,9;258,36;-;-;30,84
10.06.2021 06:00;13,78;3,99;311,75;-;-;19,24
10.06.2021 07:00;18,09;4,07;385;-;-;12,63
10.06.2021 08:00;29,88;10,75;449,98;-;-;-
10.06.2021 09:00;39,28;23,43;300,28;-;-;65,86
10.06.2021 10:00;38,21;4,69;380,61;-;-;62
10.06.2021 11:00;35,36;2,31;353,13;-;-;69,65
10.06.2021 12:00;36,2;3,87;271,28;-;-;93,07
10.06.2021 13:00;27,37;1,54;191,51;-;-;117,77
10.06.2021 14:00;26,89;1,5;192,83;-;-;114,72
10.06.2021 15:00;22,46;0,7;228,66;-;-;96,93
10.06.2021 16:00;19,96;0,61;251,88;-;-;88,61
10.06.2021 17:00;15;0,93;250,77;-;-;89,33
10.06.2021 18:00;10,99;1,11;273,11;-;-;83,49
10.06.2021 19:00;8,46;1,39;274,1;-;-;75,8
10.06.2021 20:00;10,86;2,12;308,7;-;-;70,64
10.06.2021 21:00;15,16;2,18;305,72;-;-;79,5
10.06.2021 22:00;17,15;1,87;291,66;-;-;82,8
10.06.2021 23:00;13,06;1,44;282,28;-;-;79,33
11.06.2021 00:00;9,39;1,18;429,74;-;-;32,02
11.06.2021 01:00;8,89;1,17;330,22;-;-;28,21
11.06.2021 02:00;16,31;1,86;271,91;-;-;19,73
11.06.2021 03:00;15,96;33,73;246,27;-;-;12,19
11.06.2021 04:00;26,97;5,5;241,61;-;-;22,86
11.06.2021 05:00;19,95;2,75;274,35;-;-;11,94
11.06.2021 06:00;21,54;2,01;329,88;-;-;3,15
11.06.2021 07:00;20,84;3,04;421,67;-;-;3,78
11.06.2021 08:00;31,03;3,82;389,03;-;-;27,74
11.06.2021 09:00;33,84;2,19;293,24;-;-;62,79
11.06.2021 10:00;35,83;3,5;250,14;-;-;86,18
11.06.2021 11:00;38,34;2,69;203,89;-;-;107,62
11.06.2021 12:00;27,87;2,81;189,06;-;-;116,18
11.06.2021 13:00;22,61;2,01;182,87;-;-;124,14
11.06.2021 14:00;19,19;1,49;168,78;-;-;128,05
11.06.2021 15:00;21,65;1,44;175,3;-;-;127,05
11.06.2021 16:00;21,69;0,99;160,48;-;-;127,54
11.06.2021 17:00;15,54;0,93;168,16;-;-;123,81
11.06.2021 18:00;11,24;1,85;240,98;-;-;105,47
11.06.2021 19:00;10,3;3,21;319,55;-;-;91,02
11.06.2021 20:00;20,08;2,89;431,38;-;-;63,8
11.06.2021 21:00;15,14;4,63;308,79;-;-;75,52
11.06.2021 22:00;15,87;3,95;265;-;-;71,68
11.06.2021 23:00;11,63;2,56;285,83;-;-;62,97
12.06.2021 00:00;8,44;1,84;298,63;-;-;50,01
12.06.2021 01:00;6,8;1,62;250,69;-;-;45,91
12.06.2021 02:00;7,57;1,54;214,46;-;-;50,34
12.06.2021 03:00;7,12;1,39;227,46;-;-;36,34
12.06.2021 04:00;6,58;1,19;215,4;-;-;28,67
12.06.2021 05:00;7,04;1,62;247,16;-;-;26,01
12.06.2021 06:00;7,02;1,55;329,06;-;-;15,3
12.06.2021 07:00;19,11;2,37;371,03;-;-;15,76
12.06.2021 08:00;36,71;5,08;252,79;-;-;60,63
12.06.2021 09:00;35,71;4,81;217,72;-;-;71,51
12.06.2021 10:00;34,74;3,2;195,22;-;-;85,6
12.06.2021 11:00;29,59;2,22;177;-;-;102,65
12.06.2021 12:00;23,13;2,11;163,84;-;-;116,76
12.06.2021 13:00;17,26;1,97;168,94;-;-;134,51
12.06.2021 14:00;15,53;-;-;-;-;-
12.06.2021 15:00;30,64;2,18;198,4;-;-;135,2
12.06.2021 16:00;24,92;1,64;300,11;-;-;113,73
12.06.2021 17:00;25,38;1,68;295,86;-;-;102,72
12.06.2021 18:00;18,76;1,69;221,5;-;-;125,29
12.06.2021 19:00;17,3;2,13;272,95;-;-;105,2
12.06.2021 20:00;13,98;2,05;421,91;-;-;75,47
12.06.2021 21:00;24,12;1,7;284,53;-;-;98,38
12.06.2021 22:00;22,52;1,86;285,94;-;-;87,19
12.06.2021 23:00;25,23;2,05;286,56;-;-;86,47
13.06.2021 00:00;18,43;2,09;306,92;-;-;73,75
13.06.2021 01:00;13,16;0,97;374,52;-;-;56
13.06.2021 02:00;10,18;1;221,32;-;-;-
13.06.2021 03:00;9,68;0,79;221,39;-;-;76,51
13.06.2021 04:00;11,52;0,53;259,32;-;-;51,66
13.06.2021 05:00;17,61;0,41;258,52;-;-;43,52
13.06.2021 06:00;13,13;0,79;270,96;-;-;32,71
13.06.2021 07:00;11,14;1,3;236,8;-;-;33,18
13.06.2021 08:00;15,34;2,36;268,74;-;-;49,66
13.06.2021 09:00;19,71;13,59;234;-;-;80,57
13.06.2021 10:00;17,86;2,52;192,45;-;-;97,69
13.06.2021 11:00;24,57;2,5;185,85;-;-;115,43
13.06.2021 12:00;21,74;1,94;186,57;-;-;129,5
13.06.2021 13:00;23,12;1,4;169,55;-;-;139,56
13.06.2021 14:00;22,67;1,03;157,04;-;-;139,79
13.06.2021 15:00;18,17;0,88;160,93;-;-;143,55
13.06.2021 16:00;16,41;0,76;160,24;-;-;147
13.06.2021 17:00;12,32;0,55;161,9;-;-;145,37
13.06.2021 18:00;10,3;0,5;165,83;-;-;144,93
13.06.2021 19:00;12,93;0,7;236,51;-;-;131,32
13.06.2021 20:00;12,93;0,67;232,57;-;-;124,2
13.06.2021 21:00;12,85;1,02;537,57;-;-;85,57
13.06.2021 22:00;20,94;0,92;444,16;-;-;83,32
13.06.2021 23:00;23,86;0,74;229,82;-;-;95,42
14.06.2021 00:00;17,79;0,82;252,69;-;-;85,17
14.06.2021 01:00;14,85;1,55;347,11;-;-;60,24
14.06.2021 02:00;16,07;1,12;214,92;-;-;95,62
14.06.2021 03:00;17,47;1,02;187,87;-;-;97,53
14.06.2021 04:00;21,16;1,08;188,23;-;-;96,22
14.06.2021 05:00;15,46;2,44;199,56;-;-;78,92
14.06.2021 06:00;12,14;5,28;231,77;-;-;58,35
14.06.2021 07:00;13,22;6,28;250,56;-;-;62,45
14.06.2021 08:00;18,29;1,99;318,13;-;-;84
14.06.2021 09:00;20,93;1,64;266,89;-;-;96,89
14.06.2021 10:00;25,89;3,41;-;-;-;-
14.06.2021 11:00;28,96;2,02;286,92;-;-;101,9
14.06.2021 12:00;26,15;1,95;205,06;-;-;133,03
14.06.2021 13:00;23,7;1,37;173,96;-;-;135,31
14.06.2021 14:00;89,57;0,97;195,03;-;-;130,27
14.06.2021 15:00;534,5;0,98;285,21;-;-;113,41
14.06.2021 16:00;378,11;1,81;348,56;-;-;98,26
14.06.2021 17:00;23,07;2,69;276,27;-;-;112,51
14.06.2021 18:00;12,31;1,47;274,32;-;-;103
14.06.2021 19:00;7,28;0,75;262,02;-;-;98,19
14.06.2021 20:00;16,18;1,37;337,26;-;-;80,17
14.06.2021 21:00;34,48;4,31;253,37;-;-;77,15
14.06.2021 22:00;11,33;3,19;270,71;-;-;70,52
14.06.2021 23:00;4,6;13,12;304,68;-;-;53,4
15.06.2021 00:00;3,21;5,92;280,65;-;-;45,05
15.06.2021 01:00;3,33;3,52;287,58;-;-;36,5
15.06.2021 02:00;6,62;9,78;230,39;-;-;50,41
15.06.2021 03:00;30,48;5,35;204,6;-;-;42,65
15.06.2021 04:00;8,13;2,85;209,67;-;-;43,81
15.06.2021 05:00;10,89;2,21;201,28;-;-;48,05
15.06.2021 06:00;3,87;1,94;259,1;-;-;54,28
15.06.2021 07:00;9,01;2,53;341,13;-;-;45,04
15.06.2021 08:00;36,73;3,4;279,42;-;-;60,68
15.06.2021 09:00;45,68;5,16;268,8;-;-;69,71
15.06.2021 10:00;25,41;4,14;256,17;-;-;83,29
15.06.2021 11:00;-;-;-;-;-;-
