Tarih;Konya - Karatay;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
21.05.2021 07:00;21,03;0,8;259,04;43,28;56,5;12,62
21.05.2021 08:00;36,27;1,14;405,89;58,45;87,79;23,62
21.05.2021 09:00;30,22;0,61;193,31;24,9;33,49;70,86
21.05.2021 10:00;38,21;0,43;124,68;7,22;8,97;90,26
21.05.2021 11:00;32,56;0,41;127,28;5,92;7,42;91,48
21.05.2021 12:00;34;0,34;133,07;5,53;6,96;93,41
21.05.2021 13:00;37,41;0,31;142,71;4,98;6,38;88,4
21.05.2021 14:00;50;0,26;142,57;4,74;6,1;85,89
21.05.2021 15:00;54,31;0,36;154,33;5,65;7,16;89,67
21.05.2021 16:00;56,11;0,51;160,53;6,03;7,53;92,94
21.05.2021 17:00;44,75;0,38;152,53;6,5;8,05;93,54
21.05.2021 18:00;42,3;0,29;145,71;7,32;8,92;88,24
21.05.2021 19:00;40,79;0,26;150,55;9,2;10,84;84,12
21.05.2021 20:00;35,1;0,58;285,85;27,29;30,58;72,59
21.05.2021 21:00;24,87;0,64;349,64;35,25;37,8;65,97
21.05.2021 22:00;27,98;0,79;267,09;22,04;22,97;80,19
21.05.2021 23:00;20,33;0,76;238,63;15,15;15,81;92,8
22.05.2021 00:00;26,38;0,74;211,29;8,8;9,54;102,54
22.05.2021 01:00;28,01;-;85,17;7,13;7,4;104,37
22.05.2021 02:00;26,45;-;74,79;6,29;6,58;106,27
22.05.2021 03:00;19,5;0,48;74,48;6,09;6,41;100,5
22.05.2021 04:00;15,51;0,46;69,37;4,96;5,2;99,83
22.05.2021 05:00;11,9;0,35;75,45;4,38;4,67;94,86
22.05.2021 06:00;8,99;0,45;69,04;4,83;5,11;90,1
22.05.2021 07:00;10,59;0,33;83,46;7,69;8,23;78,45
22.05.2021 08:00;9,27;0,27;103,32;12,74;13,71;80,15
22.05.2021 09:00;7,31;0,3;111,1;14,25;16,29;86,51
22.05.2021 10:00;8,17;0,37;102,75;13,52;15,95;91,05
22.05.2021 11:00;12,29;0,31;93,18;9,63;12,16;101,57
22.05.2021 12:00;10,72;-;91,35;5,89;6,94;103,36
22.05.2021 13:00;12,69;-;84,56;5,14;5,97;104,15
22.05.2021 14:00;19,14;-;96,64;7,43;8,65;98,03
22.05.2021 15:00;13,75;-;98,62;7,33;9,05;96,02
22.05.2021 16:00;10,91;-;104,65;7,2;8,54;95,78
22.05.2021 17:00;11,02;-;101,36;7,3;8,81;97,19
22.05.2021 18:00;8,38;1,51;139,17;8,29;9,79;97,57
22.05.2021 19:00;11,68;1,06;142,35;11,17;12,51;90,38
22.05.2021 20:00;18,53;0,59;163,37;14,23;15,82;88,14
22.05.2021 21:00;13,31;0,37;139,89;9,43;10,13;88,87
22.05.2021 22:00;9,57;0,34;127,43;9,74;10,89;84,01
22.05.2021 23:00;7,49;0,41;118;8,41;8,83;79,43
23.05.2021 00:00;6,82;0,5;112,25;7,3;7,69;79,43
23.05.2021 01:00;11,94;0,27;157,06;6,52;6,81;80,92
23.05.2021 02:00;8,67;0,3;154,84;6,29;6,56;79,61
23.05.2021 03:00;7,02;0,24;146,89;4,64;4,82;83,46
23.05.2021 04:00;5,98;0,88;148,4;8,34;8,66;68,86
23.05.2021 05:00;4,86;15,02;175,52;14,38;14,81;58,72
23.05.2021 06:00;7,72;9,9;178,39;14,6;15,19;55,41
23.05.2021 07:00;16,17;3,79;197,22;15,72;17,17;50,81
23.05.2021 08:00;15,42;1,06;168,94;10,1;11,84;65,6
23.05.2021 09:00;12,18;-;149,63;6,36;7,45;86,91
23.05.2021 10:00;10,96;-;138,62;4,02;4,68;97,85
23.05.2021 11:00;9,01;-;166,42;9,91;12,15;95,01
23.05.2021 12:00;14,29;-;168,76;8,29;10,02;100,51
23.05.2021 13:00;21,29;-;156,65;5,66;6,67;106,41
23.05.2021 14:00;18,35;-;151,69;6,32;7,65;107,83
23.05.2021 15:00;13,87;-;157,46;5,38;6,3;109,31
23.05.2021 16:00;11,49;-;154,57;5,24;6,14;106,6
23.05.2021 17:00;20,58;-;152,71;5,7;6,87;107,2
23.05.2021 18:00;18,99;-;151,24;5,8;6,59;108,62
23.05.2021 19:00;18,92;0,96;160,94;6,32;7,05;108,26
23.05.2021 20:00;21,61;1,47;182,51;7,95;8,45;106,59
23.05.2021 21:00;15,13;2,12;278,5;14,9;15,58;92,95
23.05.2021 22:00;10,49;1,51;273,29;24,14;24,94;78,09
23.05.2021 23:00;7,77;4,05;312,2;36,4;37,87;48,71
24.05.2021 00:00;17,69;6,36;527,25;56,4;61,05;21,91
24.05.2021 01:00;23,14;3,66;207,32;16,68;17,09;78,07
24.05.2021 02:00;19,27;12,91;199,49;11,62;11,95;69,65
24.05.2021 03:00;14,31;10,98;197,68;10,69;11,04;68,46
24.05.2021 04:00;11,89;8,45;216,66;11,79;12,25;59,93
24.05.2021 05:00;16,64;2,7;248,62;19,95;20,74;55,47
24.05.2021 06:00;18,5;8,88;220,62;9,77;10,37;71,89
24.05.2021 07:00;18,62;5,12;257,78;18,1;20,06;61,62
24.05.2021 08:00;23,32;1,56;239,87;14,68;17,55;66,47
24.05.2021 09:00;17,55;1,14;234,13;15,41;18,81;74,02
24.05.2021 10:00;16,46;0,84;207,3;8,53;10,16;88,68
24.05.2021 11:00;24,03;1,15;204,77;7,02;8,32;95,18
24.05.2021 12:00;18,23;1,01;197,22;6,86;8,07;101,79
24.05.2021 13:00;18,72;0,78;198,88;6,37;7,56;106,81
24.05.2021 14:00;25,04;0,59;193,38;5,54;6,53;108,59
24.05.2021 15:00;18,83;0,93;195,79;5,63;6,59;108,64
24.05.2021 16:00;19,13;1,24;201,41;7,38;8,99;109,49
24.05.2021 17:00;25,23;1,43;201,93;6,31;7,27;110,48
24.05.2021 18:00;28,68;2,12;205,34;8,09;9,3;109,25
24.05.2021 19:00;32,05;4,3;248,97;11,12;12,26;103,58
24.05.2021 20:00;34,36;5,61;283,49;22,8;24,28;88,79
24.05.2021 21:00;25,79;12,07;567,84;40,89;41,93;55,09
24.05.2021 22:00;36,92;28,46;887,52;93,82;108,8;7,77
24.05.2021 23:00;47,26;3,36;1.054,22;110,43;149,83;0,81
25.05.2021 00:00;52,08;2,05;1.145,83;100,19;137,1;0,89
25.05.2021 01:00;57,07;2,77;517,42;72,34;85,05;3,1
25.05.2021 02:00;51,51;2,85;552,94;67,33;76,58;0,91
25.05.2021 03:00;38,23;3,6;532,83;62,24;68,82;1,96
25.05.2021 04:00;37,04;2,77;510,58;56,8;62,73;0,7
25.05.2021 05:00;39,52;1,82;368,89;37,77;41,07;18,68
25.05.2021 06:00;36,17;1,56;246,19;24,42;26,08;34,91
25.05.2021 07:00;38,23;1,57;179,58;18,64;20,58;70,63
25.05.2021 08:00;37,99;1,15;242,18;25,22;29,8;72,97
25.05.2021 09:00;26,93;0,83;223,06;28,18;34,48;76,25
25.05.2021 10:00;23,05;0,84;150,35;10,7;12,86;96,21
25.05.2021 11:00;32,23;1,97;141,64;6,93;8,2;103,14
25.05.2021 12:00;29,01;1,2;145,06;7,15;8,31;107,58
25.05.2021 13:00;35,57;1,61;129,85;5,13;5,83;108,84
25.05.2021 14:00;30,94;0,7;126,77;6,6;7,57;111,59
25.05.2021 15:00;22,06;0,75;113,91;5,16;5,97;113,97
25.05.2021 16:00;19,51;1,38;113,22;6,48;7,28;119,99
25.05.2021 17:00;23,55;0,62;115,1;8,02;8,99;120,53
25.05.2021 18:00;31,33;0,76;108,17;7,59;8,37;119,89
25.05.2021 19:00;28,11;1,66;122,41;9,5;10,26;113,14
25.05.2021 20:00;30,76;0,46;197,75;19,28;19,96;92,27
25.05.2021 21:00;31,89;0,85;405,68;53,8;54,79;40,16
25.05.2021 22:00;41,82;2,09;1.005,21;110,89;168,01;6,47
25.05.2021 23:00;55,88;3,07;1.630,43;133,32;221,33;0,94
26.05.2021 00:00;62,74;1,47;919,48;99,55;128;0,54
26.05.2021 01:00;61,72;0,96;371,64;46,45;50,88;43,67
26.05.2021 02:00;50,19;0,78;201,45;17,16;17,89;66,3
26.05.2021 03:00;35,95;0,84;187,21;10,11;10,68;66,99
26.05.2021 04:00;26,03;0,91;202,16;12,89;13,7;47,18
26.05.2021 05:00;26,93;4,59;282,88;27,88;30,34;29,64
26.05.2021 06:00;34,6;4,83;352,56;38,26;42,28;15,31
26.05.2021 07:00;26,55;6,12;414,86;54,85;74,88;8,15
26.05.2021 08:00;33,87;1,94;388,67;49,32;69,1;35,39
26.05.2021 09:00;28,41;1,68;351,47;39,47;51,59;57,68
26.05.2021 10:00;35,48;1,96;308,88;34,21;43,5;79,53
26.05.2021 11:00;37,32;1,3;223,1;13,67;16,37;105,42
26.05.2021 12:00;32,08;3,36;213,37;12,19;14,32;118,76
26.05.2021 13:00;30,45;6,8;200,61;11,25;12,53;147,94
26.05.2021 14:00;34,8;4,63;195,34;10,51;11,3;168,63
26.05.2021 15:00;32,59;5,17;176,57;8,75;9,42;161,13
26.05.2021 16:00;39,06;4,15;166,14;7,86;8,47;157,47
26.05.2021 17:00;34,7;3,5;161,98;8,59;9,34;154,96
26.05.2021 18:00;29,32;2,12;146,39;6,18;6,63;145,93
26.05.2021 19:00;32,81;1,56;153;9,05;9,55;136,63
26.05.2021 20:00;32,89;1,36;230,36;20,5;21,08;113,54
26.05.2021 21:00;24,65;1,68;370,86;49,8;50,73;67,18
26.05.2021 22:00;44,25;1,82;547,89;59,55;66,84;47,21
26.05.2021 23:00;51,93;2,71;1.142,23;107,53;135,72;-
27.05.2021 00:00;55,06;2,09;1.259,57;117,21;170,16;-
27.05.2021 01:00;59,9;1,4;998,39;99,82;127,49;-
27.05.2021 02:00;50,78;1,24;487,54;61,51;66,94;26,5
27.05.2021 03:00;33,31;0,93;329,31;35,47;37,02;37,85
27.05.2021 04:00;24,3;0,79;220,94;19,36;20,63;59,88
27.05.2021 05:00;24,05;0,82;181,92;12,14;12,92;62,19
27.05.2021 06:00;20,75;0,98;246,83;21;22,27;39,16
27.05.2021 07:00;27,86;5,88;328,69;48,59;62,54;28,43
27.05.2021 08:00;34,44;1,23;255,53;38,49;47,07;60,07
27.05.2021 09:00;43,33;1,09;298,1;45,97;57,83;59,6
27.05.2021 10:00;43,37;5,57;198,04;21,94;27,19;88,64
27.05.2021 11:00;52,19;2,83;178,65;12,03;14,15;103,44
27.05.2021 12:00;53,24;5;183,72;12,58;14,29;104,87
27.05.2021 13:00;45,07;5,88;170,52;8,76;10,4;113,75
27.05.2021 14:00;39,68;2,03;160,31;6,21;7,06;123,65
27.05.2021 15:00;32,16;2,09;167,77;9,45;10,49;115,74
27.05.2021 16:00;41,97;2,48;180,15;11,65;12,41;112,25
27.05.2021 17:00;31,88;1,09;246,28;20,47;22,05;101,03
27.05.2021 18:00;46,29;0,66;228;21,23;23,32;101,99
27.05.2021 19:00;33,24;0,72;343,96;42,5;45,32;81,8
27.05.2021 20:00;38,33;1,35;303,85;31,42;34,13;87,65
27.05.2021 21:00;38,41;2,44;258,8;19,1;20,87;88,05
27.05.2021 22:00;33,34;3,06;363,07;32,74;34,54;67,78
27.05.2021 23:00;26,16;2,41;294,74;23,7;25,42;71,16
28.05.2021 00:00;22,65;2,78;311,64;20,74;22,84;66,35
28.05.2021 01:00;31,43;2,86;148,75;15,76;16,9;77,37
28.05.2021 02:00;22,84;5,05;155,31;21,73;22,96;57,19
28.05.2021 03:00;16,1;3,44;172,96;30,84;32,59;34,75
28.05.2021 04:00;11,57;2,74;191,01;30,06;32,28;26,7
28.05.2021 05:00;9;2,13;165,35;21,82;23,85;33,78
28.05.2021 06:00;12,83;1,76;133,02;14,55;16,24;44,51
28.05.2021 07:00;15,46;2,05;189,17;25,9;31,27;32,78
28.05.2021 08:00;19,02;1,89;250,6;33,74;42,56;48,79
28.05.2021 09:00;14,63;1,37;166,13;18,95;22,95;85,48
28.05.2021 10:00;12,54;1,3;150,71;16,39;19,61;101,89
28.05.2021 11:00;16,03;1,23;131,35;11,05;12,99;111,79
28.05.2021 12:00;19,8;1,53;124,34;7,76;9,01;119,51
28.05.2021 13:00;23,89;1,47;105,8;6,3;7,24;117,96
28.05.2021 14:00;22,11;1,64;92,33;4,94;5,68;115
28.05.2021 15:00;19,58;1,4;63,4;6,79;8,14;102,35
28.05.2021 16:00;30,07;0,89;66,72;7,58;9,06;102,88
28.05.2021 17:00;32,35;0,79;59,02;9,05;10,71;96,91
28.05.2021 18:00;41,54;1,1;66,15;10,23;11,84;93,73
28.05.2021 19:00;41,13;1,62;117,43;16,29;18,23;91,9
28.05.2021 20:00;44,13;2,04;220,26;32,55;35,41;75,62
28.05.2021 21:00;40,51;2,07;266,05;32,83;-;-
28.05.2021 22:00;44,38;1,87;240,83;26,61;-;75,51
28.05.2021 23:00;36,81;1,62;186,72;18,71;19,39;80,1
29.05.2021 00:00;31,17;1,33;119,37;12;12,62;82,92
29.05.2021 01:00;37,24;0,81;163,23;5,75;6,01;79,32
29.05.2021 02:00;40,1;0,53;143,09;4,28;4,5;80,44
29.05.2021 03:00;28,41;0,96;160,34;4,42;4,58;84,59
29.05.2021 04:00;22,9;2,18;209,24;5,59;5,91;97,07
29.05.2021 05:00;34,63;2,25;203,25;5,18;5,46;97,75
29.05.2021 06:00;36,12;2,28;198,07;4,5;4,73;98,11
29.05.2021 07:00;38,12;2,11;207,44;7,35;7,76;93,45
29.05.2021 08:00;36,15;2;223,84;12,86;13,74;84,71
29.05.2021 09:00;27,37;2,57;250,46;15,13;16,47;77,13
29.05.2021 10:00;31,47;2,69;257,04;17,18;19,41;83,16
29.05.2021 11:00;32,85;1,08;201,8;6,13;6,76;101,7
29.05.2021 12:00;28,85;0,6;194,53;4,75;5,27;103,38
29.05.2021 13:00;35,39;0,44;195,78;4,82;5,33;107,14
29.05.2021 14:00;29,05;0,43;197,83;5,32;5,86;109,18
29.05.2021 15:00;22,68;0,53;205,89;7,48;8,23;109,54
29.05.2021 16:00;17,5;0,7;192,74;7,16;7,73;113,48
29.05.2021 17:00;21,92;0,39;192,36;6,19;6,77;114,37
29.05.2021 18:00;28,28;0,53;203,16;8,24;9,14;113,28
29.05.2021 19:00;23,83;0,7;212,46;10,92;12,16;109,04
29.05.2021 20:00;25,36;0,92;227,33;13,21;14,31;103,87
29.05.2021 21:00;17,25;0,69;201,08;11,33;11,86;97,94
29.05.2021 22:00;8,83;0,7;194,93;11,45;11,84;93,28
29.05.2021 23:00;12,87;0,75;209,46;12,35;12,65;84,75
30.05.2021 00:00;12,51;1,09;243,4;20,2;20,62;73,16
30.05.2021 01:00;17,19;1,69;163,68;13,58;14,16;79,17
30.05.2021 02:00;17,58;1,5;152,86;10,56;11,48;79,94
30.05.2021 03:00;13,11;1,57;143,12;7,71;8,35;83,62
30.05.2021 04:00;10,04;1,64;155,14;8,6;9,01;80,67
30.05.2021 05:00;7,46;1,75;160,53;9,97;10,42;75,17
30.05.2021 06:00;5,69;1,64;185,85;10,79;11,48;52,26
30.05.2021 07:00;8,14;1,61;180,73;10,4;11,46;58,54
30.05.2021 08:00;17,67;1,56;190,01;11,8;13,8;68,06
30.05.2021 09:00;13,53;5,55;184,73;11,33;13,46;86,94
30.05.2021 10:00;10,57;1,72;144,52;4,87;5,6;97,97
30.05.2021 11:00;10,95;1,89;158,95;4,61;5,28;103,64
30.05.2021 12:00;16,92;1,63;155,95;4,67;5,31;107,75
30.05.2021 13:00;20,4;1,74;166,26;4,45;5,11;113,15
30.05.2021 14:00;15,51;3,97;168,55;4,45;-;117,77
30.05.2021 15:00;12,67;2,84;175,15;4,66;5,28;120,27
30.05.2021 16:00;16,41;1,88;169,09;4,83;5,47;119,91
30.05.2021 17:00;13,07;1,64;175,82;5,53;6,17;118,04
30.05.2021 18:00;20,1;1,4;202,31;8,44;9,24;112,13
30.05.2021 19:00;23,36;1,67;243,17;10,77;12,19;105,93
30.05.2021 20:00;20,74;1,2;299,08;14,81;15,98;99,09
30.05.2021 21:00;14,83;1,51;273,9;13,98;14,72;91,14
30.05.2021 22:00;13,71;1,35;203,83;9,85;-;93,12
30.05.2021 23:00;17,66;1,42;247,55;14,54;15,35;87,4
31.05.2021 00:00;16,37;1,27;205,4;12,94;13,5;87,57
31.05.2021 01:00;21,51;0,84;236,69;12,98;13,57;78,62
31.05.2021 02:00;18,49;1,01;250,99;11,97;12,55;75,16
31.05.2021 03:00;14,36;4,2;260,97;15,27;16,31;50,39
31.05.2021 04:00;13,8;2,13;257,07;13,02;13,98;57,74
31.05.2021 05:00;16,72;24,99;248,71;21,62;22,91;40,33
31.05.2021 06:00;33,02;5,09;-;-;-;-
31.05.2021 07:00;30,52;6,95;293,4;27,4;30,82;36,9
31.05.2021 08:00;34,29;7,42;351,02;31,25;36,2;44,88
31.05.2021 09:00;26,27;3,04;268,45;21,19;25,44;70,3
31.05.2021 10:00;33,9;3,58;220,96;12,22;14,65;87,03
31.05.2021 11:00;36,47;2,02;221,29;9,78;11,34;100,95
31.05.2021 12:00;30,93;1,52;200,13;7,01;8,01;107,79
31.05.2021 13:00;29,86;1,67;198,67;5,79;6,71;110,95
31.05.2021 14:00;32,12;1,31;195,98;5,44;6,31;109,7
31.05.2021 15:00;27,21;1,76;200,64;7,23;8,33;106,2
31.05.2021 16:00;27,99;1,23;202,58;8,63;10,03;97,46
31.05.2021 17:00;29,16;1,48;236,61;13,32;14,79;77,23
31.05.2021 18:00;31,97;1,82;288,17;23,21;25,46;63,66
31.05.2021 19:00;23,03;0,88;254,64;19,35;22,09;72,97
31.05.2021 20:00;28,33;0,82;400,37;41,92;45,72;50,72
31.05.2021 21:00;21,08;1,86;408,01;44,76;47,06;32,28
31.05.2021 22:00;23,55;1,36;263,07;18,25;19,24;71,05
31.05.2021 23:00;18,76;1,54;257,99;13,2;14,14;72,29
1.06.2021 00:00;21,93;1,98;266,67;21,72;-;57,42
1.06.2021 01:00;22,34;1,72;-;26,75;-;-
1.06.2021 02:00;25,9;4,56;187,76;20,62;21,65;40,41
1.06.2021 03:00;19,85;7,75;191,52;20,92;22,1;32,34
1.06.2021 04:00;21,3;1,18;208,54;22,93;24,46;17,75
1.06.2021 05:00;21,3;0,98;155,18;15,29;16,74;27,9
1.06.2021 06:00;25,19;1,07;178,21;17,3;19,36;24,87
1.06.2021 07:00;31,21;1,69;196,16;17,9;20,99;22,19
1.06.2021 08:00;-;17,9;-;-;-;-
1.06.2021 09:00;29,54;7,28;241,82;25,64;33,14;52,88
1.06.2021 10:00;38,01;2,76;165,02;7,82;9,49;79,8
1.06.2021 11:00;35,55;2,65;168,57;7,47;8,85;85,72
1.06.2021 12:00;33,31;1,72;159,97;7,44;9,05;89,41
1.06.2021 13:00;29,19;0,7;142,93;6,33;7,81;93,74
1.06.2021 14:00;23,08;0,62;149,59;8,12;9,6;93,82
1.06.2021 15:00;17,14;0,35;136,95;7,26;8,56;96,53
1.06.2021 16:00;13,15;-;133,85;9,1;10,79;91,41
1.06.2021 17:00;10,11;-;-;12,44;14,85;-
1.06.2021 18:00;84,54;0,95;149,81;14,53;16,1;94,24
1.06.2021 19:00;65,37;0,87;167,14;20,48;22,13;89,91
1.06.2021 20:00;40,8;0,92;183,21;25,44;27;81,8
1.06.2021 21:00;35,61;0,43;198,28;26,84;28,26;74,86
1.06.2021 22:00;31,82;0,46;366,81;48,66;52,06;46,64
1.06.2021 23:00;23,64;0,3;293,05;38,28;-;50,03
2.06.2021 00:00;16,98;0,4;429,31;44,42;46,41;33,2
2.06.2021 01:00;12,84;5,07;450,21;46,25;48,56;12,93
2.06.2021 02:00;14,17;2,92;364,53;44,8;51,11;14,66
2.06.2021 03:00;23,13;0,95;262,42;23,17;24,73;26,05
2.06.2021 04:00;21,24;0,73;320,05;27,48;29,43;16,54
2.06.2021 05:00;21,72;0,74;230,74;16,43;17,98;23,72
2.06.2021 06:00;15,76;0,65;205,83;15,68;17,43;24,51
2.06.2021 07:00;11,54;1,52;277,22;28,21;34,83;25,1
2.06.2021 08:00;13,6;2,27;248,63;29,43;37,77;45,23
2.06.2021 09:00;25,29;15,51;284,8;31,98;42,34;52,14
2.06.2021 10:00;26,19;3,71;233,82;22,02;28,43;72,04
2.06.2021 11:00;31,39;1,36;204,24;11,53;13,45;91,6
2.06.2021 12:00;23,22;1,08;205,45;9,95;11,27;99,61
2.06.2021 13:00;18,16;3,31;730,56;15,24;17,39;96,08
2.06.2021 14:00;24,38;2,77;201,01;11,4;12,84;106,93
2.06.2021 15:00;30,32;0,34;175,86;9,46;10,92;108,03
2.06.2021 16:00;26,48;0,41;156,81;7,88;-;109,35
2.06.2021 17:00;22,26;0,32;157,84;8,6;9,84;105,39
2.06.2021 18:00;20,1;-;154,84;9,8;11,07;103,87
2.06.2021 19:00;20,34;0,31;190,79;23,59;27,83;92,15
2.06.2021 20:00;17,32;0,31;212,69;20,51;21,87;93,99
2.06.2021 21:00;13,92;0,83;254,75;26,9;27,78;85,85
2.06.2021 22:00;18,39;1,2;288,86;33,34;-;72,68
2.06.2021 23:00;16,5;1,21;233,92;26,32;26,98;77,25
3.06.2021 00:00;12,62;1,12;193,94;13,75;14,22;76,21
3.06.2021 01:00;14,68;3,91;240,75;16,4;17,09;54,64
3.06.2021 02:00;12,54;1,25;204,48;-;-;66,76
3.06.2021 03:00;12,89;1,24;194,63;22,08;22,55;63,97
3.06.2021 04:00;12,9;1,17;190,06;-;-;56,84
3.06.2021 05:00;12,74;1,22;184,7;-;-;54,81
3.06.2021 06:00;8,97;1,74;230,07;-;-;27,13
3.06.2021 07:00;6,67;1,74;249,92;-;-;24,98
3.06.2021 08:00;7,12;1,52;250,08;-;-;43,12
3.06.2021 09:00;18,57;1,48;243,7;-;-;58,6
3.06.2021 10:00;20,63;1,84;237,23;-;-;70,16
3.06.2021 11:00;20,85;2,68;204,43;-;-;85,27
3.06.2021 12:00;15;1,73;192,35;-;-;100,53
3.06.2021 13:00;11,38;2,65;211,03;-;-;106,41
3.06.2021 14:00;9,02;3,91;220,04;-;-;115,67
3.06.2021 15:00;14,45;2,95;202,49;-;-;125,42
3.06.2021 16:00;25,75;2,57;220,96;-;-;134,77
3.06.2021 17:00;32,18;1,75;218,18;-;-;117,05
3.06.2021 18:00;30,8;1,61;218,09;-;-;105,32
3.06.2021 19:00;31,59;1,76;260,05;-;-;97,94
3.06.2021 20:00;29,45;1,11;265,53;-;-;95,4
3.06.2021 21:00;26,91;1,55;263,41;-;-;84,2
3.06.2021 22:00;23,41;0,98;247,07;-;-;83,65
3.06.2021 23:00;19,87;1,15;241,38;-;-;75,21
4.06.2021 00:00;14,83;1,35;218,22;-;-;77,52
4.06.2021 01:00;25,65;0,93;204,08;-;-;81,72
4.06.2021 02:00;23,7;1,08;197,91;-;-;77,68
4.06.2021 03:00;23,17;1,94;252,88;-;-;60,41
4.06.2021 04:00;24,16;13,47;241,26;-;-;52,93
4.06.2021 05:00;30,58;35,29;229,1;-;-;48,63
4.06.2021 06:00;23,35;59,11;275,26;-;-;36,46
4.06.2021 07:00;31,65;10,17;253,67;-;-;41,98
4.06.2021 08:00;-;12,33;-;-;-;-
4.06.2021 09:00;32,44;9,33;271,34;-;-;66,62
4.06.2021 10:00;35,85;4,05;350,19;-;-;62,72
4.06.2021 11:00;38,69;4,81;256,35;-;-;83,87
4.06.2021 12:00;28,94;2,91;217,74;-;-;96,51
4.06.2021 13:00;26,88;2,71;216,48;-;-;99,82
4.06.2021 14:00;29,72;1,88;214,6;-;-;101,95
4.06.2021 15:00;27,15;1,26;223,07;-;-;99,7
4.06.2021 16:00;27,51;0,84;250,65;-;-;97,57
4.06.2021 17:00;22,07;1,57;251,32;-;-;94,09
4.06.2021 18:00;17,46;0,62;237,03;-;-;99,57
4.06.2021 19:00;13,54;0,58;248,57;-;-;92,67
4.06.2021 20:00;18,3;0,68;258,61;-;-;87,28
4.06.2021 21:00;13,76;0,65;245,26;-;-;85,21
4.06.2021 22:00;16,49;0,57;250,44;-;-;83,49
4.06.2021 23:00;17,88;0,92;237,43;-;-;76,57
5.06.2021 00:00;12,6;0,98;227,97;-;-;76,09
5.06.2021 01:00;9,77;0,63;279,53;-;-;46,16
5.06.2021 02:00;11,84;0,99;232,56;-;-;55,79
5.06.2021 03:00;14,58;0,77;199,84;-;-;65,12
5.06.2021 04:00;16,21;0,67;197,33;-;-;67,99
5.06.2021 05:00;12,08;0,66;230,13;-;-;57
5.06.2021 06:00;9,09;0,65;235,19;-;-;58,1
5.06.2021 07:00;8,02;0,69;281,07;-;-;39,12
5.06.2021 08:00;16,2;0,68;248,66;-;-;64,32
5.06.2021 09:00;19,68;0,83;222,8;-;-;75,77
5.06.2021 10:00;27,14;0,64;213,07;-;-;80,7
5.06.2021 11:00;29,5;0,97;206;-;-;85,7
5.06.2021 12:00;30,39;0,58;212,56;-;-;88,66
5.06.2021 13:00;29,39;0,73;207,54;-;-;91,9
5.06.2021 14:00;22,63;0,76;206,84;-;-;93,31
5.06.2021 15:00;27,16;0,29;213,19;-;-;92,98
5.06.2021 16:00;25,16;0,28;222,07;-;-;91,93
5.06.2021 17:00;27,25;0,21;215,8;-;-;94
5.06.2021 18:00;20,51;-;240,92;-;-;92,88
5.06.2021 19:00;19,83;0,29;265,61;-;-;92,85
5.06.2021 20:00;18,55;0,35;267,07;-;-;88,48
5.06.2021 21:00;25,76;0,32;277,61;-;-;85,19
5.06.2021 22:00;18,6;0,24;304,22;-;-;80,81
5.06.2021 23:00;16,61;0,2;260,21;-;-;88,89
6.06.2021 00:00;14,07;-;216,18;-;-;85,9
6.06.2021 01:00;13,46;0,72;-;-;-;-
6.06.2021 02:00;12,08;1,45;263,02;-;-;56,36
6.06.2021 03:00;22,45;1,37;158,08;-;-;65,99
6.06.2021 04:00;19,89;1,52;152,14;-;-;67,68
6.06.2021 05:00;19,5;1,48;161,43;-;-;67,61
6.06.2021 06:00;14,8;1,51;204,87;-;-;52,22
6.06.2021 07:00;12,1;1,21;196,15;-;-;51,95
6.06.2021 08:00;14,15;1,22;236,55;-;-;59,2
6.06.2021 09:00;13,49;1,02;220,26;-;-;67,9
6.06.2021 10:00;15,66;1,24;151,83;-;-;86,64
6.06.2021 11:00;20,23;2,25;150;-;-;94,55
6.06.2021 12:00;15,05;2,28;147,4;-;-;104,44
6.06.2021 13:00;15,61;1,65;149,96;-;-;111,36
6.06.2021 14:00;15,66;1,71;144,79;-;-;117,06
6.06.2021 15:00;19,39;2,59;153,5;-;-;119,5
6.06.2021 16:00;19,26;2,33;163,68;-;-;123,06
6.06.2021 17:00;24,6;3,47;169,26;-;-;123,84
6.06.2021 18:00;21,92;2,21;167,71;-;-;123,07
6.06.2021 19:00;17,64;2,5;154,08;-;-;121,3
6.06.2021 20:00;23,85;1,02;188;-;-;116,12
6.06.2021 21:00;21,12;0,99;290;-;-;91,33
6.06.2021 22:00;18,57;1,47;576,95;-;-;38,51
6.06.2021 23:00;31,53;4,35;811,24;-;-;28,97
7.06.2021 00:00;29,9;3,5;1.163,73;-;-;-
7.06.2021 01:00;37,28;1,21;-;-;-;-
7.06.2021 02:00;41,72;0,94;562,6;-;-;22,81
7.06.2021 03:00;49,5;0,59;305,49;-;-;42,84
7.06.2021 04:00;35,1;0,42;208,71;-;-;45,12
7.06.2021 05:00;26,86;0,57;196,99;-;-;53,21
7.06.2021 06:00;19,87;0,42;192,64;-;-;46,51
7.06.2021 07:00;15,82;1,94;308,25;-;-;34,85
7.06.2021 08:00;25,26;2,75;253,12;-;-;54,87
7.06.2021 09:00;35,88;2,19;320,74;-;-;58,06
7.06.2021 10:00;33,45;5,01;263,61;-;-;82,19
7.06.2021 11:00;39,15;5,81;198,42;-;-;104,97
