Tarih;Konya-Erenköy-Belediye;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
01.01.2021 00:00:56;42,61;-;854,11;32,39;67,89;-
01.01.2021 01:00:56;49,89;-;755,65;25,94;50,81;-
01.01.2021 02:00:56;27,93;-;797,97;22,10;40,26;-
01.01.2021 03:00:56;33,96;-;909,43;22,59;41,42;-
01.01.2021 04:00:56;37,44;-;841,71;21,73;40,57;-
01.01.2021 05:00:56;41,13;-;881,13;20,90;38,92;-
01.01.2021 06:00:56;28,88;-;1.038,63;27,61;74,53;-
01.01.2021 07:00:56;35,97;-;1.048,36;30,38;117,30;-
01.01.2021 08:00:56;39,39;-;1.193,06;34,03;132,07;-
01.01.2021 09:00:56;47,92;-;1.160,25;32,68;88,39;-
01.01.2021 10:00:56;71,99;-;1.755,94;46,76;123,36;-
01.01.2021 11:00:56;106,92;-;2.402,94;69,06;160,23;-
01.01.2021 12:00:56;136,87;-;2.078,61;75,67;139,08;-
01.01.2021 13:00:56;159,07;-;1.252,17;54,21;96,60;-
01.01.2021 14:00:56;137,72;-;921,17;42,72;71,28;-
01.01.2021 15:00:56;115,67;-;717,26;37,27;60,16;-
01.01.2021 16:00:56;82,05;-;670,69;35,68;53,64;-
01.01.2021 17:00:56;84,66;-;1.106,56;48,09;125,64;-
01.01.2021 18:00:56;94,33;-;1.336,28;46,31;176,33;-
01.01.2021 19:00:56;114,23;-;1.184,11;42,59;134,93;-
01.01.2021 20:00:56;114,19;-;908,95;36,41;74,77;-
01.01.2021 21:00:56;80,39;-;741,86;29,32;51,78;-
01.01.2021 22:00:56;61,03;-;790,32;27,99;56,49;-
01.01.2021 23:00:56;58,91;-;722,13;30,83;63,85;-
02.01.2021 00:00:56;60,62;-;434,02;29,78;60,74;-
02.01.2021 01:00:56;39,57;-;463,56;27,14;48,00;-
02.01.2021 02:00:56;40,48;-;691,92;25,66;46,30;-
02.01.2021 03:00:56;37,27;-;875,07;21,74;38,85;-
02.01.2021 04:00:56;52,14;-;764,58;20,57;36,37;-
02.01.2021 05:00:56;43,87;-;721,91;20,51;37,28;-
02.01.2021 06:00:56;36,98;-;765,58;28,11;74,07;-
02.01.2021 07:00:56;46,11;-;765,69;32,60;137,08;-
02.01.2021 08:00:56;60,60;-;1.311,98;33,18;173,95;-
02.01.2021 09:00:56;64,61;-;1.397,35;32,92;235,74;-
02.01.2021 10:00:56;70,64;-;1.146,24;35,62;112,03;-
02.01.2021 11:00:56;73,09;-;886,00;39,28;66,82;-
02.01.2021 12:00:56;59,67;-;691,29;43,67;65,74;-
02.01.2021 13:00:56;58,74;-;698,06;53,93;82,46;-
02.01.2021 14:00:56;66,32;-;429,44;41,65;57,89;-
02.01.2021 15:00:56;65,22;-;358,08;37,91;54,80;-
02.01.2021 16:00:56;46,20;-;292,42;33,95;52,85;-
02.01.2021 17:00:56;49,09;-;668,63;39,26;97,79;-
02.01.2021 18:00:56;63,79;-;1.286,06;46,55;158,30;-
02.01.2021 19:00:56;114,65;-;925,87;38,24;91,01;-
02.01.2021 20:00:56;110,11;-;838,83;34,33;72,39;-
02.01.2021 21:00:56;94,48;-;495,63;31,07;58,81;-
02.01.2021 22:00:56;70,76;-;-;30,21;58,09;-
02.01.2021 23:00:56;60,82;-;752,77;32,88;79,49;-
03.01.2021 00:00:56;68,56;-;799,72;29,36;67,75;-
03.01.2021 01:00:56;68,33;-;789,66;25,31;49,96;-
03.01.2021 02:00:56;48,05;-;872,96;20,98;39,36;-
03.01.2021 03:00:56;42,20;-;947,61;21,23;37,29;-
03.01.2021 04:00:56;52,81;-;1.415,95;20,98;37,06;-
03.01.2021 05:00:56;56,07;-;1.186,65;19,34;35,68;-
03.01.2021 06:00:56;40,78;-;1.088,93;20,37;37,89;-
03.01.2021 07:00:56;46,78;-;1.009,81;25,31;81,21;-
03.01.2021 08:00:56;46,24;-;1.085,22;29,62;117,83;-
03.01.2021 09:00:56;57,01;-;1.384,75;30,81;91,75;-
03.01.2021 10:00:56;67,23;-;1.311,43;39,37;76,81;-
03.01.2021 11:00:56;85,15;-;1.306,38;44,30;80,26;-
03.01.2021 12:00:56;84,97;-;1.328,06;48,38;96,31;-
03.01.2021 13:00:56;98,77;-;1.437,43;50,03;95,08;-
03.01.2021 14:00:56;124,39;-;1.248,78;48,79;79,70;-
03.01.2021 15:00:56;126,85;-;1.073,46;45,16;68,09;-
03.01.2021 16:00:56;102,19;-;1.128,73;43,22;63,06;-
03.01.2021 17:00:56;108,56;-;1.334,74;43,16;93,18;-
03.01.2021 18:00:56;103,58;-;1.615,70;41,76;110,33;-
03.01.2021 19:00:56;127,06;-;1.969,44;38,76;131,12;-
03.01.2021 20:00:56;142,26;-;1.804,69;35,25;171,05;-
03.01.2021 21:00:56;158,11;-;1.916,05;35,81;104,33;-
03.01.2021 22:00:56;160,24;-;1.449,42;30,40;71,24;-
03.01.2021 23:00:56;162,99;-;1.237,85;30,07;85,98;-
04.01.2021 00:00:56;150,85;-;1.043,31;27,27;92,31;-
04.01.2021 01:00:56;135,04;-;969,71;23,34;60,06;-
04.01.2021 02:00:56;108,60;-;827,93;17,98;36,36;-
04.01.2021 03:00:56;90,24;-;786,20;16,73;32,34;-
04.01.2021 04:00:56;70,65;-;593,40;16,00;29,94;-
04.01.2021 05:00:56;58,46;-;821,36;19,67;40,90;-
04.01.2021 06:00:56;58,92;-;936,63;28,02;153,10;-
04.01.2021 07:00:56;72,02;-;1.369,86;35,62;313,26;-
04.01.2021 08:00:56;83,14;-;1.585,99;40,57;413,84;-
04.01.2021 09:00:56;126,90;-;2.125,92;42,58;277,31;-
04.01.2021 10:00:56;173,43;-;5.242,04;88,96;444,63;-
04.01.2021 11:00:56;397,09;-;3.840,28;82,01;283,17;-
04.01.2021 12:00:56;328,92;-;1.952,20;67,11;141,94;-
04.01.2021 13:00:56;241,38;-;1.799,53;69,61;126,98;-
04.01.2021 14:00:56;209,72;-;1.474,77;67,73;126,73;-
04.01.2021 15:00:56;170,12;-;960,60;54,54;94,61;-
04.01.2021 16:00:56;128,56;9,04;517,87;45,22;69,00;-
04.01.2021 17:00:56;103,38;3,67;1.040,12;49,73;128,18;-
04.01.2021 18:00:56;129,63;2,36;1.698,98;54,83;290,95;-
04.01.2021 19:00:56;169,99;1,91;1.270,72;49,15;195,46;-
04.01.2021 20:00:56;149,27;0,07;1.887,96;44,77;255,22;-
04.01.2021 21:00:56;151,93;1,57;1.579,32;40,28;177,11;-
04.01.2021 22:00:56;159,89;0,30;1.219,61;33,99;165,90;-
04.01.2021 23:00:56;139,34;1,64;742,60;31,45;147,79;-
05.01.2021 00:00:56;102,62;6,87;683,54;29,06;80,35;-
05.01.2021 01:00:56;87,49;6,78;625,98;23,44;56,44;-
05.01.2021 02:00:56;65,04;7,35;783,48;21,06;43,68;-
05.01.2021 03:00:56;70,60;8,23;501,30;20,11;37,72;-
05.01.2021 04:00:56;64,96;9,34;682,62;18,99;39,25;-
05.01.2021 05:00:56;50,51;9,21;824,56;22,01;43,73;-
05.01.2021 06:00:56;46,51;8,67;1.292,38;30,09;95,72;-
05.01.2021 07:00:56;61,15;8,70;1.414,32;37,29;228,33;-
05.01.2021 08:00:56;69,88;6,62;1.450,39;37,28;215,56;-
05.01.2021 09:00:56;85,61;3,26;1.196,90;37,38;234,04;-
05.01.2021 10:00:56;94,76;7,14;1.277,59;45,22;154,00;-
05.01.2021 11:00:56;87,57;8,32;1.237,68;54,74;116,13;-
05.01.2021 12:00:56;85,56;9,75;660,41;48,22;76,55;-
05.01.2021 13:00:56;80,53;9,33;285,44;38,09;54,32;-
05.01.2021 14:00:56;69,26;8,79;300,17;39,33;56,98;-
05.01.2021 15:00:56;56,90;8,82;425,27;46,62;75,77;-
05.01.2021 16:00:56;54,20;9,87;843,93;51,50;150,94;-
05.01.2021 17:00:56;85,87;9,69;1.062,77;52,11;177,50;-
05.01.2021 18:00:56;125,65;9,02;686,39;50,80;109,95;-
05.01.2021 19:00:56;108,81;9,00;411,20;47,86;87,34;-
05.01.2021 20:00:56;76,85;7,21;38,30;36,29;45,87;-
05.01.2021 21:00:56;43,11;7,63;505,51;44,90;72,44;-
05.01.2021 22:00:56;54,02;8,63;1.072,36;49,90;127,99;-
05.01.2021 23:00:56;57,55;4,88;762,50;39,28;70,54;-
06.01.2021 00:00:56;46,68;1,15;689,20;33,95;61,58;-
06.01.2021 01:00:56;39,65;4,79;611,65;26,07;43,23;-
06.01.2021 02:00:56;41,41;1,04;318,58;22,56;40,16;-
06.01.2021 03:00:56;27,85;0,57;150,51;21,29;39,31;-
06.01.2021 04:00:56;26,73;1,52;567,75;23,88;42,20;-
06.01.2021 05:00:56;37,98;1,86;805,64;26,26;47,67;-
06.01.2021 06:00:56;32,64;4,55;756,92;32,48;114,25;-
06.01.2021 07:00:56;36,42;7,10;1.023,44;38,39;191,07;-
06.01.2021 08:00:56;60,40;8,98;1.343,37;46,02;275,34;-
06.01.2021 09:00:56;98,30;9,20;1.692,49;51,14;251,42;-
06.01.2021 10:00:56;99,41;7,14;1.408,56;46,97;146,45;-
06.01.2021 11:00:56;98,56;5,61;2.300,70;66,21;189,75;-
06.01.2021 12:00:56;154,78;17,26;3.693,88;97,69;263,62;-
06.01.2021 13:00:56;216,34;16,12;1.928,85;75,17;152,18;-
06.01.2021 14:00:56;183,73;26,09;1.305,93;66,31;114,13;-
06.01.2021 15:00:56;152,79;27,58;935,64;54,35;79,35;-
06.01.2021 16:00:56;121,68;25,82;792,54;44,63;63,55;-
06.01.2021 17:00:56;97,66;25,93;1.141,76;51,03;116,53;-
06.01.2021 18:00:56;104,80;26,57;1.852,16;55,04;281,37;-
06.01.2021 19:00:56;138,70;25,74;1.466,93;49,32;189,65;-
06.01.2021 20:00:56;120,47;24,26;1.387,00;42,28;144,09;-
06.01.2021 21:00:56;107,41;25,73;1.140,50;40,56;115,26;-
06.01.2021 22:00:56;99,85;25,52;803,93;34,92;77,78;-
06.01.2021 23:00:56;82,09;18,38;711,27;33,76;105,86;-
07.01.2021 00:00:56;82,48;2,90;791,68;29,94;129,72;-
07.01.2021 01:00:56;86,83;2,16;1.190,48;27,45;49,71;-
07.01.2021 02:00:56;75,60;1,84;920,48;22,80;35,91;-
07.01.2021 03:00:56;65,46;0,69;708,70;18,07;32,23;-
07.01.2021 04:00:56;58,73;0,58;670,12;19,24;32,48;-
07.01.2021 05:00:56;49,22;1,35;564,44;20,23;37,94;-
07.01.2021 06:00:56;37,39;0,60;633,54;28,07;90,28;-
07.01.2021 07:00:56;48,83;2,07;1.286,43;35,87;210,65;-
07.01.2021 08:00:56;70,98;2,53;1.992,88;45,68;368,23;-
07.01.2021 09:00:56;97,25;2,76;2.293,97;45,70;223,76;-
07.01.2021 10:00:56;127,03;3,65;2.519,38;61,13;195,57;-
07.01.2021 11:00:56;168,05;6,60;3.682,25;104,19;274,50;-
07.01.2021 12:00:56;250,52;11,13;3.000,95;113,70;229,48;-
07.01.2021 13:00:56;275,19;8,61;1.394,19;71,41;110,61;-
07.01.2021 14:00:56;196,24;9,37;1.099,12;61,57;89,42;-
07.01.2021 15:00:56;148,62;8,44;1.016,36;56,10;79,94;-
07.01.2021 16:00:56;122,64;8,07;1.044,54;51,28;94,57;-
07.01.2021 17:00:56;125,48;9,04;1.619,53;65,49;220,86;-
07.01.2021 18:00:56;156,24;8,66;1.917,39;63,62;232,67;-
07.01.2021 19:00:56;168,53;6,14;2.449,01;61,85;266,03;-
07.01.2021 20:00:56;170,12;3,69;1.162,96;51,13;129,55;-
07.01.2021 21:00:56;138,71;3,99;2.047,60;53,92;180,89;-
07.01.2021 22:00:56;126,97;3,19;1.231,68;45,47;159,22;-
07.01.2021 23:00:56;103,33;3,75;953,23;43,65;127,67;-
08.01.2021 00:00:56;74,30;6,20;1.257,45;43,00;96,25;-
08.01.2021 01:00:56;69,27;7,28;1.696,16;41,50;89,68;-
08.01.2021 02:00:56;88,51;7,61;2.047,90;37,78;77,37;-
08.01.2021 03:00:56;96,37;6,53;1.482,35;32,64;49,57;-
08.01.2021 04:00:56;73,19;6,45;2.251,82;35,31;97,24;-
08.01.2021 05:00:56;96,99;6,13;2.341,86;34,96;109,73;-
08.01.2021 06:00:56;103,85;6,54;1.906,21;34,56;144,10;-
08.01.2021 07:00:56;99,81;7,90;2.239,56;40,27;261,91;-
08.01.2021 08:00:56;136,55;8,04;2.549,26;43,58;338,26;-
08.01.2021 09:00:56;170,48;7,25;2.636,16;46,53;277,14;-
08.01.2021 10:00:56;176,64;9,53;3.558,86;73,18;277,69;-
08.01.2021 11:00:56;210,88;10,42;2.704,56;85,19;208,44;-
08.01.2021 12:00:56;202,81;12,87;950,46;57,08;76,03;-
08.01.2021 13:00:56;137,28;11,69;430,77;45,61;55,76;-
08.01.2021 14:00:56;90,79;10,50;29,69;36,29;41,25;-
08.01.2021 15:00:56;61,94;10,53;43,66;36,58;41,44;-
08.01.2021 16:00:56;48,23;10,41;45,54;41,88;49,27;-
08.01.2021 17:00:56;43,65;10,30;78,40;51,37;64,34;-
08.01.2021 18:00:56;33,39;8,84;43,96;34,10;38,91;-
08.01.2021 19:00:56;49,90;6,36;237,03;45,09;57,32;-
08.01.2021 20:00:56;42,40;8,90;268,20;44,68;53,65;-
08.01.2021 21:00:56;52,72;8,24;362,34;44,20;60,39;-
08.01.2021 22:00:56;52,75;6,23;503,49;41,36;58,83;-
08.01.2021 23:00:56;65,93;5,40;700,73;35,58;49,40;-
09.01.2021 00:00:56;43,14;2,96;861,87;37,67;55,22;-
09.01.2021 01:00:56;51,88;2,84;564,88;24,51;29,40;-
09.01.2021 02:00:56;43,17;3,57;767,34;25,79;30,73;-
09.01.2021 03:00:56;47,11;3,45;1.310,39;33,14;41,98;-
09.01.2021 04:00:56;74,59;3,39;1.438,35;34,69;45,40;-
09.01.2021 05:00:56;99,12;3,18;1.945,51;34,05;58,71;-
09.01.2021 06:00:56;108,31;2,88;1.624,95;35,79;98,43;-
09.01.2021 07:00:56;96,48;3,84;1.357,73;38,89;149,62;-
09.01.2021 08:00:56;107,34;3,71;1.314,33;40,05;176,91;-
09.01.2021 09:00:56;95,98;4,14;1.834,44;45,75;159,53;-
09.01.2021 10:00:56;113,29;4,44;2.362,26;50,27;126,10;-
09.01.2021 11:00:56;138,37;6,16;1.437,83;57,32;82,87;-
09.01.2021 12:00:56;127,71;6,36;766,99;39,51;46,89;-
09.01.2021 13:00:56;69,65;5,74;393,46;28,44;32,67;-
09.01.2021 14:00:56;68,68;5,69;315,04;23,04;25,28;-
09.01.2021 15:00:56;52,64;4,85;320,28;24,98;27,18;-
09.01.2021 16:00:56;27,56;5,01;380,75;26,71;29,15;-
09.01.2021 17:00:56;20,51;4,86;319,38;24,93;27,39;-
09.01.2021 18:00:56;28,79;5,01;315,49;24,56;26,67;-
09.01.2021 19:00:56;30,32;5,17;330,33;22,52;24,27;-
09.01.2021 20:00:56;35,17;5,10;315,24;22,79;25,93;-
09.01.2021 21:00:56;27,21;4,84;232,68;16,33;17,60;-
09.01.2021 22:00:56;18,79;3,39;263,30;15,99;17,16;-
09.01.2021 23:00:56;23,59;3,80;282,11;14,43;15,24;-
10.01.2021 00:00:56;20,02;2,69;484,98;18,42;19,81;-
10.01.2021 01:00:56;16,06;4,36;362,48;15,95;17,09;-
10.01.2021 02:00:56;25,81;4,23;307,04;11,26;11,62;-
10.01.2021 03:00:56;21,63;2,48;714,68;19,82;22,56;-
10.01.2021 04:00:56;26,75;4,47;1.112,16;24,60;29,51;-
10.01.2021 05:00:56;27,08;6,58;886,47;22,72;27,11;-
10.01.2021 06:00:56;31,69;2,75;1.956,17;31,77;40,51;-
10.01.2021 07:00:56;46,57;4,33;1.154,73;32,50;41,64;-
10.01.2021 08:00:56;50,47;6,97;2.027,27;44,16;75,70;-
10.01.2021 09:00:56;54,94;8,31;1.794,07;43,95;72,41;-
10.01.2021 10:00:56;63,64;5,94;1.343,46;43,52;70,42;-
10.01.2021 11:00:56;88,64;5,02;1.189,51;46,61;67,37;-
10.01.2021 12:00:56;94,44;6,84;1.077,29;47,46;63,95;-
10.01.2021 13:00:56;101,87;5,61;324,73;17,97;19,72;-
10.01.2021 14:00:56;96,16;4,76;289,45;16,57;18,44;-
10.01.2021 15:00:56;96,25;4,40;313,11;15,13;16,67;-
10.01.2021 16:00:56;88,01;4,51;360,92;19,81;21,46;-
10.01.2021 17:00:56;101,12;4,61;357,78;22,81;24,84;-
10.01.2021 18:00:56;100,08;4,27;360,64;26,45;30,01;-
10.01.2021 19:00:56;90,78;4,84;382,97;26,09;29,55;-
10.01.2021 20:00:56;91,90;5,39;513,95;26,88;35,74;-
10.01.2021 21:00:56;84,16;5,16;762,21;26,58;37,78;-
10.01.2021 22:00:56;87,09;4,41;688,11;27,48;43,61;-
10.01.2021 23:00:56;80,07;4,89;798,93;28,05;65,74;-
11.01.2021 00:00:56;80,12;6,80;1.019,48;28,66;71,55;-
11.01.2021 01:00:56;89,95;7,69;996,66;23,65;36,99;-
11.01.2021 02:00:56;87,80;7,06;1.004,75;21,69;31,62;-
11.01.2021 03:00:56;80,66;7,90;1.124,01;25,16;38,32;-
11.01.2021 04:00:56;81,35;7,41;1.205,67;25,99;46,54;-
11.01.2021 05:00:56;84,16;6,99;927,95;24,90;41,38;-
11.01.2021 06:00:56;88,50;7,42;868,58;24,92;70,11;-
11.01.2021 07:00:56;98,19;7,94;1.319,36;32,23;142,53;-
11.01.2021 08:00:56;104,99;9,08;1.680,43;33,08;173,38;-
11.01.2021 09:00:56;119,34;8,49;1.046,05;29,39;135,52;-
11.01.2021 10:00:56;132,35;8,16;1.692,04;30,38;149,09;-
11.01.2021 11:00:56;156,16;8,04;2.691,12;40,40;200,36;-
11.01.2021 12:00:56;210,77;6,44;2.938,01;44,64;214,34;-
11.01.2021 13:00:56;249,33;9,31;3.927,58;67,05;312,14;-
11.01.2021 14:00:56;307,82;8,77;3.656,63;76,90;379,25;-
11.01.2021 15:00:56;350,54;8,19;2.911,70;70,20;324,36;-
11.01.2021 16:00:56;340,87;7,78;3.058,56;68,22;334,97;-
11.01.2021 17:00:56;341,21;8,26;3.748,91;64,39;402,95;-
11.01.2021 18:00:56;363,37;8,56;3.725,26;58,51;512,44;-
11.01.2021 19:00:56;346,30;7,27;3.280,69;45,64;391,40;-
11.01.2021 20:00:56;293,19;6,09;2.321,09;37,22;270,02;-
11.01.2021 21:00:56;224,47;5,71;2.032,05;30,54;231,98;-
11.01.2021 22:00:56;161,55;5,21;1.174,11;26,63;106,90;-
11.01.2021 23:00:56;117,31;5,66;1.376,04;26,08;108,48;-
12.01.2021 00:00:56;101,90;8,01;1.278,12;24,40;84,36;-
12.01.2021 01:00:56;-;-;-;-;-;-
12.01.2021 02:00:56;81,63;-;0,00;22,56;47,59;-
12.01.2021 03:00:56;79,82;22,97;0,00;23,25;56,24;-
12.01.2021 04:00:56;69,33;23,51;0,00;20,84;46,49;-
12.01.2021 05:00:56;56,63;23,21;0,00;23,79;57,90;-
12.01.2021 06:00:56;67,04;23,17;0,00;24,62;40,34;-
12.01.2021 07:00:56;51,27;23,22;0,00;28,53;65,95;-
12.01.2021 08:00:56;59,41;24,92;0,00;40,30;262,78;-
12.01.2021 09:00:56;91,07;26,70;0,00;47,76;274,21;-
12.01.2021 10:00:56;114,29;25,98;0,00;50,63;181,12;-
12.01.2021 11:00:56;121,08;20,15;0,00;49,14;118,10;-
12.01.2021 12:00:56;102,01;10,06;0,00;38,69;66,05;-
12.01.2021 13:00:56;85,64;8,23;708,21;21,96;26,13;-
12.01.2021 14:00:56;65,27;8,85;898,05;23,58;26,96;-
12.01.2021 15:00:56;-;-;-;-;-;-
12.01.2021 16:00:56;-;-;-;-;-;-
12.01.2021 17:00:56;54,99;3,46;944,80;24,23;26,96;-
12.01.2021 18:00:56;44,45;2,85;788,82;26,05;28,92;-
12.01.2021 19:00:56;49,56;2,44;834,11;27,65;29,87;-
12.01.2021 20:00:56;59,14;2,77;889,51;26,48;28,70;-
12.01.2021 21:00:56;47,99;2,04;833,18;23,31;25,55;-
12.01.2021 22:00:56;45,65;1,87;1.186,84;36,71;85,35;-
12.01.2021 23:00:56;46,52;2,94;381,34;22,78;25,75;-
13.01.2021 00:00:56;34,71;10,88;303,59;22,44;24,07;-
13.01.2021 01:00:56;39,47;12,92;264,19;24,36;25,66;-
13.01.2021 02:00:56;46,38;8,67;224,62;17,63;18,93;-
13.01.2021 03:00:56;33,43;9,69;289,72;19,93;21,56;-
13.01.2021 04:00:56;49,40;8,45;208,88;15,49;16,50;-
13.01.2021 05:00:56;50,96;8,21;116,66;14,72;15,92;-
13.01.2021 06:00:56;51,37;8,25;156,25;16,44;17,53;-
13.01.2021 07:00:56;-;-;-;-;-;-
13.01.2021 08:00:56;61,86;35,17;0,00;25,05;28,30;-
13.01.2021 09:00:56;-;-;-;-;-;-
13.01.2021 10:00:56;-;-;-;-;-;-
13.01.2021 11:00:56;54,96;37,52;66,94;18,73;20,12;-
13.01.2021 12:00:56;-;-;-;-;-;-
13.01.2021 13:00:56;79,48;0,00;108,92;20,24;22,94;-
13.01.2021 14:00:56;45,78;2,80;198,46;26,67;31,55;-
13.01.2021 15:00:56;24,76;3,67;241,87;25,67;31,29;-
13.01.2021 16:00:56;18,80;4,33;350,92;38,20;47,63;-
13.01.2021 17:00:56;13,13;4,77;386,77;36,87;51,39;-
13.01.2021 18:00:56;24,97;5,57;906,47;48,41;107,44;-
13.01.2021 19:00:56;40,33;5,09;1.136,53;46,33;124,49;-
13.01.2021 20:00:56;57,43;4,49;928,09;43,43;117,98;-
13.01.2021 21:00:56;70,25;4,87;740,32;40,64;84,11;-
13.01.2021 22:00:56;63,92;4,55;490,74;35,25;53,72;-
13.01.2021 23:00:56;65,58;3,62;101,38;24,48;31,71;-
14.01.2021 00:00:56;46,39;3,05;254,35;19,35;27,19;-
14.01.2021 01:00:56;44,79;2,77;263,30;16,12;23,79;-
14.01.2021 02:00:56;26,16;2,84;334,61;14,07;22,70;-
14.01.2021 03:00:56;16,08;2,29;519,29;13,82;26,19;-
14.01.2021 04:00:56;23,70;2,06;548,56;12,36;25,11;-
14.01.2021 05:00:56;24,03;2,32;643,51;13,76;28,18;-
14.01.2021 06:00:56;41,74;4,45;806,21;17,62;33,91;-
14.01.2021 07:00:56;52,46;0,98;773,60;24,77;57,14;-
14.01.2021 08:00:56;67,28;3,40;756,36;25,15;65,94;-
14.01.2021 09:00:56;60,81;1,51;829,31;24,28;63,45;-
14.01.2021 10:00:56;71,81;2,90;1.026,78;27,53;78,57;-
14.01.2021 11:00:56;94,19;4,04;1.191,40;30,63;98,23;-
14.01.2021 12:00:56;127,31;4,32;1.105,09;42,29;96,47;-
14.01.2021 13:00:56;125,64;3,07;654,51;41,90;68,73;-
14.01.2021 14:00:56;88,30;1,90;280,92;30,82;39,48;-
14.01.2021 15:00:56;46,29;3,93;285,54;31,01;41,75;-
14.01.2021 16:00:56;34,72;3,36;199,48;29,72;38,97;-
14.01.2021 17:00:56;23,80;1,11;255,88;29,96;46,49;-
14.01.2021 18:00:56;18,13;1,78;403,81;35,64;62,62;-
14.01.2021 19:00:56;29,50;0,28;1.158,76;38,67;118,70;-
14.01.2021 20:00:56;64,14;0,47;1.266,75;37,40;122,33;-
14.01.2021 21:00:56;88,28;0,41;1.485,84;34,15;134,61;-
14.01.2021 22:00:56;96,03;0,61;1.583,58;29,36;112,83;-
14.01.2021 23:00:56;103,53;1,75;889,28;24,77;65,04;-
15.01.2021 00:00:56;86,75;4,00;550,18;19,10;36,81;-
15.01.2021 01:00:56;57,58;5,73;685,03;17,20;31,63;-
15.01.2021 02:00:56;43,29;6,25;613,22;14,28;22,93;-
15.01.2021 03:00:56;31,05;6,41;706,57;13,56;22,68;-
15.01.2021 04:00:56;22,97;6,19;1.108,39;17,07;26,70;-
15.01.2021 05:00:56;22,59;5,91;960,80;17,76;28,46;-
15.01.2021 06:00:56;15,20;5,87;1.075,60;20,90;36,25;-
15.01.2021 07:00:56;32,05;7,38;1.469,51;29,81;110,64;-
15.01.2021 08:00:56;62,05;8,08;1.703,86;31,84;203,32;-
15.01.2021 09:00:56;86,77;7,96;2.060,78;32,42;136,83;-
15.01.2021 10:00:56;98,91;7,14;1.625,05;32,22;68,61;-
15.01.2021 11:00:56;91,44;6,31;901,05;31,44;50,54;-
15.01.2021 12:00:56;64,78;6,54;1.019,05;47,14;85,10;-
15.01.2021 13:00:56;96,36;8,54;861,56;45,41;81,64;-
15.01.2021 14:00:56;113,71;9,60;676,43;36,92;65,67;-
15.01.2021 15:00:56;86,27;7,59;260,12;29,28;36,25;-
15.01.2021 16:00:56;51,15;8,30;181,62;26,59;31,99;-
15.01.2021 17:00:56;37,94;7,43;230,55;34,23;43,14;-
15.01.2021 18:00:56;26,32;9,26;344,75;37,88;61,91;-
15.01.2021 19:00:56;29,08;6,45;616,75;45,23;74,74;-
15.01.2021 20:00:56;28,52;6,12;469,21;41,43;58,18;-
15.01.2021 21:00:56;24,62;4,08;414,32;34,14;43,04;-
15.01.2021 22:00:56;28,48;4,39;243,14;24,61;29,26;-
15.01.2021 23:00:56;19,13;5,22;272,28;22,37;27,17;-
16.01.2021 00:00:56;12,64;5,82;299,19;20,29;25,28;-
16.01.2021 01:00:56;8,11;8,31;449,35;18,56;25,75;-
16.01.2021 02:00:56;16,00;8,80;595,68;17,98;24,38;-
16.01.2021 03:00:56;9,74;8,99;661,79;16,60;23,23;-
16.01.2021 04:00:56;12,89;8,68;658,83;16,72;23,75;-
16.01.2021 05:00:56;9,86;9,32;696,92;16,34;23,50;-
16.01.2021 06:00:56;6,73;8,92;640,62;18,85;26,47;-
16.01.2021 07:00:56;13,41;7,79;705,13;23,77;36,57;-
16.01.2021 08:00:56;25,48;7,70;708,53;26,96;42,48;-
16.01.2021 09:00:56;42,03;7,38;417,37;25,01;36,33;-
16.01.2021 10:00:56;22,11;7,03;422,15;22,33;31,55;-
16.01.2021 11:00:56;21,64;7,46;466,61;22,07;30,47;-
16.01.2021 12:00:56;42,42;4,77;520,66;23,95;34,22;-
16.01.2021 13:00:56;55,26;6,05;652,52;24,31;38,00;-
16.01.2021 14:00:56;60,16;8,92;583,30;27,02;41,78;-
16.01.2021 15:00:56;71,47;8,23;375,34;21,97;32,26;-
16.01.2021 16:00:56;61,06;8,45;406,90;22,19;32,86;-
16.01.2021 17:00:56;59,00;8,06;467,49;24,40;41,02;-
16.01.2021 18:00:56;57,75;10,47;477,22;24,11;42,96;-
16.01.2021 19:00:56;68,98;7,57;631,77;22,30;40,42;-
16.01.2021 20:00:56;70,32;10,03;617,47;23,21;40,23;-
16.01.2021 21:00:56;69,37;8,08;461,58;19,81;30,93;-
16.01.2021 22:00:56;47,07;8,31;509,16;19,23;32,00;-
16.01.2021 23:00:56;51,40;8,68;626,41;21,85;41,98;-
17.01.2021 00:00:56;54,40;5,07;562,59;22,22;31,87;-
17.01.2021 01:00:56;42,68;6,86;295,79;19,19;22,39;-
17.01.2021 02:00:56;26,22;5,49;322,84;19,18;21,87;-
17.01.2021 03:00:56;13,53;8,00;303,75;19,96;24,88;-
17.01.2021 04:00:56;8,52;4,68;484,55;19,55;25,16;-
17.01.2021 05:00:56;5,91;4,99;484,63;20,49;28,44;-
17.01.2021 06:00:56;5,07;8,19;679,38;29,90;51,48;-
17.01.2021 07:00:56;16,90;6,08;892,68;37,82;80,59;-
17.01.2021 08:00:56;23,85;4,58;989,39;33,20;68,44;-
17.01.2021 09:00:56;22,54;3,85;616,70;27,56;43,91;-
17.01.2021 10:00:56;13,11;7,99;494,18;28,04;38,74;-
