Tarih;Konya-Erenköy-Belediye;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
08.05.2021 07:00:56;39,28;2,91;362,09;23,15;58,78;-
08.05.2021 08:00:56;46,25;2,43;369,04;23,58;65,33;-
08.05.2021 09:00:56;62,41;2,28;411,36;24,93;65,92;-
08.05.2021 10:00:56;73,49;2,50;402,22;33,66;69,28;-
08.05.2021 11:00:56;80,37;3,05;540,36;45,41;74,41;-
08.05.2021 12:00:56;94,60;2,21;408,68;44,51;57,71;-
08.05.2021 13:00:56;88,71;2,55;350,68;40,62;48,62;-
08.05.2021 14:00:56;70,87;5,08;478,57;34,00;38,73;-
08.05.2021 15:00:56;55,29;6,95;329,36;34,04;42,25;-
08.05.2021 16:00:56;53,20;7,92;321,58;26,94;30,30;-
08.05.2021 17:00:56;58,75;7,64;275,71;26,89;31,40;-
08.05.2021 18:00:56;52,01;7,62;187,19;25,22;29,04;-
08.05.2021 19:00:56;69,48;4,10;167,19;23,85;26,66;-
08.05.2021 20:00:56;49,20;2,99;251,97;30,73;37,74;-
08.05.2021 21:00:56;56,15;3,36;176,87;29,56;45,35;-
08.05.2021 22:00:56;53,06;2,10;267,76;29,75;50,09;-
08.05.2021 23:00:56;43,89;1,98;380,16;30,78;50,32;-
09.05.2021 00:00:56;37,78;2,58;408,87;33,95;51,07;-
09.05.2021 01:00:56;46,18;4,77;441,71;31,67;55,77;-
09.05.2021 02:00:56;50,05;3,81;308,34;22,64;36,10;-
09.05.2021 03:00:56;51,76;4,21;229,09;14,95;16,16;-
09.05.2021 04:00:56;41,19;4,50;288,98;23,59;30,62;-
09.05.2021 05:00:56;34,47;4,68;256,54;23,95;30,07;-
09.05.2021 06:00:56;33,19;4,30;263,56;23,10;30,83;-
09.05.2021 07:00:56;36,02;3,96;250,96;20,24;24,89;-
09.05.2021 08:00:56;45,06;4,28;228,33;19,85;23,29;-
09.05.2021 09:00:56;39,02;4,38;252,32;18,05;20,61;-
09.05.2021 10:00:56;35,64;4,38;230,32;18,74;21,15;-
09.05.2021 11:00:56;29,32;4,59;215,73;16,50;18,10;-
09.05.2021 12:00:56;23,85;4,22;210,55;18,18;19,78;-
09.05.2021 13:00:56;27,20;4,09;233,21;18,02;19,98;-
09.05.2021 14:00:56;35,67;4,35;232,97;15,98;17,73;-
09.05.2021 15:00:56;28,37;4,62;259,85;17,53;19,11;-
09.05.2021 16:00:56;24,20;3,88;260,91;19,11;20,84;-
09.05.2021 17:00:56;22,61;4,72;239,32;25,29;29,14;-
09.05.2021 18:00:56;23,74;4,71;271,35;28,34;33,59;-
09.05.2021 19:00:56;20,95;5,38;310,07;31,54;38,61;-
09.05.2021 20:00:56;24,72;5,25;292,07;24,21;26,52;-
09.05.2021 21:00:56;16,45;4,93;258,91;21,50;23,29;-
09.05.2021 22:00:56;21,74;4,70;341,28;23,32;26,23;-
09.05.2021 23:00:56;28,36;4,96;275,56;21,59;23,83;-
10.05.2021 00:00:56;19,42;-;241,93;21,97;24,77;-
10.05.2021 01:00:56;17,12;7,05;243,16;23,83;28,09;-
10.05.2021 02:00:56;15,28;6,63;288,81;24,99;30,92;-
10.05.2021 03:00:56;9,30;7,37;266,62;22,84;27,77;-
10.05.2021 04:00:56;8,17;7,72;209,96;22,39;29,68;-
10.05.2021 05:00:56;10,73;7,67;184,51;21,65;30,47;-
10.05.2021 06:00:56;15,04;8,22;221,27;21,57;29,22;-
10.05.2021 07:00:56;11,18;7,86;221,67;21,84;28,24;-
10.05.2021 08:00:56;17,91;7,85;250,26;20,40;23,38;-
10.05.2021 09:00:56;17,37;7,82;241,43;19,51;22,06;-
10.05.2021 10:00:56;16,96;6,91;213,36;16,15;17,77;-
10.05.2021 11:00:56;23,51;6,62;255,91;15,61;16,91;-
10.05.2021 12:00:56;19,66;6,26;237,34;15,13;16,63;-
10.05.2021 13:00:56;31,98;9,26;598,38;16,53;17,81;-
10.05.2021 14:00:56;25,63;8,65;1.568,57;22,47;25,36;-
10.05.2021 15:00:56;22,50;8,38;1.806,28;25,92;28,59;-
10.05.2021 16:00:56;24,02;8,11;539,07;22,43;24,41;-
10.05.2021 17:00:56;24,64;8,72;324,95;29,84;33,16;-
10.05.2021 18:00:56;16,04;9,75;362,44;33,43;37,03;-
10.05.2021 19:00:56;15,25;8,76;397,31;35,16;40,32;-
10.05.2021 20:00:56;28,10;8,49;378,53;32,35;36,28;-
10.05.2021 21:00:56;26,96;8,80;366,28;31,62;37,99;-
10.05.2021 22:00:56;24,91;8,70;405,04;33,35;44,19;-
10.05.2021 23:00:56;33,46;9,62;351,98;35,35;47,84;-
11.05.2021 00:00:56;29,00;9,52;331,53;39,08;53,33;-
11.05.2021 01:00:56;29,96;6,71;583,65;40,58;53,92;-
11.05.2021 02:00:56;19,12;7,30;699,37;40,34;58,96;-
11.05.2021 03:00:56;17,52;7,42;621,08;31,31;45,46;-
11.05.2021 04:00:56;25,12;8,66;468,13;25,54;36,44;-
11.05.2021 05:00:56;16,92;7,83;439,95;25,85;36,62;-
11.05.2021 06:00:56;10,13;8,74;432,28;24,01;35,50;-
11.05.2021 07:00:56;7,62;8,05;476,19;28,54;45,08;-
11.05.2021 08:00:56;10,94;7,65;500,82;32,47;52,88;-
11.05.2021 09:00:56;15,89;6,43;494,21;34,61;42,64;-
11.05.2021 10:00:56;17,73;5,89;446,24;35,62;41,17;-
11.05.2021 11:00:56;21,71;6,19;483,31;30,68;33,81;-
11.05.2021 12:00:56;32,90;5,93;519,81;30,26;32,60;-
11.05.2021 13:00:56;38,14;4,19;460,33;27,95;29,60;-
11.05.2021 14:00:56;38,06;3,67;458,15;33,51;37,36;-
11.05.2021 15:00:56;39,34;4,23;459,83;40,36;45,55;-
11.05.2021 16:00:56;44,22;4,22;435,71;39,34;44,51;-
11.05.2021 17:00:56;28,19;6,93;589,69;44,37;51,92;-
11.05.2021 18:00:56;18,19;9,62;697,83;45,34;52,54;-
11.05.2021 19:00:56;17,66;7,63;610,93;47,60;63,60;-
11.05.2021 20:00:56;23,31;5,20;573,32;45,74;66,03;-
11.05.2021 21:00:56;30,15;3,93;753,61;39,06;60,63;-
11.05.2021 22:00:56;64,99;4,34;763,27;37,87;66,12;-
11.05.2021 23:00:56;54,82;4,18;829,01;36,67;71,36;-
12.05.2021 00:00:56;47,67;4,29;728,44;36,87;73,88;-
12.05.2021 01:00:56;46,84;5,40;547,00;40,18;83,85;-
12.05.2021 02:00:56;48,24;5,06;586,67;36,34;75,21;-
12.05.2021 03:00:56;46,47;5,18;475,64;31,95;64,19;-
12.05.2021 04:00:56;37,14;5,88;354,52;28,58;55,61;-
12.05.2021 05:00:56;31,22;4,83;258,03;27,92;52,48;-
12.05.2021 06:00:56;21,12;5,31;336,73;25,90;51,56;-
12.05.2021 07:00:56;22,54;6,04;294,07;26,16;61,36;-
12.05.2021 08:00:56;35,80;6,08;338,69;27,22;57,91;-
12.05.2021 09:00:56;31,69;5,12;321,75;33,84;52,56;-
12.05.2021 10:00:56;33,44;5,13;340,60;37,41;46,36;-
12.05.2021 11:00:56;33,47;5,30;285,68;30,71;34,12;-
12.05.2021 12:00:56;47,32;4,61;187,74;26,94;29,44;-
12.05.2021 13:00:56;44,61;6,58;260,78;24,31;26,29;-
12.05.2021 14:00:56;44,38;5,30;163,12;23,70;26,11;-
12.05.2021 15:00:56;27,29;5,93;174,57;39,61;47,19;-
12.05.2021 16:00:56;21,04;7,22;375,51;37,05;44,14;-
12.05.2021 17:00:56;19,36;8,24;439,49;30,67;34,64;-
12.05.2021 18:00:56;23,97;6,17;241,65;29,98;34,79;-
12.05.2021 19:00:56;30,42;4,26;198,08;29,72;34,74;-
12.05.2021 20:00:56;25,42;4,69;20,70;28,63;31,72;-
12.05.2021 21:00:56;19,13;3,51;108,08;16,24;16,93;-
12.05.2021 22:00:56;23,94;4,39;190,75;14,14;14,90;-
12.05.2021 23:00:56;29,72;3,55;212,03;17,85;18,80;-
13.05.2021 00:00:56;35,09;3,73;204,35;18,43;19,33;-
13.05.2021 01:00:56;35,31;4,27;240,35;28,24;33,76;-
13.05.2021 02:00:56;24,26;5,82;395,75;32,52;45,31;-
13.05.2021 03:00:56;22,00;5,75;394,72;32,94;46,23;-
13.05.2021 04:00:56;23,39;6,15;403,22;30,58;44,94;-
13.05.2021 05:00:56;16,65;5,19;311,37;22,53;26,17;-
13.05.2021 06:00:56;27,38;5,12;458,67;21,32;47,50;-
13.05.2021 07:00:56;46,61;6,45;693,69;27,81;90,49;-
13.05.2021 08:00:56;68,66;5,26;528,64;35,41;72,25;-
13.05.2021 09:00:56;55,20;4,87;441,46;38,89;55,08;-
13.05.2021 10:00:56;43,97;5,33;457,47;35,43;42,81;-
13.05.2021 11:00:56;46,08;5,13;380,06;28,13;31,71;-
13.05.2021 12:00:56;44,38;8,53;495,01;22,78;24,80;-
13.05.2021 13:00:56;39,80;4,94;245,86;20,48;21,98;-
13.05.2021 14:00:56;30,26;4,21;240,95;23,24;25,50;-
13.05.2021 15:00:56;26,73;7,85;431,90;23,78;26,81;-
13.05.2021 16:00:56;34,31;5,96;308,23;20,32;23,38;-
13.05.2021 17:00:56;24,30;3,45;200,89;16,34;18,50;-
13.05.2021 18:00:56;32,17;4,73;203,69;18,76;22,13;-
13.05.2021 19:00:56;44,42;3,47;273,96;22,38;26,60;-
13.05.2021 20:00:56;45,46;2,11;314,21;21,42;23,82;-
13.05.2021 21:00:56;42,39;1,87;306,29;25,08;28,88;-
13.05.2021 22:00:56;37,85;2,68;312,59;23,51;26,59;-
13.05.2021 23:00:56;37,44;2,90;348,82;25,76;31,02;-
14.05.2021 00:00:56;28,11;2,46;274,69;28,38;35,14;-
14.05.2021 01:00:56;17,78;6,89;305,00;28,84;43,45;-
14.05.2021 02:00:56;22,45;6,48;334,85;20,71;28,50;-
14.05.2021 03:00:56;28,20;6,41;295,56;21,00;27,25;-
14.05.2021 04:00:56;30,64;6,94;338,45;25,25;38,70;-
14.05.2021 05:00:56;21,31;6,61;363,06;23,93;37,01;-
14.05.2021 06:00:56;21,67;6,78;444,41;21,75;42,49;-
14.05.2021 07:00:56;29,01;7,66;447,88;20,61;50,41;-
14.05.2021 08:00:56;46,06;8,02;343,94;20,14;38,08;-
14.05.2021 09:00:56;53,41;7,33;331,41;23,03;34,46;-
14.05.2021 10:00:56;46,14;8,42;316,43;24,79;32,41;-
14.05.2021 11:00:56;39,82;7,17;355,23;29,47;37,49;-
14.05.2021 12:00:56;44,17;10,06;382,78;23,55;26,16;-
14.05.2021 13:00:56;45,06;6,15;380,74;19,32;21,03;-
14.05.2021 14:00:56;30,19;7,89;339,46;19,79;22,37;-
14.05.2021 15:00:56;30,85;4,82;274,35;22,95;28,81;-
14.05.2021 16:00:56;21,70;2,59;280,43;18,23;22,25;-
14.05.2021 17:00:56;12,98;3,90;248,21;24,39;29,06;-
14.05.2021 18:00:56;10,05;3,50;326,26;23,60;27,51;-
14.05.2021 19:00:56;15,26;2,16;319,93;25,52;31,35;-
14.05.2021 20:00:56;16,15;4,55;307,83;30,56;35,37;-
14.05.2021 21:00:56;19,61;3,86;341,28;29,69;33,12;-
14.05.2021 22:00:56;21,85;2,29;336,84;23,52;25,43;-
14.05.2021 23:00:56;27,31;2,52;293,59;16,64;17,80;-
15.05.2021 00:00:56;29,08;1,68;252,23;22,39;24,52;-
15.05.2021 01:00:56;24,37;3,87;266,97;21,67;24,23;-
15.05.2021 02:00:56;20,69;4,02;495,09;28,09;45,37;-
15.05.2021 03:00:56;34,30;4,66;672,96;33,04;66,80;-
15.05.2021 04:00:56;36,13;4,63;426,13;26,02;48,11;-
15.05.2021 05:00:56;31,68;4,78;398,63;23,28;41,19;-
15.05.2021 06:00:56;39,34;4,82;342,87;22,04;37,95;-
15.05.2021 07:00:56;38,17;5,15;364,58;24,14;44,30;-
15.05.2021 08:00:56;41,21;5,65;285,95;23,34;42,24;-
15.05.2021 09:00:56;46,83;5,16;300,00;29,02;37,00;-
15.05.2021 10:00:56;41,55;5,72;272,10;26,44;30,60;-
15.05.2021 11:00:56;25,02;6,37;278,49;22,55;24,77;-
15.05.2021 12:00:56;28,89;7,85;407,08;21,79;23,92;-
15.05.2021 13:00:56;30,21;4,98;313,68;18,78;20,09;-
15.05.2021 14:00:56;24,51;6,27;468,99;27,05;30,29;-
15.05.2021 15:00:56;24,01;7,32;460,17;31,12;36,32;-
15.05.2021 16:00:56;25,06;7,21;440,27;26,48;30,01;-
15.05.2021 17:00:56;29,52;3,39;240,54;29,61;34,30;-
15.05.2021 18:00:56;15,11;2,32;206,82;31,77;38,18;-
15.05.2021 19:00:56;13,95;2,27;274,75;29,01;33,49;-
15.05.2021 20:00:56;25,93;4,92;338,16;25,52;27,56;-
15.05.2021 21:00:56;26,14;3,24;129,45;18,41;19,65;-
15.05.2021 22:00:56;22,16;2,82;209,19;20,02;20,96;-
15.05.2021 23:00:56;24,48;2,18;196,10;21,55;23,22;-
16.05.2021 00:00:56;23,84;1,56;302,48;29,55;36,18;-
16.05.2021 01:00:56;20,37;2,66;295,66;35,16;53,35;-
16.05.2021 02:00:56;25,61;1,95;308,69;30,15;43,13;-
16.05.2021 03:00:56;18,58;2,24;181,03;24,24;31,25;-
16.05.2021 04:00:56;24,43;2,69;249,13;24,19;36,02;-
16.05.2021 05:00:56;34,94;2,38;270,57;20,37;36,90;-
16.05.2021 06:00:56;43,47;4,02;136,20;20,99;30,91;-
16.05.2021 07:00:56;39,24;0,89;294,76;22,91;35,20;-
16.05.2021 08:00:56;41,22;1,40;283,48;21,01;33,69;-
16.05.2021 09:00:56;30,20;2,28;204,93;18,44;21,03;-
16.05.2021 10:00:56;29,38;1,61;205,42;13,46;14,45;-
16.05.2021 11:00:56;19,77;1,52;194,83;18,15;20,30;-
16.05.2021 12:00:56;23,04;4,37;283,13;17,42;19,29;-
16.05.2021 13:00:56;23,13;3,75;229,95;17,78;19,11;-
16.05.2021 14:00:56;23,24;2,12;163,84;22,48;24,63;-
16.05.2021 15:00:56;16,56;0,30;152,58;20,67;22,18;-
16.05.2021 16:00:56;14,79;2,02;434,02;22,28;24,50;-
16.05.2021 17:00:56;29,51;3,05;458,73;23,26;25,71;-
16.05.2021 18:00:56;33,79;2,22;192,91;22,69;25,55;-
16.05.2021 19:00:56;26,42;0,55;209,89;24,53;27,20;-
16.05.2021 20:00:56;25,08;1,05;273,18;19,99;21,51;-
16.05.2021 21:00:56;29,00;0,70;274,79;22,24;24,11;-
16.05.2021 22:00:56;33,50;0,85;242,27;16,30;17,32;-
16.05.2021 23:00:56;32,64;0,72;210,25;19,18;21,54;-
17.05.2021 00:00:56;29,84;0,72;235,24;30,63;40,52;-
17.05.2021 01:00:56;20,87;5,86;175,36;20,94;22,67;-
17.05.2021 02:00:56;18,58;5,48;141,54;23,00;26,34;-
17.05.2021 03:00:56;25,34;5,99;119,15;20,88;22,96;-
17.05.2021 04:00:56;23,67;5,82;139,56;18,92;20,64;-
17.05.2021 05:00:56;12,37;5,54;241,60;28,18;35,32;-
17.05.2021 06:00:56;7,35;5,73;259,01;28,19;37,58;-
17.05.2021 07:00:56;10,80;6,12;281,45;34,30;46,91;-
17.05.2021 08:00:56;27,71;6,08;199,70;31,75;42,41;-
17.05.2021 09:00:56;29,89;5,75;321,73;32,17;42,40;-
17.05.2021 10:00:56;28,26;6,19;237,37;31,62;37,35;-
17.05.2021 11:00:56;26,30;5,36;266,67;27,56;30,35;-
17.05.2021 12:00:56;32,13;4,59;290,15;30,42;33,19;-
17.05.2021 13:00:56;33,37;5,44;250,97;26,91;28,96;-
17.05.2021 14:00:56;39,66;5,21;206,80;30,36;33,59;-
17.05.2021 15:00:56;27,94;8,56;332,92;32,09;35,23;-
17.05.2021 16:00:56;35,54;9,83;299,11;31,25;34,21;-
17.05.2021 17:00:56;44,54;8,57;417,33;39,50;45,97;-
17.05.2021 18:00:56;33,82;8,33;409,51;53,66;67,68;-
17.05.2021 19:00:56;45,35;5,17;255,63;54,06;67,88;-
17.05.2021 20:00:56;50,24;7,47;491,42;50,29;62,94;-
17.05.2021 21:00:56;45,62;6,44;523,06;48,10;87,39;-
17.05.2021 22:00:56;68,75;4,97;736,98;47,18;117,93;-
17.05.2021 23:00:56;71,93;5,60;498,99;41,98;96,86;-
18.05.2021 00:00:56;49,14;5,15;204,02;39,10;52,98;-
18.05.2021 01:00:56;30,06;4,02;280,36;33,77;48,57;-
18.05.2021 02:00:56;19,63;5,26;260,48;30,23;45,62;-
18.05.2021 03:00:56;23,43;5,10;162,93;23,90;27,68;-
18.05.2021 04:00:56;18,63;4,66;217,85;27,29;35,64;-
18.05.2021 05:00:56;13,49;4,75;240,86;24,72;33,27;-
18.05.2021 06:00:56;10,73;5,64;325,96;28,51;53,73;-
18.05.2021 07:00:56;18,29;6,10;418,54;28,49;65,38;-
18.05.2021 08:00:56;30,82;6,28;437,73;33,51;73,10;-
18.05.2021 09:00:56;38,55;5,72;410,40;44,14;68,77;-
18.05.2021 10:00:56;41,91;5,41;280,43;39,98;47,23;-
18.05.2021 11:00:56;37,29;5,37;300,54;32,95;36,88;-
18.05.2021 12:00:56;29,22;8,35;406,52;32,26;37,81;-
18.05.2021 13:00:56;22,13;4,88;423,35;27,95;33,08;-
18.05.2021 14:00:56;24,02;4,37;426,53;26,19;30,83;-
18.05.2021 15:00:56;16,00;2,22;241,94;30,92;37,99;-
18.05.2021 16:00:56;19,08;0,63;237,46;29,38;35,49;-
18.05.2021 17:00:56;21,53;0,76;211,58;34,27;42,52;-
18.05.2021 18:00:56;34,06;3,85;353,31;38,49;46,26;-
18.05.2021 19:00:56;35,37;6,41;386,37;44,02;53,90;-
18.05.2021 20:00:56;29,43;5,31;439,66;46,36;57,50;-
18.05.2021 21:00:56;39,32;2,74;512,62;41,08;52,34;-
18.05.2021 22:00:56;27,01;0,94;250,59;32,41;38,24;-
18.05.2021 23:00:56;24,47;0,76;306,46;32,37;41,61;-
19.05.2021 00:00:56;26,61;0,90;132,22;25,53;29,07;-
19.05.2021 01:00:56;27,36;6,19;258,60;28,06;33,04;-
19.05.2021 02:00:56;28,38;6,50;304,17;22,77;25,87;-
19.05.2021 03:00:56;22,95;6,11;292,12;24,24;34,31;-
19.05.2021 04:00:56;23,28;7,11;286,82;24,17;43,31;-
19.05.2021 05:00:56;32,77;6,99;421,51;27,31;49,84;-
19.05.2021 06:00:56;31,93;7,77;352,66;27,64;50,49;-
19.05.2021 07:00:56;34,37;7,05;292,53;26,66;44,75;-
19.05.2021 08:00:56;35,61;6,92;222,84;30,46;42,73;-
19.05.2021 09:00:56;38,28;6,51;179,15;32,11;43,23;-
19.05.2021 10:00:56;35,96;7,56;442,95;38,71;49,36;-
19.05.2021 11:00:56;39,59;7,72;415,93;36,33;42,35;-
19.05.2021 12:00:56;46,18;7,65;346,97;30,67;33,54;-
19.05.2021 13:00:56;45,50;8,11;526,11;32,40;34,56;-
19.05.2021 14:00:56;46,05;8,02;473,98;38,84;43,99;-
19.05.2021 15:00:56;52,38;10,15;326,76;41,28;49,09;-
19.05.2021 16:00:56;40,55;9,34;521,72;41,61;49,86;-
19.05.2021 17:00:56;43,95;8,82;550,80;41,64;49,11;-
19.05.2021 18:00:56;40,51;8,31;550,84;44,98;56,18;-
19.05.2021 19:00:56;40,31;6,31;506,60;44,84;57,53;-
19.05.2021 20:00:56;52,60;4,46;336,25;40,31;52,46;-
19.05.2021 21:00:56;46,50;3,66;519,82;39,03;66,15;-
19.05.2021 22:00:56;68,58;4,31;935,32;44,25;116,09;-
19.05.2021 23:00:56;85,85;4,97;724,66;39,40;93,56;-
20.05.2021 00:00:56;88,24;5,00;611,00;36,14;83,10;-
20.05.2021 01:00:56;73,24;7,07;488,63;36,82;75,72;-
20.05.2021 02:00:56;62,65;5,88;394,73;32,00;56,53;-
20.05.2021 03:00:56;46,78;6,46;225,41;29,34;50,41;-
20.05.2021 04:00:56;34,21;6,46;220,47;25,90;52,09;-
20.05.2021 05:00:56;29,84;7,05;194,06;25,56;50,86;-
20.05.2021 06:00:56;33,99;6,90;288,67;27,75;56,78;-
20.05.2021 07:00:56;41,54;7,61;387,95;33,52;97,37;-
20.05.2021 08:00:56;42,60;7,38;340,46;35,43;86,07;-
20.05.2021 09:00:56;47,35;6,78;322,80;41,50;64,71;-
20.05.2021 10:00:56;57,27;7,30;326,14;43,24;52,47;-
20.05.2021 11:00:56;47,40;10,23;442,36;37,48;41,60;-
20.05.2021 12:00:56;54,00;9,77;346,90;32,77;36,57;-
20.05.2021 13:00:56;42,26;4,72;171,65;28,61;31,65;-
20.05.2021 14:00:56;68,92;3,22;199,71;29,60;33,49;-
20.05.2021 15:00:56;45,95;5,41;166,40;33,30;39,69;-
20.05.2021 16:00:56;35,10;4,23;247,37;29,33;34,58;-
20.05.2021 17:00:56;33,53;3,25;213,57;31,43;36,60;-
20.05.2021 18:00:56;35,01;3,28;298,17;31,74;35,03;-
20.05.2021 19:00:56;35,69;2,76;226,27;33,45;38,67;-
20.05.2021 20:00:56;36,33;2,12;446,31;43,77;50,23;-
20.05.2021 21:00:56;35,64;3,91;496,87;43,58;55,06;-
20.05.2021 22:00:56;41,65;4,91;478,15;38,66;51,81;-
20.05.2021 23:00:56;33,41;3,15;266,18;32,69;37,08;-
21.05.2021 00:00:56;22,31;2,29;367,59;30,40;42,19;-
21.05.2021 01:00:56;18,43;5,38;264,89;28,85;38,43;-
21.05.2021 02:00:56;18,15;5,34;280,17;26,98;36,71;-
21.05.2021 03:00:56;19,17;4,94;249,76;22,82;33,86;-
21.05.2021 04:00:56;12,34;5,61;180,46;21,79;32,53;-
21.05.2021 05:00:56;11,85;5,84;201,51;19,68;29,61;-
21.05.2021 06:00:56;13,37;5,55;197,14;23,34;38,27;-
21.05.2021 07:00:56;15,79;6,16;306,42;28,11;64,73;-
21.05.2021 08:00:56;34,08;5,44;388,83;31,65;76,43;-
21.05.2021 09:00:56;37,43;5,88;373,35;41,97;60,50;-
21.05.2021 10:00:56;27,19;5,37;272,05;39,29;47,04;-
21.05.2021 11:00:56;34,62;8,55;328,29;26,54;28,88;-
21.05.2021 12:00:56;51,46;8,04;269,83;21,31;22,70;-
21.05.2021 13:00:56;79,11;5,50;328,25;18,65;19,66;-
21.05.2021 14:00:56;80,17;6,07;273,22;19,76;21,75;-
21.05.2021 15:00:56;77,65;5,48;296,10;22,13;24,68;-
21.05.2021 16:00:56;84,92;3,90;313,19;23,89;26,01;-
21.05.2021 17:00:56;62,87;1,87;110,15;25,12;27,79;-
21.05.2021 18:00:56;50,44;1,78;173,32;27,33;29,94;-
21.05.2021 19:00:56;33,67;5,16;326,60;36,21;40,77;-
21.05.2021 20:00:56;23,03;4,34;317,25;49,71;58,55;-
21.05.2021 21:00:56;28,85;1,34;230,33;40,11;45,68;-
21.05.2021 22:00:56;27,02;1,55;143,73;32,73;36,10;-
21.05.2021 23:00:56;31,32;1,55;186,88;26,09;27,92;-
22.05.2021 00:00:56;39,99;1,09;150,32;21,39;22,66;-
22.05.2021 01:00:56;40,05;5,23;183,78;21,35;22,69;-
22.05.2021 02:00:56;25,92;5,42;260,03;24,40;26,67;-
22.05.2021 03:00:56;24,28;5,60;147,93;23,87;26,71;-
22.05.2021 04:00:56;13,96;5,45;212,50;20,96;23,24;-
22.05.2021 05:00:56;10,20;5,79;199,30;24,09;29,19;-
22.05.2021 06:00:56;11,97;6,39;209,08;19,79;22,45;-
22.05.2021 07:00:56;21,65;6,35;248,42;26,30;29,35;-
22.05.2021 08:00:56;12,96;6,57;211,77;31,52;35,43;-
22.05.2021 09:00:56;13,32;5,97;224,63;33,11;36,82;-
22.05.2021 10:00:56;16,32;5,40;170,51;31,16;34,88;-
22.05.2021 11:00:56;14,99;5,56;213,60;25,78;27,88;-
22.05.2021 12:00:56;16,71;4,99;234,81;22,20;24,16;-
22.05.2021 13:00:56;12,62;1,46;252,73;26,24;28,88;-
22.05.2021 14:00:56;17,08;1,64;265,10;28,49;31,56;-
22.05.2021 15:00:56;17,85;1,05;281,25;35,71;40,32;-
22.05.2021 16:00:56;20,89;0,93;272,91;33,00;37,66;-
22.05.2021 17:00:56;32,41;1,54;273,82;33,64;38,23;-
22.05.2021 18:00:56;29,30;1,54;297,11;37,77;43,49;-
22.05.2021 19:00:56;22,44;1,31;331,20;28,30;30,95;-
22.05.2021 20:00:56;13,49;1,76;293,31;26,24;28,24;-
22.05.2021 21:00:56;16,86;1,40;208,71;23,90;25,83;-
22.05.2021 22:00:56;21,99;2,38;219,92;22,19;24,25;-
22.05.2021 23:00:56;17,96;3,33;252,56;22,81;25,36;-
23.05.2021 00:00:56;16,37;2,34;212,83;22,89;25,52;-
23.05.2021 01:00:56;15,88;4,04;241,90;25,05;29,41;-
23.05.2021 02:00:56;12,82;3,86;191,19;20,93;23,13;-
23.05.2021 03:00:56;7,96;3,87;161,74;21,44;25,43;-
23.05.2021 04:00:56;5,33;4,61;198,96;18,57;21,44;-
23.05.2021 05:00:56;4,08;3,99;243,45;25,05;38,16;-
23.05.2021 06:00:56;5,41;4,52;260,15;26,66;40,50;-
23.05.2021 07:00:56;10,30;4,81;290,50;25,25;38,01;-
23.05.2021 08:00:56;11,47;3,96;253,94;24,03;28,88;-
23.05.2021 09:00:56;7,94;3,91;240,43;22,10;25,13;-
23.05.2021 10:00:56;6,62;4,28;252,26;19,80;22,00;-
23.05.2021 11:00:56;7,58;3,15;246,71;15,19;16,31;-
23.05.2021 12:00:56;17,59;2,06;252,44;14,16;15,15;-
23.05.2021 13:00:56;19,46;1,51;220,73;15,67;16,46;-
23.05.2021 14:00:56;25,84;0,54;215,68;21,15;22,56;-
23.05.2021 15:00:56;25,88;1,35;191,13;24,38;26,70;-
23.05.2021 16:00:56;20,11;2,45;191,68;24,79;27,74;-
23.05.2021 17:00:56;22,68;2,59;218,48;23,66;26,84;-
23.05.2021 18:00:56;14,62;2,86;313,05;24,68;27,94;-
23.05.2021 19:00:56;15,55;5,94;466,82;37,12;45,87;-
23.05.2021 20:00:56;17,05;4,44;315,65;33,73;37,95;-
23.05.2021 21:00:56;16,36;1,22;318,93;30,41;33,42;-
23.05.2021 22:00:56;14,38;0,89;347,78;30,34;34,34;-
23.05.2021 23:00:56;20,21;1,34;331,21;33,10;40,65;-
24.05.2021 00:00:56;27,54;0,55;294,48;30,57;35,51;-
24.05.2021 01:00:56;23,93;0,82;162,80;25,27;27,92;-
24.05.2021 02:00:56;19,94;1,19;176,32;26,59;31,96;-
24.05.2021 03:00:56;22,50;1,27;312,12;28,78;40,55;-
24.05.2021 04:00:56;23,17;0,74;219,16;24,13;32,68;-
24.05.2021 05:00:56;25,97;1,11;220,21;25,73;32,18;-
24.05.2021 06:00:56;30,51;1,48;220,93;25,10;32,12;-
24.05.2021 07:00:56;27,05;1,43;206,07;26,54;36,81;-
24.05.2021 08:00:56;23,08;1,60;232,93;30,35;39,63;-
24.05.2021 09:00:56;22,87;1,48;248,50;29,92;33,27;-
24.05.2021 10:00:56;24,30;2,07;194,31;26,15;28,38;-
24.05.2021 11:00:56;26,31;1,17;80,19;22,47;24,22;-
24.05.2021 12:00:56;30,93;0,96;223,70;20,07;21,63;-
24.05.2021 13:00:56;41,07;3,75;151,26;17,09;17,68;-
24.05.2021 14:00:56;25,98;4,46;217,47;19,13;20,40;-
24.05.2021 15:00:56;18,14;7,23;384,71;21,27;22,56;-
24.05.2021 16:00:56;23,03;7,47;367,21;21,70;23,13;-
24.05.2021 17:00:56;22,88;6,32;333,97;30,62;34,37;-
24.05.2021 18:00:56;29,14;6,25;414,22;39,93;48,41;-
24.05.2021 19:00:56;29,12;5,30;415,99;43,29;55,91;-
