ID,AD,DURUM,ENLEM,BOYLAM,TIP
283,Mesaj-Ersen Seker,Yesil Dalga,38.01406793055824,32.5214396417141,Maestro
110,Toki Su Deposu,Pasif,37.97917908635696,32.51653790473939,Sabit
112,Tir-San,Pasif,37.94050846999258,32.52343118190766,Sabit
113-2,Aydinlik Giris,Pasif,37.90530529918546,32.493505775928504,Sabit
115,Oval Carsi - Komurculer,Pasif,37.93710695185594,32.50349164009095,Sabit
128,Erenkaya,Pasif,37.943816760736624,32.50940591096879,Sabit
129,Safahat,Pasif,37.94161477560739,32.509381771087654,Sabit
130,Kevser Camii,Pasif,37.937102721013986,32.49900698661805,Sabit
131,Lale - Mehtap,Pasif,37.92747586719691,32.49989479780198,Sabit
145,500 Evler Mabet Sok.,Pasif,37.954083359163164,32.46081233024598,Sabit
153,Meram Tip Fakultesi,Pasif,37.87725168729299,32.42980479613895,Sabit
155,Maresal 1,Pasif,37.874004038460455,32.48594586641178,Sabit
157,Numune Hastanesi,Pasif,37.8784567991571,32.49155312776566,Sabit
158,Ak Cami,Pasif,37.88925219918186,32.507332563400276,Sabit
159,Izzet Bezirci,Pasif,37.90054074381351,32.51934953033925,Sabit
160,Kahramanlar,Pasif,37.88472211322355,32.50207275152207,Sabit
161,Araplar Kahramanlar,Pasif,37.88112959926958,32.50386446714402,Sabit
163,Samanpazari Otobus Duragi,Pasif,37.86887732204159,32.54316553473473,Sabit
164,Cataltomek,Yesil Dalga,37.8470999956479,32.543547749519355,Master
165,Saracoglu,Yesil Dalga,37.84081718448758,32.53631450235844,Master
166,Abdurresit,Pasif,37.82843797757642,32.49848663806916,Sabit
167,Hasankoy,Pasif,37.829220775685975,32.490591555833824,Sabit
168,Karaman Yolu Sari Hoca,Pasif,37.810587080017356,32.520561218261726,Sabit
169,Korkmaz Beton,Pasif,37.94801959817553,32.534270659089096,Sabit
264,Lalebahce Karakol,Pasif,37.842323731185644,32.45483502745629,Sabit
199,Karkent Ilkokulu,Pasif,37.899015280165244,32.52685099840165,Sabit
171,Kayali Park,Pasif,37.871971812488894,32.49814867973328,Sabit
172,Ucler,Pasif,37.86994765143521,32.503761202096946,Sabit
173,Cihangir,Pasif,37.87693775864077,32.50098243355752,Sabit
174,Pasali Kopru,Pasif,37.85872694701587,32.49263271689416,Sabit
176,Ilyasin Kavaklari,Pasif,37.857852342144525,32.50993430614472,Sabit
185,Depo Guney,Pasif,37.91672470230465,32.505940504735534,Sabit
186,Sehitler Cami,Pasif,37.914042073108575,32.50372231006623,Sabit
187,Park,Pasif,37.902184175388065,32.49285668603531,Sabit
188,Sanayi,Pasif,37.89981531915343,32.48989015817643,Sabit
191,Mumtaz Koru,Pasif,37.86680225736454,32.487281709909446,Sabit
192,Konya Lisesi,Pasif,37.868707401850195,32.486400604248054,Sabit
193,Sedat Yuksel IOK,Pasif,37.857515097663445,32.50359758734704,Sabit
194,Cezaevi - Itfaiye,Pasif,37.8670648197978,32.54340961575509,Sabit
195,Hava Lojmanlari 2,Pasif,37.8936412479306,32.50406026840211,Sabit
196,Karaman Cevre Yolu,Pasif,37.781060594893326,32.528715133667,Sabit
198,Hava Lojmanlari 1,Pasif,37.89159228160847,32.502574324607856,Sabit
200,Ulubatli Hasan IOO,Pasif,37.89875283161873,32.51808017492295,Sabit
201-202,Zafer Camlikosk-Orduevi,Pasif,37.87081576078985,32.491268813610084,Sabit
205,Sille Yolu Bas-Gec,Pasif,37.89720775265573,32.47193276882172,Sabit
206,Alparslan IOO,Pasif,37.85284381172779,32.46399074792863,Sabit
208,Gulistan - Sila Cad.,Pasif,37.933584691623736,32.55074948072434,Sabit
216,Ted Koleji,Pasif,37.926528052119565,32.43618291002236,Sabit
218,A.Hamdi Gogus - S.Ulema Yahsi,Pasif,37.87418011723471,32.536705434322364,Sabit
220,Bayrampasa,Pasif,37.92261489017513,32.5171709060669,Sabit
221,Akincilar Tuzdeve,Pasif,37.9023677663628,32.471176385879524,Sabit
222,Cocuk Yuvasi,Pasif,37.860613771090975,32.48905062675477,Sabit
223,Toptancilar - Kule,Pasif,37.890250461441035,32.495954278551515,Sabit
225,Lalebahce - Karahuyuk,Pasif,37.81963595877571,32.4405723810196,Sabit
226,Yazir Hareket Merkezi,Pasif,37.953626532378664,32.49030053615571,Sabit
227,Uzum Pazari,Pasif,37.869353731703676,32.501718699932105,Sabit
229,Karacihan Camii,Pasif,37.86068365253651,32.47356891632081,Sabit
230,Seker Kuspe Kapisi,Pasif,37.872355041741024,32.465283572673805,Sabit
231,Lalebahce Kuba Camii,Pasif,37.830426235131426,32.447648702543745,Sabit
233,Kabatas Kopru Cikis,Pasif,37.88596156396872,32.482782304286964,Sabit
234,Il Jandarma Araplar,Pasif,37.89470169260888,32.50904917716981,Sabit
235,Karatay itfaiye,Pasif,37.86708493542948,32.54438191652299,Sabit
42-107,Aksehir Meydan Camii,Pasif,38.35886577480535,31.420160830020908,Sabit
42-014,Eregli Belediye,Pasif,37.51720632863926,34.04705464839936,Sabit
42-015,Eregli Itfaiye,Pasif,37.516514461674575,34.041332175854976,Sabit
238,Isiklar Mobilya,Pasif,37.87868968064793,32.54640698432923,Sabit
239,Kampus Ici - 1,Pasif,38.02266394042941,32.512112259864814,Sabit
42-019,Eregli Mac,Pasif,37.5140023216106,34.04735505580903,Sabit
42-020,Eregli Aksoy,Pasif,37.51240664926994,34.048800766468055,Sabit
