Tarih;Konya-Karatay;;;;;
;PM10 ( µg/m3 );SO2 ( µg/m3 );CO ( µg/m3 );NO2 ( µg/m3 );NOX ( µg/m3 );O3 ( µg/m3 )
20.02.2021 12:00:56;11,48;8,80;0,00;14,68;18,54;15,86
20.02.2021 13:00:56;18,82;7,90;0,00;12,57;16,47;16,38
20.02.2021 14:00:56;15,88;6,85;0,00;10,18;13,66;16,01
20.02.2021 15:00:56;13,94;6,02;18,40;11,68;15,81;15,61
20.02.2021 16:00:56;12,88;6,10;0,00;10,27;13,69;15,20
20.02.2021 17:00:56;11,42;6,93;0,00;12,14;15,06;13,40
20.02.2021 18:00:56;18,12;7,76;0,00;15,51;18,71;13,93
20.02.2021 19:00:56;20,06;10,71;0,00;24,79;27,81;11,97
20.02.2021 20:00:56;21,66;13,61;8,29;26,60;29,77;11,10
20.02.2021 21:00:56;32,48;15,82;190,39;28,14;30,91;8,36
20.02.2021 22:00:56;39,82;18,84;186,95;27,44;30,93;9,09
20.02.2021 23:00:56;36,82;15,45;271,51;26,81;30,06;10,39
21.02.2021 00:00:56;33,58;12,27;854,83;21,97;25,06;13,54
21.02.2021 01:00:56;26,64;11,24;785,89;19,24;21,87;13,52
21.02.2021 02:00:56;21,48;11,08;800,91;16,75;19,60;11,47
21.02.2021 03:00:56;30,15;12,87;1.246,34;20,32;23,92;10,30
21.02.2021 04:00:56;47,09;14,42;1.254,74;20,62;23,68;9,20
21.02.2021 05:00:56;33,18;11,81;1.196,73;32,42;35,36;8,97
21.02.2021 06:00:56;35,58;9,44;916,46;25,03;27,78;11,14
21.02.2021 07:00:56;29,18;8,39;3.429,21;28,19;32,64;6,75
21.02.2021 08:00:56;33,03;12,91;1.508,57;36,28;46,06;1,76
21.02.2021 09:00:56;47,43;7,97;685,77;18,81;23,18;3,54
21.02.2021 10:00:56;22,58;9,69;594,03;15,53;19,40;5,93
21.02.2021 11:00:56;16,30;9,87;535,72;14,66;18,25;8,31
21.02.2021 12:00:56;20,82;7,70;2.838,04;13,23;17,46;6,71
21.02.2021 13:00:56;18,18;8,43;1.123,15;12,89;15,93;4,68
21.02.2021 14:00:56;20,70;8,16;706,53;11,55;14,87;7,48
21.02.2021 15:00:56;15,70;6,86;3.300,37;10,78;13,95;6,09
21.02.2021 16:00:56;11,06;6,54;371,61;9,35;11,83;5,76
21.02.2021 17:00:56;12,24;8,30;2.224,42;9,50;12,41;8,10
21.02.2021 18:00:56;16,00;41,12;4.642,98;18,84;22,26;13,33
21.02.2021 19:00:56;16,18;17,33;4.641,48;22,02;25,13;13,21
21.02.2021 20:00:56;20,39;20,90;4.557,73;30,68;33,98;9,96
21.02.2021 21:00:56;41,70;20,50;919,98;25,78;28,95;8,44
21.02.2021 22:00:56;40,14;27,42;1.818,17;51,34;61,51;4,61
21.02.2021 23:00:56;93,75;59,89;4.167,27;64,84;97,88;4,02
22.02.2021 00:00:56;172,41;46,00;4.775,51;60,34;109,83;2,86
22.02.2021 01:00:56;204,45;38,13;17.170,47;59,67;123,65;2,81
22.02.2021 02:00:56;115,65;26,36;36.750,24;55,84;90,77;2,40
22.02.2021 03:00:56;76,53;16,44;36.750,30;47,79;54,52;6,12
22.02.2021 04:00:56;37,34;10,32;11.676,88;36,60;40,02;9,55
22.02.2021 05:00:56;27,78;9,93;876,58;36,75;41,29;4,79
22.02.2021 06:00:56;40,30;11,95;1.238,22;41,42;54,45;0,01
22.02.2021 07:00:56;47,35;20,15;1.740,32;53,91;122,50;0,01
22.02.2021 08:00:56;83,76;24,62;2.864,14;61,62;129,28;0,00
22.02.2021 09:00:56;81,39;27,15;3.485,32;81,54;156,55;0,00
22.02.2021 10:00:56;101,19;23,25;14.999,99;88,96;141,42;0,45
22.02.2021 11:00:56;72,64;24,42;1.113,65;73,93;96,24;2,87
22.02.2021 12:00:56;65,49;14,88;516,07;39,83;46,65;4,20
22.02.2021 13:00:56;42,06;11,67;535,08;31,13;36,17;6,15
22.02.2021 14:00:56;42,64;12,27;795,71;22,90;26,62;7,10
22.02.2021 15:00:56;36,46;11,03;225,73;18,01;22,01;6,70
22.02.2021 16:00:56;28,18;7,02;218,40;19,82;24,14;4,17
22.02.2021 17:00:56;31,00;7,40;292,84;21,18;24,60;5,67
22.02.2021 18:00:56;30,88;8,84;294,52;34,93;39,00;2,70
22.02.2021 19:00:56;30,81;16,87;294,52;75,17;87,57;0,94
22.02.2021 20:00:56;60,87;17,65;294,52;74,22;120,62;1,57
22.02.2021 21:00:56;91,69;32,91;709,17;78,73;162,78;3,45
22.02.2021 22:00:56;114,50;24,36;1.169,62;63,73;76,75;7,45
22.02.2021 23:00:56;61,35;24,77;1.676,96;70,14;82,77;4,01
23.02.2021 00:00:56;87,59;32,43;3.458,30;62,12;90,32;4,87
23.02.2021 01:00:56;163,04;39,34;5.292,48;58,44;128,32;6,43
23.02.2021 02:00:56;220,15;30,32;3.448,04;65,05;129,16;4,56
23.02.2021 03:00:56;124,96;16,47;1.802,42;60,43;78,68;2,83
23.02.2021 04:00:56;61,28;15,04;1.519,55;54,80;62,95;3,84
23.02.2021 05:00:56;50,18;17,48;1.923,16;50,31;61,52;4,50
23.02.2021 06:00:56;53,78;15,99;2.319,14;49,65;87,82;3,75
23.02.2021 07:00:56;68,90;21,22;3.542,17;53,70;156,71;3,75
23.02.2021 08:00:56;117,32;40,18;4.574,21;76,11;279,87;2,32
23.02.2021 09:00:56;166,22;42,31;3.127,40;86,29;174,03;4,57
23.02.2021 10:00:56;119,86;24,48;1.920,18;78,82;115,13;8,76
23.02.2021 11:00:56;70,03;19,89;1.837,95;62,09;78,82;7,42
23.02.2021 12:00:56;54,46;10,40;617,26;41,80;48,17;6,02
23.02.2021 13:00:56;44,79;6,91;541,33;28,08;33,54;5,61
23.02.2021 14:00:56;25,64;5,81;3.368,61;20,03;24,21;7,40
23.02.2021 15:00:56;19,40;6,60;2.308,81;15,97;19,87;6,56
23.02.2021 16:00:56;10,36;6,51;1.398,01;16,36;19,91;5,28
23.02.2021 17:00:56;15,70;6,53;2.335,90;17,11;20,90;4,70
23.02.2021 18:00:56;11,91;8,74;2.336,17;38,54;43,25;2,38
23.02.2021 19:00:56;29,14;21,75;1.684,49;71,43;100,80;4,13
23.02.2021 20:00:56;76,43;23,86;1.253,52;74,48;112,41;1,70
23.02.2021 21:00:56;53,69;19,53;1.439,32;68,39;114,14;5,87
23.02.2021 22:00:56;85,13;29,48;2.857,67;61,38;144,09;4,63
23.02.2021 23:00:56;165,70;35,59;4.103,34;66,14;261,41;5,43
24.02.2021 00:00:56;182,73;43,87;6.181,60;60,17;282,03;6,65
24.02.2021 01:00:56;275,38;52,78;8.970,51;57,95;271,47;6,20
24.02.2021 02:00:56;325,47;45,04;9.364,47;51,42;236,04;6,07
24.02.2021 03:00:56;280,39;43,15;6.933,27;53,91;242,67;5,41
24.02.2021 04:00:56;187,57;32,92;3.866,25;51,90;185,85;4,59
24.02.2021 05:00:56;101,31;26,15;2.813,86;49,22;141,27;5,98
24.02.2021 06:00:56;78,14;28,65;3.810,26;47,30;190,92;2,74
24.02.2021 07:00:56;132,61;40,99;6.488,48;58,90;451,52;5,70
24.02.2021 08:00:56;221,51;44,26;8.561,41;80,97;527,41;3,14
24.02.2021 09:00:56;-;-;-;-;-;-
24.02.2021 10:00:56;-;-;-;-;-;-
24.02.2021 11:00:56;-;29,92;200,00;58,43;81,28;4,11
24.02.2021 12:00:56;61,45;23,35;200,00;35,53;41,24;19,09
24.02.2021 13:00:56;40,83;18,09;200,00;20,77;24,54;13,86
24.02.2021 14:00:56;15,00;16,82;200,00;16,48;20,15;11,27
24.02.2021 15:00:56;15,00;15,54;200,00;15,05;18,92;10,70
24.02.2021 16:00:56;14,38;15,02;200,00;13,64;17,00;4,35
24.02.2021 17:00:56;7,31;14,51;200,00;20,87;24,49;3,21
24.02.2021 18:00:56;12,55;29,68;200,00;38,08;41,81;0,68
24.02.2021 19:00:56;32,16;52,53;200,00;60,77;74,09;1,26
24.02.2021 20:00:56;49,72;43,74;200,00;74,54;177,06;0,03
24.02.2021 21:00:56;96,79;41,43;200,00;73,68;246,50;0,74
24.02.2021 22:00:56;133,80;51,25;200,00;72,71;315,53;0,05
24.02.2021 23:00:56;177,41;58,72;1.227,38;73,67;267,36;0,13
25.02.2021 00:00:56;155,05;46,83;3.850,16;68,75;203,32;0,00
25.02.2021 01:00:56;118,60;37,84;3.307,96;61,07;165,85;0,00
25.02.2021 02:00:56;96,57;25,14;1.404,98;53,51;69,49;0,00
25.02.2021 03:00:56;33,71;25,63;2.257,19;59,60;77,78;0,00
25.02.2021 04:00:56;51,83;21,62;1.411,00;46,01;54,91;0,00
25.02.2021 05:00:56;25,92;17,84;943,11;38,82;42,03;0,00
25.02.2021 06:00:56;24,46;15,99;800,96;34,49;38,18;0,01
25.02.2021 07:00:56;18,16;14,63;650,03;41,03;46,25;0,00
25.02.2021 08:00:56;20,47;13,95;527,48;47,45;54,97;3,61
25.02.2021 09:00:56;26,31;13,28;406,44;33,74;39,74;8,00
25.02.2021 10:00:56;29,38;12,90;374,87;23,87;28,77;8,15
25.02.2021 11:00:56;21,84;11,87;225,50;15,56;19,21;10,43
25.02.2021 12:00:56;19,53;10,97;209,74;11,63;15,00;10,18
25.02.2021 13:00:56;14,00;12,44;243,09;14,11;18,12;7,51
25.02.2021 14:00:56;14,08;11,76;259,15;15,96;19,91;7,35
25.02.2021 15:00:56;14,84;10,72;236,26;13,56;17,23;9,13
25.02.2021 16:00:56;12,92;11,03;223,75;12,88;16,41;9,80
25.02.2021 17:00:56;12,23;12,21;266,20;14,26;19,51;5,39
25.02.2021 18:00:56;14,69;11,68;343,10;22,98;26,25;0,47
25.02.2021 19:00:56;11,54;12,82;500,11;40,93;45,25;1,01
25.02.2021 20:00:56;18,00;12,02;618,81;51,83;58,44;1,52
25.02.2021 21:00:56;17,84;10,76;362,76;28,29;31,49;6,82
25.02.2021 22:00:56;15,92;10,98;472,30;31,77;35,22;5,16
25.02.2021 23:00:56;15,08;11,18;741,95;24,08;27,09;7,87
26.02.2021 00:00:56;16,23;10,87;544,10;20,74;24,03;6,32
26.02.2021 01:00:56;18,38;10,77;647,28;21,99;25,09;6,70
26.02.2021 02:00:56;11,70;11,93;1.039,40;26,78;30,60;5,21
26.02.2021 03:00:56;20,00;12,45;2.217,36;34,15;38,27;2,98
26.02.2021 04:00:56;20,08;13,48;1.789,05;32,47;36,04;0,34
26.02.2021 05:00:56;20,30;12,79;1.263,67;33,19;36,91;0,48
26.02.2021 06:00:56;13,09;12,75;2.370,64;43,75;81,75;0,04
26.02.2021 07:00:56;27,78;16,31;3.602,59;57,94;186,33;0,70
26.02.2021 08:00:56;52,10;15,62;4.021,74;60,07;132,70;1,18
26.02.2021 09:00:56;86,75;15,62;5.245,27;61,86;100,62;2,31
26.02.2021 10:00:56;59,53;13,23;5.580,33;56,85;78,45;5,71
26.02.2021 11:00:56;51,21;12,11;557,55;23,09;27,36;10,38
26.02.2021 12:00:56;18,08;10,89;335,44;14,17;17,99;13,08
26.02.2021 13:00:56;18,53;9,44;423,19;10,46;13,81;13,65
26.02.2021 14:00:56;12,92;9,45;1.496,61;11,75;15,72;13,31
26.02.2021 15:00:56;11,92;8,70;1.364,23;12,58;16,04;12,06
26.02.2021 16:00:56;11,00;9,37;479,18;14,18;17,88;13,10
26.02.2021 17:00:56;11,00;8,73;1.061,24;15,30;18,71;11,48
26.02.2021 18:00:56;12,09;10,28;1.440,34;31,79;35,14;6,39
26.02.2021 19:00:56;27,09;13,07;972,82;66,20;84,44;2,33
26.02.2021 20:00:56;51,61;16,10;7.461,50;70,68;92,69;0,69
26.02.2021 21:00:56;48,55;19,77;2.925,04;73,40;196,26;0,47
26.02.2021 22:00:56;72,74;30,83;16.129,46;69,23;239,18;1,74
26.02.2021 23:00:56;135,08;29,90;13.401,54;63,92;147,14;1,99
27.02.2021 00:00:56;64,40;28,31;2.987,94;60,54;141,62;0,70
27.02.2021 01:00:56;77,51;27,36;4.907,23;59,70;89,12;1,61
27.02.2021 02:00:56;35,61;25,13;4.602,34;55,93;69,42;2,08
27.02.2021 03:00:56;30,77;23,27;4.814,79;47,91;55,46;3,30
27.02.2021 04:00:56;28,08;19,45;1.902,78;39,62;47,15;2,89
27.02.2021 05:00:56;30,86;22,21;7.491,29;41,57;76,36;2,09
27.02.2021 06:00:56;50,75;20,07;3.539,26;47,86;79,88;1,71
27.02.2021 07:00:56;28,42;24,27;9.436,49;49,63;177,79;2,21
27.02.2021 08:00:56;82,40;31,68;7.329,28;66,16;232,82;1,27
27.02.2021 09:00:56;99,08;38,59;1.139,73;74,84;166,22;1,79
27.02.2021 10:00:56;97,36;34,08;124,38;66,42;98,14;7,35
27.02.2021 11:00:56;64,14;24,14;0,00;45,13;54,69;12,54
27.02.2021 12:00:56;40,14;16,07;0,00;25,09;29,51;13,92
27.02.2021 13:00:56;17,77;13,37;0,00;17,70;21,54;12,05
27.02.2021 14:00:56;15,47;12,83;0,00;16,31;19,57;10,47
27.02.2021 15:00:56;21,00;13,79;0,00;16,26;19,84;12,07
27.02.2021 16:00:56;20,46;14,64;0,00;14,18;17,44;11,11
27.02.2021 17:00:56;14,00;13,76;0,12;14,36;17,53;11,67
27.02.2021 18:00:56;15,24;14,97;0,00;25,09;28,26;10,99
27.02.2021 19:00:56;32,25;20,83;0,00;51,32;55,76;5,34
27.02.2021 20:00:56;60,32;21,29;677,66;65,91;111,60;1,71
27.02.2021 21:00:56;75,53;23,53;2.139,72;72,47;118,43;1,28
27.02.2021 22:00:56;70,85;27,22;3.037,00;75,00;112,00;0,82
27.02.2021 23:00:56;85,10;31,57;6.249,98;63,35;115,33;1,31
28.02.2021 00:00:56;128,95;27,80;317,01;60,91;76,53;3,68
28.02.2021 01:00:56;55,22;22,91;8,87;57,92;70,02;4,03
28.02.2021 02:00:56;34,78;21,28;561,87;48,73;54,82;4,17
28.02.2021 03:00:56;47,72;26,54;845,49;51,26;93,93;2,86
28.02.2021 04:00:56;92,78;23,75;879,58;50,42;98,50;1,19
28.02.2021 05:00:56;100,99;28,72;7.467,28;47,74;103,33;0,15
28.02.2021 06:00:56;88,53;22,54;12.700,67;45,93;93,26;2,91
28.02.2021 07:00:56;83,31;23,14;6.214,73;45,45;98,75;4,11
28.02.2021 08:00:56;87,23;24,29;892,47;54,26;111,16;1,65
28.02.2021 09:00:56;86,74;19,05;584,23;52,90;73,11;6,54
28.02.2021 10:00:56;46,84;23,39;0,00;39,42;47,63;10,02
28.02.2021 11:00:56;32,61;16,79;0,00;31,88;38,57;11,62
28.02.2021 12:00:56;27,92;12,41;0,00;24,47;28,90;13,77
28.02.2021 13:00:56;27,16;12,73;0,00;18,34;21,66;14,74
28.02.2021 14:00:56;28,61;11,20;0,00;12,89;15,82;14,88
28.02.2021 15:00:56;24,08;11,25;0,00;11,44;15,07;13,77
28.02.2021 16:00:56;25,39;11,28;0,00;12,14;15,43;15,67
28.02.2021 17:00:56;30,08;12,87;0,00;11,72;14,65;12,51
28.02.2021 18:00:56;30,69;12,29;0,00;10,21;13,31;10,15
28.02.2021 19:00:56;25,53;11,04;0,00;10,20;13,01;9,38
28.02.2021 20:00:56;9,01;10,91;0,00;9,96;12,63;8,63
28.02.2021 21:00:56;20,46;10,05;0,00;8,44;11,22;10,27
28.02.2021 22:00:56;13,53;9,80;0,00;8,88;11,91;9,46
28.02.2021 23:00:56;7,62;9,93;0,00;8,23;11,62;9,71
01.03.2021 00:00:56;3,08;7,24;202,46;6,36;9,47;9,64
01.03.2021 01:00:56;4,00;6,82;243,23;6,57;9,81;10,90
01.03.2021 02:00:56;4,00;7,02;550,46;6,44;9,36;9,13
01.03.2021 03:00:56;3,77;6,52;298,00;7,73;9,35;10,04
01.03.2021 04:00:56;1,00;6,68;102,26;7,88;10,69;8,20
01.03.2021 05:00:56;1,16;6,19;0,00;6,51;8,91;8,95
01.03.2021 06:00:56;2,77;6,83;293,10;8,33;11,13;7,00
01.03.2021 07:00:56;0,00;6,89;1.209,78;20,79;25,06;9,48
01.03.2021 08:00:56;0,54;7,35;1.899,64;28,75;34,38;9,87
01.03.2021 09:00:56;7,23;7,03;386,75;21,65;27,11;9,80
01.03.2021 10:00:56;9,77;6,71;404,38;17,16;22,97;10,89
01.03.2021 11:00:56;7,00;5,66;340,86;14,04;18,23;11,20
01.03.2021 12:00:56;7,31;5,51;267,06;11,20;15,20;12,78
01.03.2021 13:00:56;11,16;6,39;634,77;12,29;16,04;7,59
01.03.2021 14:00:56;12,77;6,01;397,29;9,78;13,21;12,10
01.03.2021 15:00:56;9,92;5,65;384,22;10,34;13,68;11,40
01.03.2021 16:00:56;9,93;5,66;286,81;10,33;13,32;11,76
01.03.2021 17:00:56;20,30;5,89;582,52;11,38;14,45;10,25
01.03.2021 18:00:56;12,08;7,59;618,19;18,77;22,16;6,85
01.03.2021 19:00:56;14,09;10,20;977,74;49,99;55,65;4,62
01.03.2021 20:00:56;26,61;10,02;4.178,50;48,06;53,20;8,11
01.03.2021 21:00:56;21,53;10,79;1.222,77;36,58;39,73;8,65
01.03.2021 22:00:56;15,77;10,00;1.811,43;33,53;37,34;9,35
01.03.2021 23:00:56;12,92;10,04;502,36;32,25;35,11;9,60
02.03.2021 00:00:56;12,00;10,11;81,11;27,25;30,70;6,86
02.03.2021 01:00:56;12,70;10,53;62,53;30,24;33,40;8,35
02.03.2021 02:00:56;20,22;9,92;62,53;21,78;24,20;8,32
02.03.2021 03:00:56;10,92;9,42;62,53;14,56;17,17;10,72
02.03.2021 04:00:56;10,00;9,40;447,67;18,41;21,65;6,35
02.03.2021 05:00:56;10,08;9,16;693,18;23,50;26,47;5,62
02.03.2021 06:00:56;12,78;11,36;923,50;47,64;105,00;6,54
02.03.2021 07:00:56;34,85;14,69;5.704,53;60,39;191,41;3,19
02.03.2021 08:00:56;44,84;14,61;4.093,72;67,54;129,10;3,95
02.03.2021 09:00:56;41,91;10,08;2.549,01;45,95;62,56;5,34
02.03.2021 10:00:56;27,76;8,23;740,84;25,73;32,02;10,97
02.03.2021 11:00:56;12,77;6,86;505,44;12,38;15,99;10,46
02.03.2021 12:00:56;9,92;5,86;567,53;10,76;14,61;11,93
02.03.2021 13:00:56;9,70;6,27;813,15;9,45;12,71;13,30
02.03.2021 14:00:56;18,62;5,89;411,98;9,51;12,29;12,01
02.03.2021 15:00:56;27,16;7,43;919,57;9,45;12,55;12,55
02.03.2021 16:00:56;38,44;7,31;631,63;9,76;12,74;11,79
02.03.2021 17:00:56;8,08;7,95;2.276,31;15,25;18,77;8,59
02.03.2021 18:00:56;9,23;7,69;772,30;17,98;21,39;12,32
02.03.2021 19:00:56;11,92;7,76;1.241,71;18,37;22,14;9,54
02.03.2021 20:00:56;10,84;8,22;3.018,53;25,28;28,88;10,68
02.03.2021 21:00:56;10,32;8,66;2.751,34;39,72;44,91;6,64
02.03.2021 22:00:56;24,91;8,44;3.950,11;31,95;35,00;8,80
02.03.2021 23:00:56;12,08;8,60;2.932,37;25,75;29,08;8,81
03.03.2021 00:00:56;13,00;8,78;1.859,49;23,36;26,50;11,06
03.03.2021 01:00:56;12,84;8,78;1.366,16;21,23;24,39;10,27
03.03.2021 02:00:56;10,92;8,92;1.682,72;15,21;17,69;7,07
03.03.2021 03:00:56;9,69;8,94;1.805,73;10,57;13,93;7,71
03.03.2021 04:00:56;5,61;8,85;716,82;10,93;14,00;9,16
03.03.2021 05:00:56;0,92;8,30;3.401,79;12,86;15,78;8,69
03.03.2021 06:00:56;0,08;8,31;652,65;21,77;24,81;6,85
03.03.2021 07:00:56;1,31;8,65;1.210,69;18,82;22,37;8,11
03.03.2021 08:00:56;5,08;8,66;928,36;34,68;39,57;7,82
03.03.2021 09:00:56;7,16;8,94;633,42;41,63;49,64;10,19
03.03.2021 10:00:56;20,92;8,65;1.871,67;31,10;36,92;11,84
03.03.2021 11:00:56;20,23;8,43;2.202,59;34,63;42,64;10,60
03.03.2021 12:00:56;22,77;7,23;884,47;27,47;33,28;9,07
03.03.2021 13:00:56;19,92;7,67;4.195,14;26,43;33,29;12,35
03.03.2021 14:00:56;18,61;7,68;898,11;16,76;20,45;12,61
03.03.2021 15:00:56;13,92;8,09;697,69;14,97;19,22;12,00
03.03.2021 16:00:56;13,00;7,55;917,55;17,87;21,80;10,52
03.03.2021 17:00:56;13,23;11,67;1.283,93;21,29;25,38;9,14
03.03.2021 18:00:56;15,92;9,66;1.850,41;32,58;37,16;11,54
03.03.2021 19:00:56;15,47;9,57;3.988,90;46,09;53,04;8,12
03.03.2021 20:00:56;20,46;9,76;2.755,87;34,56;39,00;8,34
03.03.2021 21:00:56;13,61;9,55;6.883,63;23,93;27,39;7,99
03.03.2021 22:00:56;8,69;9,83;5.600,74;21,54;24,78;8,03
03.03.2021 23:00:56;5,23;9,96;1.501,93;18,73;22,15;7,39
04.03.2021 00:00:56;8,08;8,30;689,01;15,23;18,11;11,89
04.03.2021 01:00:56;8,69;7,83;591,81;12,65;15,84;9,68
04.03.2021 02:00:56;5,00;7,53;934,72;13,48;16,62;10,66
04.03.2021 03:00:56;5,16;8,00;2.309,47;13,94;17,28;10,21
04.03.2021 04:00:56;6,92;8,11;551,82;13,80;16,90;10,72
04.03.2021 05:00:56;5,92;7,42;1.987,72;12,34;15,38;10,77
04.03.2021 06:00:56;5,00;7,72;1.771,82;17,07;20,27;10,35
04.03.2021 07:00:56;8,41;12,49;5.391,98;57,57;177,76;4,76
04.03.2021 08:00:56;48,69;12,39;7.185,37;66,66;131,22;5,32
04.03.2021 09:00:56;42,91;8,17;2.554,87;36,60;46,24;11,90
04.03.2021 10:00:56;18,16;7,42;603,20;20,09;24,79;11,89
04.03.2021 11:00:56;19,61;7,37;781,98;16,15;20,34;10,39
04.03.2021 12:00:56;15,39;8,22;425,37;15,48;19,00;12,58
04.03.2021 13:00:56;20,47;8,04;583,10;20,29;25,19;8,25
04.03.2021 14:00:56;25,61;7,40;1.424,62;23,68;28,22;4,61
04.03.2021 15:00:56;21,54;7,42;1.366,47;26,14;30,04;2,75
04.03.2021 16:00:56;28,54;8,10;1.870,31;27,76;32,28;2,11
04.03.2021 17:00:56;34,84;9,08;826,14;26,26;30,75;3,47
04.03.2021 18:00:56;31,91;9,52;1.467,70;26,32;29,65;5,66
04.03.2021 19:00:56;20,94;11,61;2.641,48;53,95;59,45;8,51
04.03.2021 20:00:56;50,36;14,44;10.348,86;65,38;75,16;2,81
04.03.2021 21:00:56;131,97;14,49;5.894,82;68,80;176,73;4,30
04.03.2021 22:00:56;194,85;22,33;10.862,17;78,42;134,17;3,87
04.03.2021 23:00:56;97,24;21,56;2.656,03;69,26;105,76;5,06
05.03.2021 00:00:56;92,50;22,91;4.519,26;63,01;155,18;4,22
05.03.2021 01:00:56;145,15;21,85;2.100,23;52,22;144,74;5,21
05.03.2021 02:00:56;130,58;18,57;10.840,28;48,86;100,38;3,97
05.03.2021 03:00:56;76,14;15,20;1.924,84;51,70;68,58;4,86
05.03.2021 04:00:56;55,01;14,22;2.555,73;48,22;67,82;5,72
05.03.2021 05:00:56;67,23;13,68;29.892,03;46,01;59,59;6,17
05.03.2021 06:00:56;69,61;12,49;5.252,28;43,95;54,60;5,63
05.03.2021 07:00:56;71,05;16,22;11.121,54;49,20;130,62;4,75
05.03.2021 08:00:56;144,94;28,57;15.643,17;68,55;203,63;6,83
05.03.2021 09:00:56;163,11;22,78;10.897,33;70,93;162,45;5,10
05.03.2021 10:00:56;103,06;22,38;30.288,11;63,98;104,82;8,51
05.03.2021 11:00:56;76,20;14,21;1.984,80;42,29;51,84;6,25
05.03.2021 12:00:56;30,84;11,18;13.676,40;27,99;32,90;5,41
05.03.2021 13:00:56;28,22;9,25;9.543,76;20,83;25,18;6,85
05.03.2021 14:00:56;18,77;8,31;10.356,64;17,20;21,33;7,24
05.03.2021 15:00:56;15,61;7,92;11.336,85;14,53;18,33;10,23
05.03.2021 16:00:56;10,84;6,01;4.796,67;14,90;17,70;8,63
05.03.2021 17:00:56;9,08;7,25;11.868,85;19,09;22,05;9,20
05.03.2021 18:00:56;11,55;8,85;6.998,07;36,86;41,39;4,28
05.03.2021 19:00:56;30,93;12,47;13.392,21;51,93;57,72;0,09
05.03.2021 20:00:56;50,15;24,38;13.629,12;73,30;164,36;1,93
05.03.2021 21:00:56;158,25;42,48;35.647,56;76,97;277,03;5,88
05.03.2021 22:00:56;284,71;40,19;29.035,10;72,12;265,80;3,14
05.03.2021 23:00:56;194,36;41,89;4.575,18;67,24;216,64;3,55
06.03.2021 00:00:56;149,61;41,89;13.689,42;59,32;205,66;5,60
06.03.2021 01:00:56;145,78;36,38;19.490,13;51,41;186,91;5,43
06.03.2021 02:00:56;153,22;34,16;14.141,77;53,41;150,98;4,27
06.03.2021 03:00:56;128,12;33,45;11.530,08;43,31;88,60;4,66
06.03.2021 04:00:56;81,22;26,89;2.769,13;42,03;63,60;5,82
06.03.2021 05:00:56;71,15;27,74;8.724,29;42,13;64,71;5,72
06.03.2021 06:00:56;61,39;25,23;4.788,89;44,26;80,27;4,21
06.03.2021 07:00:56;69,10;21,73;9.899,86;46,78;93,73;3,00
06.03.2021 08:00:56;102,28;18,61;6.638,59;52,03;94,07;2,09
06.03.2021 09:00:56;63,74;20,91;7.724,69;58,32;112,80;4,48
06.03.2021 10:00:56;130,68;28,75;11.488,99;66,55;128,22;6,05
06.03.2021 11:00:56;116,78;45,80;4.841,08;72,83;136,24;3,64
06.03.2021 12:00:56;133,11;25,07;5.498,63;60,95;81,99;0,41
06.03.2021 13:00:56;72,21;19,22;8.768,70;51,72;61,11;1,25
06.03.2021 14:00:56;37,68;17,02;11.557,16;43,61;50,60;4,42
06.03.2021 15:00:56;21,38;15,15;7.667,81;33,82;38,33;1,06
06.03.2021 16:00:56;15,78;15,77;7.515,52;41,72;45,92;0,01
06.03.2021 17:00:56;39,87;15,87;5.351,01;61,82;76,81;0,00
06.03.2021 18:00:56;71,13;16,07;10.200,90;62,77;81,15;0,11
06.03.2021 19:00:56;35,76;14,97;4.031,80;53,29;58,67;0,32
06.03.2021 20:00:56;20,53;14,07;3.142,24;32,58;36,36;3,47
06.03.2021 21:00:56;15,16;15,11;3.353,91;22,30;25,59;8,99
06.03.2021 22:00:56;16,61;12,92;7.877,54;17,68;20,54;6,97
06.03.2021 23:00:56;12,38;13,67;7.786,41;20,59;24,15;11,55
07.03.2021 00:00:56;17,39;15,06;731,62;19,29;22,66;12,40
07.03.2021 01:00:56;22,23;14,53;3.721,47;18,67;21,36;9,16
07.03.2021 02:00:56;24,84;15,69;5.800,37;26,66;29,46;8,95
07.03.2021 03:00:56;23,23;13,82;3.562,55;27,67;31,30;8,02
07.03.2021 04:00:56;26,23;15,64;4.094,32;20,32;22,95;6,20
07.03.2021 05:00:56;28,38;13,45;1.064,20;21,72;25,12;7,24
07.03.2021 06:00:56;21,39;13,42;11.766,40;30,02;34,62;6,52
07.03.2021 07:00:56;26,85;13,69;2.027,34;30,01;34,90;9,41
07.03.2021 08:00:56;36,92;13,94;3.304,91;28,05;33,64;8,24
07.03.2021 09:00:56;35,77;13,91;3.262,55;25,24;31,69;8,90
07.03.2021 10:00:56;33,00;14,37;2.037,56;29,70;36,74;8,07
07.03.2021 11:00:56;33,08;16,20;2.079,26;21,92;26,64;5,03
07.03.2021 12:00:56;33,38;12,57;1.217,32;14,10;17,91;2,21
07.03.2021 13:00:56;25,15;12,02;1.033,62;10,89;14,73;0,60
07.03.2021 14:00:56;14,77;11,35;854,01;11,92;15,18;0,20
07.03.2021 15:00:56;12,08;12,45;1.352,26;11,53;14,72;2,31
07.03.2021 16:00:56;12,77;11,97;2.167,17;12,46;15,91;8,20
