Tarih;Konya Ereðli Yaygýnlaþtýrma;;;
;PM10 ( mg/m3 );SO2 ( mg/m3 );NO2 ( mg/m3 );NOX ( mg/m3 )
23.01.2021 23:00:56;-;8,38;76,37;98,44
24.01.2021 00:00:56;15,00;8,44;72,48;90,05
24.01.2021 01:00:56;16,00;8,36;67,90;82,41
24.01.2021 02:00:56;25,00;8,89;69,24;84,40
24.01.2021 03:00:56;41,00;9,39;69,39;86,41
24.01.2021 04:00:56;36,00;8,57;65,76;81,68
24.01.2021 05:00:56;9,00;8,05;64,15;77,78
24.01.2021 06:00:56;11,00;7,89;66,30;84,38
24.01.2021 07:00:56;32,00;7,80;64,90;86,81
24.01.2021 08:00:56;27,00;7,62;64,54;86,74
24.01.2021 09:00:56;22,00;7,47;62,71;82,28
24.01.2021 10:00:56;14,00;7,57;62,72;80,30
24.01.2021 11:00:56;22,00;8,52;64,97;82,94
24.01.2021 12:00:56;32,00;8,60;65,52;81,91
24.01.2021 13:00:56;28,00;8,05;66,43;81,06
24.01.2021 14:00:56;25,00;7,90;66,33;79,55
24.01.2021 15:00:56;19,00;7,73;66,50;79,35
24.01.2021 16:00:56;19,00;7,72;67,71;79,92
24.01.2021 17:00:56;24,00;7,96;69,79;82,47
24.01.2021 18:00:56;27,00;8,26;73,35;86,62
24.01.2021 19:00:56;31,00;9,15;82,86;101,44
24.01.2021 20:00:56;63,00;10,39;90,05;117,11
24.01.2021 21:00:56;83,00;11,77;94,46;129,26
24.01.2021 22:00:56;81,00;12,05;94,69;135,36
24.01.2021 23:00:56;62,00;11,51;95,70;145,99
25.01.2021 00:00:56;49,00;10,27;82,85;119,14
25.01.2021 01:00:56;27,00;10,51;80,54;111,74
25.01.2021 02:00:56;52,00;10,25;75,01;101,29
25.01.2021 03:00:56;11,00;9,39;70,69;91,30
25.01.2021 04:00:56;37,00;8,88;69,66;90,35
25.01.2021 05:00:56;28,00;8,55;68,84;90,34
25.01.2021 06:00:56;35,00;8,05;64,46;85,36
25.01.2021 07:00:56;24,00;8,09;63,56;83,50
25.01.2021 08:00:56;15,00;7,83;67,48;87,02
25.01.2021 09:00:56;23,00;7,98;78,10;106,86
25.01.2021 10:00:56;30,00;8,47;85,34;122,13
25.01.2021 11:00:56;51,00;9,41;95,22;141,33
25.01.2021 12:00:56;80,00;10,07;108,16;169,46
25.01.2021 13:00:56;103,00;10,34;111,60;176,84
25.01.2021 14:00:56;73,00;10,60;111,29;176,41
25.01.2021 15:00:56;70,00;10,19;107,56;169,87
25.01.2021 16:00:56;61,00;10,98;101,86;158,13
25.01.2021 17:00:56;76,00;10,67;103,15;161,35
25.01.2021 18:00:56;79,00;11,01;113,77;183,63
25.01.2021 19:00:56;87,00;11,80;119,16;194,53
25.01.2021 20:00:56;75,00;10,95;103,85;161,65
25.01.2021 21:00:56;46,00;10,91;96,54;141,88
25.01.2021 22:00:56;31,00;10,53;89,19;125,50
25.01.2021 23:00:56;27,00;10,77;86,76;118,27
26.01.2021 00:00:56;27,00;10,17;85,53;116,98
26.01.2021 01:00:56;22,00;9,83;83,96;117,04
26.01.2021 02:00:56;45,00;10,53;86,80;124,03
26.01.2021 03:00:56;35,00;10,45;91,17;137,66
26.01.2021 04:00:56;44,00;10,25;95,12;151,98
26.01.2021 05:00:56;43,00;10,13;95,17;155,25
26.01.2021 06:00:56;32,00;9,81;91,85;146,26
26.01.2021 07:00:56;27,00;9,40;86,17;134,20
26.01.2021 08:00:56;12,00;8,99;83,76;123,90
26.01.2021 09:00:56;25,00;9,08;96,64;150,18
26.01.2021 10:00:56;56,00;9,47;99,19;155,27
26.01.2021 11:00:56;39,00;10,05;99,56;153,69
26.01.2021 12:00:56;88,00;10,22;96,94;148,61
26.01.2021 13:00:56;38,00;9,41;88,54;133,01
26.01.2021 14:00:56;41,00;9,68;93,72;140,05
26.01.2021 15:00:56;59,00;9,87;97,42;145,94
26.01.2021 16:00:56;69,00;10,01;102,23;154,00
26.01.2021 17:00:56;73,00;10,28;107,16;162,52
26.01.2021 18:00:56;88,00;10,55;117,47;187,10
26.01.2021 19:00:56;119,00;10,99;125,65;212,83
26.01.2021 20:00:56;92,00;11,24;119,20;207,40
26.01.2021 21:00:56;85,00;11,75;121,35;221,44
26.01.2021 22:00:56;93,00;11,82;117,83;212,93
26.01.2021 23:00:56;68,00;11,29;104,53;179,67
27.01.2021 00:00:56;32,00;10,58;96,16;159,57
27.01.2021 01:00:56;19,00;10,04;84,31;131,80
27.01.2021 02:00:56;24,00;9,78;80,29;119,16
27.01.2021 03:00:56;19,00;9,03;74,86;107,66
27.01.2021 04:00:56;18,00;8,57;71,14;100,54
27.01.2021 05:00:56;19,00;8,33;66,99;92,57
27.01.2021 06:00:56;15,00;7,95;65,86;88,50
27.01.2021 07:00:56;8,00;8,11;67,42;89,17
27.01.2021 08:00:56;21,00;8,06;68,27;92,30
27.01.2021 09:00:56;18,00;7,98;68,17;89,40
27.01.2021 10:00:56;19,00;8,41;74,48;97,07
27.01.2021 11:00:56;38,00;8,93;74,96;99,28
27.01.2021 12:00:56;73,00;7,74;68,35;83,95
27.01.2021 13:00:56;85,00;7,27;61,14;70,16
27.01.2021 14:00:56;73,00;7,24;56,10;63,02
27.01.2021 15:00:56;83,00;7,09;55,25;62,66
27.01.2021 16:00:56;22,00;7,17;56,55;63,56
27.01.2021 17:00:56;18,00;47,03;56,64;62,85
27.01.2021 18:00:56;34,00;7,07;58,19;64,40
27.01.2021 19:00:56;21,00;7,11;60,95;67,42
27.01.2021 20:00:56;17,00;7,20;59,33;65,08
27.01.2021 21:00:56;33,00;7,26;57,56;63,10
27.01.2021 22:00:56;21,00;7,81;59,43;65,78
27.01.2021 23:00:56;5,00;7,73;61,21;68,12
28.01.2021 00:00:56;8,00;7,27;56,76;62,54
28.01.2021 01:00:56;8,00;6,88;51,39;56,57
28.01.2021 02:00:56;5,00;6,68;51,51;56,64
28.01.2021 03:00:56;6,00;43,53;52,23;57,47
28.01.2021 04:00:56;3,00;6,50;53,42;58,89
28.01.2021 05:00:56;1,00;6,41;53,68;59,04
28.01.2021 06:00:56;-;6,51;54,55;59,99
28.01.2021 07:00:56;4,00;6,41;56,04;61,63
28.01.2021 08:00:56;11,00;6,43;58,23;64,24
28.01.2021 09:00:56;7,00;6,49;62,91;70,49
28.01.2021 10:00:56;7,00;6,79;63,73;72,76
28.01.2021 11:00:56;9,00;6,60;63,94;72,03
28.01.2021 12:00:56;8,00;6,34;62,20;69,66
28.01.2021 13:00:56;7,00;6,28;60,74;67,40
28.01.2021 14:00:56;5,00;6,42;62,07;70,21
28.01.2021 15:00:56;9,00;6,49;65,19;74,08
28.01.2021 16:00:56;12,00;6,38;65,00;73,19
28.01.2021 17:00:56;8,00;6,29;64,06;71,06
28.01.2021 18:00:56;6,00;6,33;63,20;69,61
28.01.2021 19:00:56;6,00;6,49;64,77;71,70
28.01.2021 20:00:56;7,00;6,69;64,52;71,56
28.01.2021 21:00:56;8,00;6,93;65,79;73,16
28.01.2021 22:00:56;17,00;7,78;72,03;81,75
28.01.2021 23:00:56;15,00;8,14;78,71;95,32
29.01.2021 00:00:56;15,00;7,71;74,20;87,99
29.01.2021 01:00:56;13,00;7,51;68,33;79,60
29.01.2021 02:00:56;8,00;7,34;65,00;73,27
29.01.2021 03:00:56;5,00;6,76;61,46;68,50
29.01.2021 04:00:56;1,00;6,45;58,14;65,13
29.01.2021 05:00:56;1,00;6,31;56,52;63,43
29.01.2021 06:00:56;2,00;6,38;56,56;63,68
29.01.2021 07:00:56;3,00;6,16;58,03;66,85
29.01.2021 08:00:56;6,00;6,34;63,44;75,61
29.01.2021 09:00:56;9,00;6,33;68,83;85,06
29.01.2021 10:00:56;17,00;6,75;67,18;86,34
29.01.2021 11:00:56;27,00;6,86;68,66;85,61
29.01.2021 12:00:56;23,00;7,05;70,35;88,77
29.01.2021 13:00:56;15,00;7,21;74,72;94,43
29.01.2021 14:00:56;12,00;7,32;72,68;89,81
29.01.2021 15:00:56;9,00;-;67,89;79,74
29.01.2021 16:00:56;7,00;6,75;65,44;75,15
29.01.2021 17:00:56;8,00;6,93;71,11;85,21
29.01.2021 18:00:56;26,00;7,26;77,14;95,20
29.01.2021 19:00:56;25,00;7,51;84,10;107,07
29.01.2021 20:00:56;27,00;7,84;85,19;107,37
29.01.2021 21:00:56;24,00;7,73;79,06;96,14
29.01.2021 22:00:56;22,00;7,11;72,47;85,59
29.01.2021 23:00:56;10,00;6,69;65,81;74,55
30.01.2021 00:00:56;10,00;6,82;62,47;69,30
30.01.2021 01:00:56;11,00;6,70;58,53;64,61
30.01.2021 02:00:56;9,00;6,62;57,22;62,75
30.01.2021 03:00:56;9,00;6,52;56,69;61,68
30.01.2021 04:00:56;6,00;6,39;55,12;59,76
30.01.2021 05:00:56;6,00;6,18;54,52;59,09
30.01.2021 06:00:56;4,00;6,28;58,15;63,75
30.01.2021 07:00:56;3,00;5,72;56,92;61,97
30.01.2021 08:00:56;3,00;6,02;64,33;72,35
30.01.2021 09:00:56;17,00;6,54;69,48;81,32
30.01.2021 10:00:56;23,00;7,19;73,39;88,37
30.01.2021 11:00:56;29,00;7,42;72,22;87,99
30.01.2021 12:00:56;13,00;7,21;68,65;83,43
30.01.2021 13:00:56;22,00;7,14;68,31;80,53
30.01.2021 14:00:56;24,00;7,18;69,67;79,67
30.01.2021 15:00:56;18,00;7,60;73,74;87,33
30.01.2021 16:00:56;16,00;7,76;72,48;87,55
30.01.2021 17:00:56;9,00;8,07;70,87;85,25
30.01.2021 18:00:56;9,00;7,39;69,67;83,90
30.01.2021 19:00:56;9,00;7,11;70,21;85,49
30.01.2021 20:00:56;16,00;7,55;71,22;88,25
30.01.2021 21:00:56;23,00;7,96;72,34;90,77
30.01.2021 22:00:56;15,00;7,48;68,57;86,36
30.01.2021 23:00:56;12,00;7,38;64,26;77,93
31.01.2021 00:00:56;7,00;6,87;60,35;70,69
31.01.2021 01:00:56;3,00;6,88;57,93;68,55
31.01.2021 02:00:56;5,00;6,79;58,76;70,87
31.01.2021 03:00:56;7,00;6,68;58,13;70,92
31.01.2021 04:00:56;6,00;6,55;57,33;70,08
31.01.2021 05:00:56;5,00;6,57;56,40;69,11
31.01.2021 06:00:56;5,00;6,50;54,71;67,35
31.01.2021 07:00:56;4,00;6,41;54,99;68,12
31.01.2021 08:00:56;3,00;6,46;57,98;71,82
31.01.2021 09:00:56;0,00;6,53;59,00;73,60
31.01.2021 10:00:56;0,00;6,66;57,74;72,11
31.01.2021 11:00:56;3,00;6,87;57,72;71,91
31.01.2021 12:00:56;6,00;6,94;57,21;70,73
31.01.2021 13:00:56;5,00;6,80;58,02;71,32
31.01.2021 14:00:56;3,00;6,96;58,22;71,75
31.01.2021 15:00:56;3,00;6,77;57,65;71,01
31.01.2021 16:00:56;3,00;6,73;59,38;73,55
31.01.2021 17:00:56;6,00;6,97;61,35;76,88
31.01.2021 18:00:56;11,00;7,28;64,29;80,89
31.01.2021 19:00:56;16,00;7,55;66,26;83,76
31.01.2021 20:00:56;19,00;7,94;68,21;87,14
31.01.2021 21:00:56;33,00;8,36;68,78;88,90
31.01.2021 22:00:56;25,00;7,79;66,31;84,93
31.01.2021 23:00:56;17,00;7,56;65,61;83,28
01.02.2021 00:00:56;17,00;7,39;66,71;84,92
01.02.2021 01:00:56;23,00;7,45;68,19;89,63
01.02.2021 02:00:56;25,00;7,42;63,23;81,90
01.02.2021 03:00:56;11,00;7,28;59,91;74,95
01.02.2021 04:00:56;10,00;7,01;58,66;71,04
01.02.2021 05:00:56;8,00;6,80;59,43;71,38
01.02.2021 06:00:56;11,00;6,78;59,21;73,98
01.02.2021 07:00:56;17,00;6,75;59,94;76,65
01.02.2021 08:00:56;22,00;6,72;64,92;84,72
01.02.2021 09:00:56;7,00;6,98;75,90;105,77
01.02.2021 10:00:56;38,00;7,74;91,79;139,78
01.02.2021 11:00:56;42,00;8,19;93,81;144,26
01.02.2021 12:00:56;47,00;8,24;88,73;132,68
01.02.2021 13:00:56;33,00;7,72;82,69;119,26
01.02.2021 14:00:56;30,00;7,62;80,84;114,48
01.02.2021 15:00:56;30,00;7,53;79,70;109,68
01.02.2021 16:00:56;65,00;7,24;79,55;108,59
01.02.2021 17:00:56;76,00;7,55;80,91;109,51
01.02.2021 18:00:56;37,00;7,86;85,37;115,09
01.02.2021 19:00:56;42,00;8,06;88,99;119,91
01.02.2021 20:00:56;52,00;8,63;90,46;123,13
01.02.2021 21:00:56;35,00;8,23;87,09;118,12
01.02.2021 22:00:56;42,00;8,30;82,54;111,10
01.02.2021 23:00:56;29,00;8,02;76,89;103,21
02.02.2021 00:00:56;21,00;8,15;75,24;101,28
02.02.2021 01:00:56;27,00;8,63;76,58;104,49
02.02.2021 02:00:56;37,00;8,77;79,76;113,16
02.02.2021 03:00:56;40,00;8,82;79,65;116,94
02.02.2021 04:00:56;42,00;8,46;77,33;114,83
02.02.2021 05:00:56;27,00;7,93;68,94;99,08
02.02.2021 06:00:56;7,00;7,56;64,58;88,51
02.02.2021 07:00:56;7,00;7,55;65,97;86,94
02.02.2021 08:00:56;18,00;7,36;71,28;99,28
02.02.2021 09:00:56;27,00;7,57;76,91;114,44
02.02.2021 10:00:56;47,00;8,47;92,19;148,41
02.02.2021 11:00:56;57,00;8,65;84,02;128,99
02.02.2021 12:00:56;30,00;8,47;81,02;118,88
02.02.2021 13:00:56;37,00;8,68;84,08;121,77
02.02.2021 14:00:56;64,00;8,49;81,95;117,04
02.02.2021 15:00:56;49,00;8,23;81,84;115,44
02.02.2021 16:00:56;50,00;37,24;79,65;111,23
02.02.2021 17:00:56;43,00;7,65;82,66;113,88
02.02.2021 18:00:56;33,00;8,40;92,88;130,66
02.02.2021 19:00:56;86,00;9,94;126,89;211,84
02.02.2021 20:00:56;130,00;11,47;154,26;287,83
02.02.2021 21:00:56;104,00;11,32;136,29;251,40
02.02.2021 22:00:56;50,00;10,15;114,00;201,84
02.02.2021 23:00:56;21,00;9,49;97,46;162,31
03.02.2021 00:00:56;34,00;9,53;93,77;151,14
03.02.2021 01:00:56;36,00;9,31;81,63;126,22
03.02.2021 02:00:56;22,00;9,20;77,59;115,31
03.02.2021 03:00:56;37,00;9,14;75,41;110,01
03.02.2021 04:00:56;30,00;8,85;71,99;104,09
03.02.2021 05:00:56;31,00;8,33;66,85;95,08
03.02.2021 06:00:56;20,00;8,18;66,88;95,45
03.02.2021 07:00:56;14,00;7,93;65,79;92,03
03.02.2021 08:00:56;12,00;7,77;69,84;98,60
03.02.2021 09:00:56;20,00;8,04;74,88;110,69
03.02.2021 10:00:56;25,00;8,38;79,47;120,49
03.02.2021 11:00:56;42,00;8,51;82,02;126,99
03.02.2021 12:00:56;51,00;9,09;88,67;143,57
03.02.2021 13:00:56;85,00;9,52;95,31;156,34
03.02.2021 14:00:56;69,00;9,23;92,93;152,19
03.02.2021 15:00:56;45,00;9,25;91,88;148,75
03.02.2021 16:00:56;55,00;9,20;88,44;140,02
03.02.2021 17:00:56;37,00;8,85;87,11;133,14
03.02.2021 18:00:56;33,00;8,68;87,12;129,57
03.02.2021 19:00:56;43,00;9,34;101,66;159,30
03.02.2021 20:00:56;84,00;10,43;115,49;195,50
03.02.2021 21:00:56;102,00;10,90;119,68;209,28
03.02.2021 22:00:56;58,00;9,88;100,84;170,72
03.02.2021 23:00:56;16,00;9,38;91,35;146,31
04.02.2021 00:00:56;40,00;9,26;92,77;150,31
04.02.2021 01:00:56;50,00;8,93;85,33;137,56
04.02.2021 02:00:56;48,00;8,40;80,04;126,55
04.02.2021 03:00:56;37,00;8,37;75,83;116,53
04.02.2021 04:00:56;29,00;8,14;68,69;102,63
04.02.2021 05:00:56;11,00;7,80;63,09;90,76
04.02.2021 06:00:56;19,00;7,82;66,50;96,28
04.02.2021 07:00:56;24,00;7,87;69,23;100,31
04.02.2021 08:00:56;21,00;7,72;72,02;105,81
04.02.2021 09:00:56;43,00;8,59;107,90;193,11
04.02.2021 10:00:56;105,00;9,46;116,68;217,28
04.02.2021 11:00:56;69,00;9,32;99,41;180,19
04.02.2021 12:00:56;29,00;9,09;88,17;152,12
04.02.2021 13:00:56;26,00;8,75;81,87;133,64
04.02.2021 14:00:56;34,00;8,56;79,05;122,78
04.02.2021 15:00:56;30,00;8,38;76,56;114,51
04.02.2021 16:00:56;33,00;8,19;77,38;113,25
04.02.2021 17:00:56;31,00;8,21;76,93;110,71
04.02.2021 18:00:56;26,00;8,16;75,54;106,12
04.02.2021 19:00:56;21,00;8,36;77,63;107,29
04.02.2021 20:00:56;41,00;8,67;88,80;130,65
04.02.2021 21:00:56;82,00;9,40;96,44;151,39
04.02.2021 22:00:56;59,00;9,27;87,89;135,95
04.02.2021 23:00:56;40,00;8,84;82,54;125,80
05.02.2021 00:00:56;33,00;8,71;76,16;113,93
05.02.2021 01:00:56;34,00;8,25;69,70;101,93
05.02.2021 02:00:56;25,00;8,13;66,22;93,83
05.02.2021 03:00:56;27,00;8,18;65,21;91,02
05.02.2021 04:00:56;29,00;7,92;65,47;91,54
05.02.2021 05:00:56;32,00;7,85;63,15;88,82
05.02.2021 06:00:56;32,00;7,74;62,91;89,11
05.02.2021 07:00:56;27,00;7,82;65,83;95,81
05.02.2021 08:00:56;32,00;7,89;73,23;113,37
05.02.2021 09:00:56;42,00;8,00;76,95;121,96
05.02.2021 10:00:56;36,00;8,19;82,96;136,78
05.02.2021 11:00:56;53,00;8,40;76,87;122,81
05.02.2021 12:00:56;29,00;8,43;73,97;114,67
05.02.2021 13:00:56;28,00;8,21;72,05;106,96
05.02.2021 14:00:56;29,00;8,14;74,01;106,56
05.02.2021 15:00:56;31,00;8,02;75,70;107,41
05.02.2021 16:00:56;30,00;7,87;76,40;107,50
05.02.2021 17:00:56;30,00;7,75;76,87;108,96
05.02.2021 18:00:56;40,00;8,11;79,87;112,67
05.02.2021 19:00:56;49,00;8,42;93,37;135,50
05.02.2021 20:00:56;58,00;9,23;100,09;149,11
05.02.2021 21:00:56;37,00;9,02;93,09;136,82
05.02.2021 22:00:56;42,00;8,68;88,13;128,77
05.02.2021 23:00:56;26,00;8,14;77,82;111,66
06.02.2021 00:00:56;15,00;7,83;70,70;98,09
06.02.2021 01:00:56;7,00;7,79;65,81;87,67
06.02.2021 02:00:56;9,00;7,69;62,60;80,40
06.02.2021 03:00:56;8,00;7,39;60,01;74,94
06.02.2021 04:00:56;5,00;7,27;58,26;71,39
06.02.2021 05:00:56;7,00;7,18;58,14;71,10
06.02.2021 06:00:56;17,00;7,17;59,72;74,30
06.02.2021 07:00:56;4,00;7,24;63,81;81,67
06.02.2021 08:00:56;8,00;7,22;66,46;85,07
06.02.2021 09:00:56;13,00;7,25;65,73;83,07
06.02.2021 10:00:56;16,00;7,57;68,86;88,12
06.02.2021 11:00:56;25,00;7,64;71,13;92,17
06.02.2021 12:00:56;48,00;7,67;75,01;97,77
06.02.2021 13:00:56;28,00;7,34;71,99;93,53
06.02.2021 14:00:56;21,00;7,39;70,75;90,39
06.02.2021 15:00:56;17,00;7,35;70,05;88,52
06.02.2021 16:00:56;13,00;7,31;70,23;88,33
06.02.2021 17:00:56;17,00;7,18;70,41;87,83
06.02.2021 18:00:56;16,00;7,27;71,38;88,58
06.02.2021 19:00:56;18,00;7,96;75,41;93,55
06.02.2021 20:00:56;48,00;9,42;83,59;108,24
06.02.2021 21:00:56;35,00;8,76;76,91;100,83
06.02.2021 22:00:56;12,00;8,13;71,91;92,78
06.02.2021 23:00:56;12,00;7,85;68,66;86,75
07.02.2021 00:00:56;11,00;8,26;67,95;84,50
07.02.2021 01:00:56;16,00;8,21;66,22;83,76
07.02.2021 02:00:56;30,00;8,35;70,98;93,90
07.02.2021 03:00:56;37,00;9,04;86,92;131,12
07.02.2021 04:00:56;32,00;9,07;89,89;139,28
07.02.2021 05:00:56;12,00;8,62;86,97;131,33
07.02.2021 06:00:56;9,00;8,08;77,82;111,98
07.02.2021 07:00:56;-;-;-;-
07.02.2021 08:00:56;-;-;-;-
07.02.2021 09:00:56;-;-;60,48;103,95
07.02.2021 10:00:56;32,00;-;89,45;154,16
07.02.2021 11:00:56;34,00;-;84,39;137,77
07.02.2021 12:00:56;55,00;-;90,28;141,28
07.02.2021 13:00:56;28,00;-;81,96;124,50
07.02.2021 14:00:56;21,00;-;75,08;110,00
07.02.2021 15:00:56;27,00;-;70,13;99,57
07.02.2021 16:00:56;22,00;-;65,47;91,00
07.02.2021 17:00:56;16,00;-;61,90;84,89
07.02.2021 18:00:56;20,00;-;60,52;81,41
07.02.2021 19:00:56;66,00;-;68,28;93,70
07.02.2021 20:00:56;64,00;-;73,32;105,44
07.02.2021 21:00:56;50,00;-;74,54;108,80
07.02.2021 22:00:56;48,00;-;77,38;115,20
07.02.2021 23:00:56;59,00;-;86,01;138,61
08.02.2021 00:00:56;37,00;-;79,98;127,06
08.02.2021 01:00:56;43,00;-;75,68;118,46
08.02.2021 02:00:56;27,00;-;72,54;110,53
08.02.2021 03:00:56;10,00;-;64,77;95,97
08.02.2021 04:00:56;10,00;-;59,64;84,90
08.02.2021 05:00:56;13,00;-;57,03;78,72
08.02.2021 06:00:56;14,00;-;56,93;77,38
08.02.2021 07:00:56;11,00;-;56,23;75,31
08.02.2021 08:00:56;33,00;-;61,97;84,35
08.02.2021 09:00:56;59,00;-;79,29;124,02
08.02.2021 10:00:56;78,00;-;92,14;154,57
08.02.2021 11:00:56;70,00;-;98,15;163,33
08.02.2021 12:00:56;44,00;-;96,12;159,31
08.02.2021 13:00:56;61,00;-;88,98;146,18
08.02.2021 14:00:56;45,00;-;87,22;142,02
08.02.2021 15:00:56;39,00;-;83,79;135,53
08.02.2021 16:00:56;84,00;-;90,82;147,70
08.02.2021 17:00:56;45,00;-;80,19;124,43
08.02.2021 18:00:56;16,00;-;72,07;100,68
08.02.2021 19:00:56;21,00;-;67,71;87,88
08.02.2021 20:00:56;14,00;-;67,01;85,05
08.02.2021 21:00:56;13,00;-;65,58;84,05
08.02.2021 22:00:56;12,00;-;61,61;76,85
08.02.2021 23:00:56;12,00;-;57,99;69,10
09.02.2021 00:00:56;11,00;-;54,66;62,78
09.02.2021 01:00:56;10,00;-;53,01;60,85
09.02.2021 02:00:56;10,00;-;51,68;58,79
09.02.2021 03:00:56;20,00;-;49,74;55,66
09.02.2021 04:00:56;12,00;-;48,19;53,49
09.02.2021 05:00:56;10,00;-;47,66;52,89
09.02.2021 06:00:56;5,00;-;48,58;54,10
09.02.2021 07:00:56;6,00;-;49,34;55,21
09.02.2021 08:00:56;12,00;-;54,53;62,87
09.02.2021 09:00:56;27,00;-;61,65;74,60
09.02.2021 10:00:56;37,00;-;70,22;91,44
09.02.2021 11:00:56;31,00;-;71,55;94,68
09.02.2021 12:00:56;36,00;-;69,71;92,30
09.02.2021 13:00:56;43,00;-;67,24;88,09
09.02.2021 14:00:56;35,00;-;63,21;77,99
09.02.2021 15:00:56;28,00;-;59,06;69,90
09.02.2021 16:00:56;29,00;-;56,17;64,19
09.02.2021 17:00:56;19,00;-;53,43;60,04
09.02.2021 18:00:56;20,00;-;51,12;56,91
09.02.2021 19:00:56;13,00;-;54,30;60,96
09.02.2021 20:00:56;20,00;-;57,96;65,56
09.02.2021 21:00:56;37,00;-;65,35;76,31
09.02.2021 22:00:56;40,00;-;72,97;87,72
09.02.2021 23:00:56;29,00;-;73,59;89,34
10.02.2021 00:00:56;29,00;-;74,59;92,48
10.02.2021 01:00:56;25,00;-;69,63;85,35
10.02.2021 02:00:56;28,00;-;71,60;87,53
10.02.2021 03:00:56;16,00;-;67,49;82,18
10.02.2021 04:00:56;16,00;-;62,86;74,53
10.02.2021 05:00:56;15,00;-;61,51;71,65
10.02.2021 06:00:56;14,00;-;61,65;71,24
10.02.2021 07:00:56;22,00;-;64,13;73,26
10.02.2021 08:00:56;38,00;-;66,49;77,83
10.02.2021 09:00:56;50,00;-;78,59;103,09
10.02.2021 10:00:56;35,00;-;77,03;103,70
10.02.2021 11:00:56;35,00;-;76,29;103,93
10.02.2021 12:00:56;30,00;-;74,64;98,92
10.02.2021 13:00:56;19,00;-;69,76;85,54
10.02.2021 14:00:56;14,00;-;64,43;73,57
10.02.2021 15:00:56;18,00;-;60,80;68,60
10.02.2021 16:00:56;16,00;-;58,21;66,16
10.02.2021 17:00:56;18,00;-;57,91;66,66
10.02.2021 18:00:56;19,00;-;58,78;67,69
10.02.2021 19:00:56;26,00;-;65,18;76,06
10.02.2021 20:00:56;28,00;-;68,56;81,46
10.02.2021 21:00:56;51,00;-;75,49;94,03
10.02.2021 22:00:56;16,00;-;70,90;89,49
10.02.2021 23:00:56;18,00;-;66,23;81,66
11.02.2021 00:00:56;17,00;-;63,48;76,78
11.02.2021 01:00:56;13,00;-;60,10;71,20
11.02.2021 02:00:56;19,00;-;58,61;68,24
11.02.2021 03:00:56;23,00;-;61,60;72,46
11.02.2021 04:00:56;12,00;-;60,53;72,59
11.02.2021 05:00:56;11,00;-;57,25;67,62
11.02.2021 06:00:56;9,00;-;56,83;66,28
11.02.2021 07:00:56;9,00;-;56,86;66,10
11.02.2021 08:00:56;15,00;-;57,72;66,70
11.02.2021 09:00:56;19,00;-;61,69;72,45
11.02.2021 10:00:56;31,00;-;64,88;78,43
11.02.2021 11:00:56;50,00;-;75,18;98,50
11.02.2021 12:00:56;22,00;-;73,86;98,29
11.02.2021 13:00:56;23,00;-;70,25;92,19
11.02.2021 14:00:56;16,00;-;69,08;89,10
11.02.2021 15:00:56;27,00;-;68,13;87,46
11.02.2021 16:00:56;21,00;-;65,99;82,60
11.02.2021 17:00:56;19,00;-;64,92;81,05
11.02.2021 18:00:56;42,00;-;67,96;85,12
11.02.2021 19:00:56;86,00;-;88,46;122,15
11.02.2021 20:00:56;42,00;-;98,50;148,64
11.02.2021 21:00:56;34,00;-;90,95;134,27
11.02.2021 22:00:56;30,00;-;82,79;119,80
11.02.2021 23:00:56;27,00;-;79,84;112,92
12.02.2021 00:00:56;25,00;-;78,56;109,03
12.02.2021 01:00:56;-;-;71,74;96,93
12.02.2021 02:00:56;-;-;67,54;88,74
12.02.2021 03:00:56;-;-;63,39;80,95
12.02.2021 04:00:56;-;-;62,46;77,73
12.02.2021 05:00:56;-;-;61,43;76,22
12.02.2021 06:00:56;-;-;60,46;75,23
12.02.2021 07:00:56;-;-;59,06;73,15
12.02.2021 08:00:56;-;-;61,35;75,90
12.02.2021 09:00:56;-;-;70,40;92,53
12.02.2021 10:00:56;-;-;75,58;107,25
12.02.2021 11:00:56;-;-;78,28;113,93
12.02.2021 12:00:56;-;-;73,84;104,31
12.02.2021 13:00:56;-;-;67,91;89,04
12.02.2021 14:00:56;-;-;63,25;77,02
12.02.2021 15:00:56;-;-;62,67;75,38
12.02.2021 16:00:56;-;-;61,54;72,64
12.02.2021 17:00:56;-;-;59,20;68,75
12.02.2021 18:00:56;-;-;58,97;68,59
12.02.2021 19:00:56;-;-;65,78;78,91
12.02.2021 20:00:56;-;-;70,01;87,07
12.02.2021 21:00:56;-;-;66,87;82,87
12.02.2021 22:00:56;-;-;63,57;77,72
12.02.2021 23:00:56;-;-;60,18;73,61
13.02.2021 00:00:56;-;-;58,73;73,26
13.02.2021 01:00:56;-;-;56,41;68,75
13.02.2021 02:00:56;-;-;55,88;67,41
13.02.2021 03:00:56;-;-;54,74;65,07
13.02.2021 04:00:56;-;-;54,25;63,55
13.02.2021 05:00:56;-;-;53,06;61,18
13.02.2021 06:00:56;-;-;52,06;59,13
13.02.2021 07:00:56;-;-;52,71;59,32
13.02.2021 08:00:56;-;-;56,02;63,68
13.02.2021 09:00:56;-;-;59,28;68,07
13.02.2021 10:00:56;-;-;59,38;68,96
13.02.2021 11:00:56;-;-;57,37;66,22
