Tarih;Konya Ereðli Yaygýnlaþtýrma;;;
;PM10 ( mg/m3 );SO2 ( mg/m3 );NO2 ( mg/m3 );NOX ( mg/m3 )
30.05.2021 10:00:56;12,00;15,49;34,13;46,60
30.05.2021 11:00:56;13,00;15,28;32,51;43,16
30.05.2021 12:00:56;13,00;14,67;31,46;41,07
30.05.2021 13:00:56;18,00;14,50;26,97;-
30.05.2021 14:00:56;18,00;14,30;31,46;39,47
30.05.2021 15:00:56;14,00;14,27;29,54;37,01
30.05.2021 16:00:56;15,00;14,17;27,97;35,00
30.05.2021 17:00:56;18,00;14,00;27,70;33,92
30.05.2021 18:00:56;16,00;14,15;29,62;37,42
30.05.2021 19:00:56;15,00;14,18;32,58;39,53
30.05.2021 20:00:56;20,00;14,14;40,03;49,43
30.05.2021 21:00:56;35,00;14,40;52,50;61,35
30.05.2021 22:00:56;39,00;14,33;57,20;65,83
30.05.2021 23:00:56;46,00;14,46;66,11;79,31
31.05.2021 00:00:56;31,00;14,40;47,77;60,59
31.05.2021 01:00:56;17,00;14,45;35,62;46,25
31.05.2021 02:00:56;17,00;14,55;36,26;47,07
31.05.2021 03:00:56;18,00;14,65;39,26;50,56
31.05.2021 04:00:56;11,00;14,77;33,97;45,77
31.05.2021 05:00:56;-;14,84;35,93;48,91
31.05.2021 06:00:56;12,00;14,97;41,75;56,82
31.05.2021 07:00:56;23,00;15,33;48,44;65,28
31.05.2021 08:00:56;36,00;15,55;45,41;64,51
31.05.2021 09:00:56;24,00;15,81;54,19;77,39
31.05.2021 10:00:56;31,00;15,52;46,27;67,36
31.05.2021 11:00:56;33,00;14,96;42,68;61,21
31.05.2021 12:00:56;30,00;14,58;41,14;58,28
31.05.2021 13:00:56;30,00;14,46;42,39;57,17
31.05.2021 14:00:56;25,00;14,22;43,53;56,67
31.05.2021 15:00:56;27,00;14,54;45,58;59,31
31.05.2021 16:00:56;27,00;14,34;37,85;47,80
31.05.2021 17:00:56;52,00;14,30;36,69;46,07
31.05.2021 18:00:56;46,00;14,27;37,03;46,41
31.05.2021 19:00:56;41,00;14,26;37,44;47,26
31.05.2021 20:00:56;43,00;14,64;41,81;54,47
31.05.2021 21:00:56;516,00;14,96;43,56;53,93
31.05.2021 22:00:56;93,00;15,11;41,53;52,60
31.05.2021 23:00:56;69,00;15,07;40,76;55,41
01.06.2021 00:00:56;57,00;15,22;40,62;53,55
01.06.2021 01:00:56;44,00;15,10;42,54;55,70
01.06.2021 02:00:56;34,00;15,08;41,36;55,10
01.06.2021 03:00:56;55,00;14,80;41,95;57,06
01.06.2021 04:00:56;49,00;14,80;42,73;58,78
01.06.2021 05:00:56;46,00;14,72;42,65;59,87
01.06.2021 06:00:56;42,00;14,79;43,97;62,33
01.06.2021 07:00:56;31,00;15,33;47,59;69,41
01.06.2021 08:00:56;37,00;16,17;55,03;85,89
01.06.2021 09:00:56;38,00;16,09;56,97;88,58
01.06.2021 10:00:56;44,00;15,86;52,15;79,29
01.06.2021 11:00:56;43,00;15,55;44,19;67,47
01.06.2021 12:00:56;37,00;14,60;39,66;55,69
01.06.2021 13:00:56;31,00;14,27;39,90;52,32
01.06.2021 14:00:56;39,00;14,21;34,96;43,59
01.06.2021 15:00:56;32,00;14,22;31,73;39,21
01.06.2021 16:00:56;19,00;14,21;30,06;36,95
01.06.2021 17:00:56;31,00;14,22;31,60;38,16
01.06.2021 18:00:56;65,00;14,58;36,19;43,64
01.06.2021 19:00:56;595,00;14,55;47,19;57,92
01.06.2021 20:00:56;120,00;14,76;46,48;55,71
01.06.2021 21:00:56;13,00;14,72;41,09;48,96
01.06.2021 22:00:56;16,00;14,75;39,11;47,05
01.06.2021 23:00:56;9,00;14,57;36,74;44,73
02.06.2021 00:00:56;7,00;14,69;35,11;44,16
02.06.2021 01:00:56;10,00;14,64;35,72;44,53
02.06.2021 02:00:56;10,00;14,58;35,15;44,02
02.06.2021 03:00:56;7,00;14,70;45,12;54,39
02.06.2021 04:00:56;9,00;14,43;33,38;43,20
02.06.2021 05:00:56;5,00;14,40;31,93;42,09
02.06.2021 06:00:56;3,00;14,38;31,40;41,97
02.06.2021 07:00:56;5,00;14,78;44,37;62,99
02.06.2021 08:00:56;9,00;14,77;45,65;64,63
02.06.2021 09:00:56;14,00;14,89;42,22;61,16
02.06.2021 10:00:56;19,00;14,98;39,57;54,99
02.06.2021 11:00:56;14,00;14,66;37,10;50,36
02.06.2021 12:00:56;13,00;14,50;35,70;46,71
02.06.2021 13:00:56;13,00;14,54;33,18;42,32
02.06.2021 14:00:56;13,00;14,23;34,60;42,80
02.06.2021 15:00:56;16,00;14,30;36,23;44,28
02.06.2021 16:00:56;23,00;14,37;36,46;46,84
02.06.2021 17:00:56;21,00;14,26;38,03;49,20
02.06.2021 18:00:56;28,00;14,14;37,29;47,72
02.06.2021 19:00:56;29,00;14,10;40,78;50,76
02.06.2021 20:00:56;19,00;14,51;-;-
02.06.2021 21:00:56;36,00;14,32;41,34;50,75
02.06.2021 22:00:56;27,00;14,67;42,53;50,70
02.06.2021 23:00:56;20,00;14,61;37,50;44,95
03.06.2021 00:00:56;17,00;14,50;38,39;45,67
03.06.2021 01:00:56;17,00;14,37;37,26;44,83
03.06.2021 02:00:56;12,00;14,43;32,01;39,79
03.06.2021 03:00:56;9,00;14,42;32,74;40,57
03.06.2021 04:00:56;9,00;14,33;33,57;41,56
03.06.2021 05:00:56;12,00;14,37;34,76;42,82
03.06.2021 06:00:56;12,00;14,34;30,97;38,78
03.06.2021 07:00:56;11,00;14,46;32,80;41,66
03.06.2021 08:00:56;11,00;14,84;35,22;47,94
03.06.2021 09:00:56;11,00;14,72;36,39;49,74
03.06.2021 10:00:56;12,00;14,56;37,54;52,49
03.06.2021 11:00:56;26,00;14,67;35,74;48,72
03.06.2021 12:00:56;19,00;14,53;31,72;41,81
03.06.2021 13:00:56;20,00;14,66;-;-
03.06.2021 14:00:56;17,00;14,34;33,77;43,34
03.06.2021 15:00:56;25,00;14,12;31,98;40,78
03.06.2021 16:00:56;8,00;14,09;31,10;38,79
03.06.2021 17:00:56;10,00;14,09;30,74;38,32
03.06.2021 18:00:56;10,00;14,12;-;-
03.06.2021 19:00:56;17,00;14,10;35,45;44,77
03.06.2021 20:00:56;21,00;14,20;42,14;53,94
03.06.2021 21:00:56;25,00;14,10;48,60;59,79
03.06.2021 22:00:56;35,00;14,23;43,42;52,31
03.06.2021 23:00:56;24,00;14,31;35,74;44,16
04.06.2021 00:00:56;11,00;14,21;33,38;41,16
04.06.2021 01:00:56;10,00;14,25;34,57;41,45
04.06.2021 02:00:56;11,00;14,43;37,40;45,04
04.06.2021 03:00:56;11,00;14,39;31,90;39,28
04.06.2021 04:00:56;13,00;14,57;31,06;38,27
04.06.2021 05:00:56;8,00;14,53;29,55;36,72
04.06.2021 06:00:56;10,00;14,36;29,35;36,82
04.06.2021 07:00:56;10,00;14,55;33,72;43,91
04.06.2021 08:00:56;13,00;14,85;36,09;48,08
04.06.2021 09:00:56;16,00;15,03;38,15;55,00
04.06.2021 10:00:56;19,00;14,90;37,36;52,72
04.06.2021 11:00:56;19,00;14,79;36,03;49,54
04.06.2021 12:00:56;21,00;14,54;33,24;44,56
04.06.2021 13:00:56;17,00;14,16;32,55;42,48
04.06.2021 14:00:56;14,00;14,38;32,62;42,36
04.06.2021 15:00:56;14,00;14,09;36,00;47,55
04.06.2021 16:00:56;22,00;13,99;37,26;49,53
04.06.2021 17:00:56;22,00;13,84;36,64;48,38
04.06.2021 18:00:56;28,00;13,86;39,97;51,91
04.06.2021 19:00:56;27,00;13,89;38,99;51,25
04.06.2021 20:00:56;34,00;13,91;43,73;56,97
04.06.2021 21:00:56;29,00;14,12;50,06;62,71
04.06.2021 22:00:56;35,00;14,14;46,35;58,42
04.06.2021 23:00:56;25,00;14,26;35,94;44,55
05.06.2021 00:00:56;11,00;14,42;36,15;43,77
05.06.2021 01:00:56;16,00;14,27;45,25;53,38
05.06.2021 02:00:56;19,00;14,47;41,30;49,31
05.06.2021 03:00:56;21,00;14,44;35,41;43,83
05.06.2021 04:00:56;13,00;14,26;29,09;37,20
05.06.2021 05:00:56;12,00;14,22;28,08;35,90
05.06.2021 06:00:56;13,00;14,31;29,80;37,65
05.06.2021 07:00:56;13,00;14,43;-;-
05.06.2021 08:00:56;13,00;14,59;36,48;49,39
05.06.2021 09:00:56;17,00;15,24;37,39;51,73
05.06.2021 10:00:56;20,00;14,84;35,67;51,03
05.06.2021 11:00:56;18,00;14,21;33,59;45,62
05.06.2021 12:00:56;15,00;13,96;32,78;42,86
05.06.2021 13:00:56;18,00;13,97;31,13;41,33
05.06.2021 14:00:56;20,00;14,42;30,17;39,93
05.06.2021 15:00:56;13,00;14,58;-;-
05.06.2021 16:00:56;16,00;13,98;31,24;39,95
05.06.2021 17:00:56;16,00;13,95;32,84;42,72
05.06.2021 18:00:56;25,00;13,97;32,28;41,55
05.06.2021 19:00:56;20,00;13,92;35,98;45,98
05.06.2021 20:00:56;31,00;14,25;40,99;53,59
05.06.2021 21:00:56;31,00;14,37;46,53;57,63
05.06.2021 22:00:56;32,00;14,54;41,85;49,86
05.06.2021 23:00:56;35,00;14,92;41,87;50,47
06.06.2021 00:00:56;23,00;14,41;52,57;61,31
06.06.2021 01:00:56;27,00;14,33;37,16;46,38
06.06.2021 02:00:56;19,00;14,37;34,63;43,26
06.06.2021 03:00:56;17,00;14,28;32,69;40,98
06.06.2021 04:00:56;10,00;14,32;29,01;36,50
06.06.2021 05:00:56;18,00;14,20;26,87;33,75
06.06.2021 06:00:56;11,00;14,53;28,44;35,41
06.06.2021 07:00:56;17,00;14,85;34,75;45,57
06.06.2021 08:00:56;15,00;15,01;28,47;37,99
06.06.2021 09:00:56;17,00;14,81;31,16;41,36
06.06.2021 10:00:56;19,00;15,10;29,45;39,57
06.06.2021 11:00:56;18,00;14,87;28,38;37,15
06.06.2021 12:00:56;23,00;14,34;27,34;34,46
06.06.2021 13:00:56;32,00;14,28;27,85;34,47
06.06.2021 14:00:56;23,00;14,25;27,01;33,65
06.06.2021 15:00:56;19,00;14,20;27,19;33,70
06.06.2021 16:00:56;20,00;14,21;27,55;33,58
06.06.2021 17:00:56;15,00;14,33;25,60;30,53
06.06.2021 18:00:56;13,00;14,09;28,28;34,09
06.06.2021 19:00:56;12,00;14,09;31,08;37,80
06.06.2021 20:00:56;13,00;14,31;32,74;39,70
06.06.2021 21:00:56;25,00;14,44;43,53;52,08
06.06.2021 22:00:56;38,00;14,23;39,97;46,15
06.06.2021 23:00:56;29,00;14,29;44,04;50,47
07.06.2021 00:00:56;36,00;14,26;39,12;46,37
07.06.2021 01:00:56;26,00;14,15;32,51;39,79
07.06.2021 02:00:56;14,00;14,18;27,70;34,52
07.06.2021 03:00:56;13,00;14,24;26,57;33,10
07.06.2021 04:00:56;12,00;14,17;25,11;31,24
07.06.2021 05:00:56;10,00;14,22;30,71;39,43
07.06.2021 06:00:56;8,00;14,22;-;-
07.06.2021 07:00:56;10,00;14,54;37,74;46,37
07.06.2021 08:00:56;15,00;15,09;38,89;51,71
07.06.2021 09:00:56;22,00;14,77;-;-
07.06.2021 10:00:56;26,00;14,54;38,53;50,80
07.06.2021 11:00:56;18,00;14,90;30,76;-
07.06.2021 12:00:56;20,00;14,37;34,64;45,31
07.06.2021 13:00:56;15,00;14,36;37,94;52,19
07.06.2021 14:00:56;20,00;14,28;33,29;42,84
07.06.2021 15:00:56;11,00;14,29;33,48;41,01
07.06.2021 16:00:56;8,00;14,39;29,37;35,87
07.06.2021 17:00:56;15,00;14,59;31,19;37,76
07.06.2021 18:00:56;17,00;14,23;30,95;36,73
07.06.2021 19:00:56;25,00;14,31;38,19;44,66
07.06.2021 20:00:56;26,00;14,60;43,56;52,10
07.06.2021 21:00:56;28,00;14,66;57,55;69,26
07.06.2021 22:00:56;42,00;15,06;55,68;63,31
07.06.2021 23:00:56;35,00;14,41;47,88;55,64
08.06.2021 00:00:56;33,00;14,29;45,39;52,62
08.06.2021 01:00:56;25,00;14,28;31,13;37,88
08.06.2021 02:00:56;17,00;14,17;31,16;37,51
08.06.2021 03:00:56;13,00;14,18;27,96;33,93
08.06.2021 04:00:56;16,00;14,15;26,15;31,77
08.06.2021 05:00:56;9,00;14,08;30,88;36,75
08.06.2021 06:00:56;17,00;14,20;35,73;42,57
08.06.2021 07:00:56;16,00;14,52;41,61;50,99
08.06.2021 08:00:56;30,00;14,68;42,15;55,28
08.06.2021 09:00:56;21,00;14,98;50,67;70,96
08.06.2021 10:00:56;31,00;15,23;47,90;65,16
08.06.2021 11:00:56;28,00;15,46;-;-
08.06.2021 12:00:56;24,00;15,86;38,42;47,61
08.06.2021 13:00:56;29,00;14,78;36,81;44,84
08.06.2021 14:00:56;25,00;14,46;35,05;42,65
08.06.2021 15:00:56;30,00;14,52;34,98;44,72
08.06.2021 16:00:56;31,00;14,35;32,24;38,89
08.06.2021 17:00:56;21,00;14,64;34,47;40,45
08.06.2021 18:00:56;31,00;14,44;36,39;44,10
08.06.2021 19:00:56;34,00;14,33;38,53;45,88
08.06.2021 20:00:56;255,00;14,21;41,92;49,99
08.06.2021 21:00:56;41,00;14,26;43,16;50,71
08.06.2021 22:00:56;28,00;14,35;39,94;47,54
08.06.2021 23:00:56;27,00;14,64;37,47;44,82
09.06.2021 00:00:56;8,00;15,13;43,72;54,26
09.06.2021 01:00:56;15,00;14,94;34,89;43,61
09.06.2021 02:00:56;14,00;15,00;34,06;43,86
09.06.2021 03:00:56;14,00;15,04;34,39;45,22
09.06.2021 04:00:56;10,00;15,12;33,99;45,27
09.06.2021 05:00:56;5,00;15,11;35,27;46,83
09.06.2021 06:00:56;6,00;14,97;46,32;60,65
09.06.2021 07:00:56;10,00;15,39;49,47;66,45
09.06.2021 08:00:56;12,00;15,92;50,07;70,51
09.06.2021 09:00:56;22,00;15,66;46,68;66,60
09.06.2021 10:00:56;18,00;15,60;49,77;69,75
09.06.2021 11:00:56;17,00;14,97;43,54;61,13
09.06.2021 12:00:56;14,00;14,65;41,42;56,40
09.06.2021 13:00:56;14,00;14,53;38,79;50,50
09.06.2021 14:00:56;14,00;14,36;40,22;52,30
09.06.2021 15:00:56;16,00;14,32;39,01;49,58
09.06.2021 16:00:56;11,00;14,30;39,99;51,52
09.06.2021 17:00:56;22,00;14,33;38,31;48,69
09.06.2021 18:00:56;18,00;14,33;41,71;50,71
09.06.2021 19:00:56;16,00;14,96;38,40;46,87
09.06.2021 20:00:56;21,00;14,98;45,63;57,17
09.06.2021 21:00:56;21,00;15,46;57,17;72,24
09.06.2021 22:00:56;21,00;15,30;-;-
09.06.2021 23:00:56;24,00;15,10;56,85;74,57
10.06.2021 00:00:56;29,00;15,27;52,39;70,93
10.06.2021 01:00:56;13,00;14,99;53,82;72,34
10.06.2021 02:00:56;13,00;14,97;48,10;67,60
10.06.2021 03:00:56;10,00;14,92;43,43;63,52
10.06.2021 04:00:56;6,00;14,92;44,53;64,62
10.06.2021 05:00:56;8,00;14,92;37,67;57,53
10.06.2021 06:00:56;10,00;14,98;36,13;56,34
10.06.2021 07:00:56;12,00;15,26;43,54;66,41
10.06.2021 08:00:56;18,00;16,12;52,32;80,49
10.06.2021 09:00:56;21,00;16,10;50,75;80,44
10.06.2021 10:00:56;28,00;16,15;51,86;80,07
10.06.2021 11:00:56;25,00;16,29;46,83;72,85
10.06.2021 12:00:56;22,00;15,57;44,54;67,65
10.06.2021 13:00:56;15,00;15,12;-;-
10.06.2021 14:00:56;19,00;14,77;44,54;65,10
10.06.2021 15:00:56;18,00;14,82;47,10;68,08
10.06.2021 16:00:56;18,00;14,81;45,01;63,93
10.06.2021 17:00:56;995,00;14,79;47,62;66,09
10.06.2021 18:00:56;43,00;101,08;45,05;60,65
10.06.2021 19:00:56;16,00;15,18;53,46;73,57
10.06.2021 20:00:56;20,00;15,09;51,75;72,36
10.06.2021 21:00:56;18,00;15,04;40,29;59,67
10.06.2021 22:00:56;6,00;14,94;40,40;60,56
10.06.2021 23:00:56;5,00;14,98;44,25;70,63
11.06.2021 00:00:56;4,00;14,97;40,51;66,65
11.06.2021 01:00:56;6,00;15,03;40,97;68,53
11.06.2021 02:00:56;5,00;15,08;-;-
11.06.2021 03:00:56;4,00;15,02;41,00;69,75
11.06.2021 04:00:56;7,00;14,96;40,09;69,25
11.06.2021 05:00:56;7,00;14,96;39,97;70,30
11.06.2021 06:00:56;6,00;14,93;37,69;67,25
11.06.2021 07:00:56;6,00;15,18;41,28;72,65
11.06.2021 08:00:56;5,00;15,51;45,13;77,56
11.06.2021 09:00:56;7,00;15,82;54,10;91,71
11.06.2021 10:00:56;16,00;15,74;-;-
11.06.2021 11:00:56;23,00;15,47;48,27;82,82
11.06.2021 12:00:56;21,00;15,49;47,62;79,99
11.06.2021 13:00:56;16,00;15,27;46,66;79,57
11.06.2021 14:00:56;17,00;14,99;46,72;74,68
11.06.2021 15:00:56;19,00;15,11;48,38;76,88
11.06.2021 16:00:56;19,00;-;-;-
11.06.2021 17:00:56;9,00;14,50;44,09;66,77
11.06.2021 18:00:56;7,00;14,34;49,23;73,45
11.06.2021 19:00:56;20,00;14,50;53,05;77,84
11.06.2021 20:00:56;25,00;14,79;-;-
11.06.2021 21:00:56;14,00;14,65;-;-
11.06.2021 22:00:56;12,00;14,62;43,47;68,28
11.06.2021 23:00:56;6,00;14,70;40,32;66,05
12.06.2021 00:00:56;3,00;14,54;41,64;70,46
12.06.2021 01:00:56;5,00;14,49;41,23;72,13
12.06.2021 02:00:56;6,00;14,58;-;-
12.06.2021 03:00:56;5,00;14,64;41,94;75,00
12.06.2021 04:00:56;5,00;14,59;44,52;77,72
12.06.2021 05:00:56;7,00;14,56;42,69;76,27
12.06.2021 06:00:56;5,00;14,50;41,69;75,96
12.06.2021 07:00:56;6,00;14,60;-;-
12.06.2021 08:00:56;10,00;14,74;44,55;80,14
12.06.2021 09:00:56;11,00;15,23;-;-
12.06.2021 10:00:56;13,00;15,36;43,40;77,40
12.06.2021 11:00:56;11,00;15,23;46,30;79,61
12.06.2021 12:00:56;18,00;15,06;44,34;75,02
12.06.2021 13:00:56;16,00;14,77;45,16;75,42
12.06.2021 14:00:56;20,00;14,65;44,11;72,56
12.06.2021 15:00:56;18,00;14,46;42,48;67,65
12.06.2021 16:00:56;11,00;14,38;-;-
12.06.2021 17:00:56;9,00;14,22;44,81;67,96
12.06.2021 18:00:56;11,00;14,14;51,53;75,94
12.06.2021 19:00:56;14,00;14,10;49,88;71,91
12.06.2021 20:00:56;12,00;14,23;-;-
12.06.2021 21:00:56;12,00;14,61;57,66;82,47
12.06.2021 22:00:56;16,00;14,44;59,62;86,42
12.06.2021 23:00:56;12,00;14,49;60,46;90,94
13.06.2021 00:00:56;13,00;14,61;48,09;77,39
13.06.2021 01:00:56;13,00;14,57;44,94;73,20
13.06.2021 02:00:56;14,00;14,56;44,18;72,72
13.06.2021 03:00:56;9,00;14,57;45,99;74,82
13.06.2021 04:00:56;7,00;14,43;43,04;71,88
13.06.2021 05:00:56;10,00;14,43;44,23;72,80
13.06.2021 06:00:56;11,00;14,34;42,33;70,86
13.06.2021 07:00:56;8,00;14,59;42,09;71,18
13.06.2021 08:00:56;8,00;14,93;42,78;72,52
13.06.2021 09:00:56;11,00;14,95;40,61;68,05
13.06.2021 10:00:56;8,00;14,91;43,67;70,22
13.06.2021 11:00:56;9,00;14,85;45,15;70,22
13.06.2021 12:00:56;12,00;14,81;41,98;64,09
13.06.2021 13:00:56;12,00;14,55;41,84;63,61
13.06.2021 14:00:56;11,00;14,53;42,51;61,90
13.06.2021 15:00:56;10,00;14,57;-;-
13.06.2021 16:00:56;9,00;14,12;45,15;63,73
13.06.2021 17:00:56;10,00;14,03;-;-
13.06.2021 18:00:56;8,00;14,14;64,32;92,33
13.06.2021 19:00:56;7,00;14,13;64,35;90,50
13.06.2021 20:00:56;6,00;14,15;66,12;91,33
13.06.2021 21:00:56;9,00;14,16;72,29;97,26
13.06.2021 22:00:56;16,00;14,34;87,76;117,41
13.06.2021 23:00:56;21,00;14,62;143,05;191,54
14.06.2021 00:00:56;22,00;15,12;189,54;259,27
14.06.2021 01:00:56;27,00;15,26;-;-
14.06.2021 02:00:56;11,00;15,21;144,29;219,12
14.06.2021 03:00:56;12,00;15,24;121,17;194,56
14.06.2021 04:00:56;10,00;15,30;104,19;174,05
14.06.2021 05:00:56;9,00;15,18;-;-
14.06.2021 06:00:56;10,00;14,97;115,99;187,86
14.06.2021 07:00:56;12,00;15,20;107,81;177,70
14.06.2021 08:00:56;11,00;15,52;114,97;186,06
14.06.2021 09:00:56;10,00;15,42;113,87;182,05
14.06.2021 10:00:56;11,00;15,15;102,68;165,33
14.06.2021 11:00:56;17,00;14,82;97,94;153,94
14.06.2021 12:00:56;16,00;14,54;93,18;143,97
14.06.2021 13:00:56;10,00;14,56;87,35;133,28
14.06.2021 14:00:56;11,00;14,51;81,00;119,78
14.06.2021 15:00:56;14,00;14,26;74,34;107,71
14.06.2021 16:00:56;13,00;13,89;69,21;96,73
14.06.2021 17:00:56;16,00;13,67;63,54;83,71
14.06.2021 18:00:56;28,00;13,67;59,38;74,36
14.06.2021 19:00:56;16,00;13,67;57,24;70,31
14.06.2021 20:00:56;18,00;13,76;54,86;66,71
14.06.2021 21:00:56;14,00;13,76;55,49;68,07
14.06.2021 22:00:56;13,00;14,17;58,80;73,44
14.06.2021 23:00:56;11,00;14,00;62,05;79,79
15.06.2021 00:00:56;19,00;14,39;68,41;95,64
15.06.2021 01:00:56;17,00;14,43;68,97;94,04
15.06.2021 02:00:56;11,00;14,39;73,28;99,57
15.06.2021 03:00:56;13,00;14,30;72,50;100,05
15.06.2021 04:00:56;15,00;14,30;71,12;98,92
15.06.2021 05:00:56;14,00;14,30;69,72;97,90
15.06.2021 06:00:56;12,00;14,27;73,46;102,83
15.06.2021 07:00:56;16,00;14,54;68,55;100,04
15.06.2021 08:00:56;18,00;15,07;70,73;106,06
15.06.2021 09:00:56;17,00;15,10;73,00;111,47
15.06.2021 10:00:56;26,00;15,11;79,50;116,19
15.06.2021 11:00:56;-;-;-;-
